;Proband;MappingMethod;NumLayers;Completed_Num;Completed_Total;Completed_Avg;Failed_Num;Failed_Total;Failed_Avg;Terminated_Num;Terminated_Total;Terminated_Avg;Sum_Num;Sum_Total;All_Avg
166;10; densening;18;7.0;117.67;16.81;1.0;7.260000000000001;7.260000000000001;7.0;58.443;8.349;15.0;183.373;12.224866666666665
167;10; densening;21;7.0;94.99000000000001;13.570000000000002;4.0;61.863;15.46575;4.0;62.658;15.6645;15.0;219.51100000000002;14.634066666666667
168;10; direct;6;5.0;27.396;5.4792000000000005;0.0;0.0;0.0;10.0;55.578;5.5578;15.0;82.974;5.5316
169;10; direct;9;7.0;319.068;45.58114285714286;1.0;6.083;6.083;7.0;33.32;4.76;15.0;358.471;23.89806666666667
170;10; direct;12;3.0;21.327;7.109000000000001;1.0;6.173;6.173;11.0;65.299;5.936272727272728;15.0;92.799;6.1866
171;10; direct;15;2.0;12.402000000000001;6.2010000000000005;1.0;8.912;8.912;12.0;85.172;7.097666666666666;15.0;106.48599999999999;7.099066666666666
172;10; direct;18;6.0;93.422;15.570333333333332;3.0;35.491;11.830333333333334;6.0;48.914;8.152333333333333;15.0;177.827;11.855133333333333
173;10; direct;21;5.0;63.38;12.676;0.0;0.0;0.0;10.0;124.66000000000001;12.466000000000001;15.0;188.04000000000002;12.536000000000001
174;10; widening;6;3.0;36.790000000000006;12.263333333333335;5.0;31.64;6.328;7.0;38.175000000000004;5.453571428571429;15.0;106.60500000000002;7.107000000000001
175;10; widening;9;4.0;36.07;9.0175;0.0;0.0;0.0;11.0;64.261;5.84190909090909;15.0;100.33099999999999;6.6887333333333325
176;10; widening;12;4.0;46.082;11.5205;4.0;29.002000000000002;7.250500000000001;7.0;53.406000000000006;7.629428571428572;15.0;128.49;8.566
177;10; widening;15;4.0;38.417;9.60425;2.0;13.498000000000001;6.7490000000000006;9.0;55.289;6.143222222222223;15.0;107.20400000000001;7.146933333333334
178;10; widening;18;5.0;51.506;10.3012;2.0;42.117999999999995;21.058999999999997;8.0;65.872;8.234;15.0;159.49599999999998;10.633066666666666
179;10; widening;21;5.0;183.404;36.6808;1.0;7.998;7.998;9.0;60.068;6.674222222222222;15.0;251.46999999999997;16.764666666666663
180;11; densening;6;3.0;22.806;7.602;0.0;0.0;0.0;12.0;89.747;7.478916666666667;15.0;112.553;7.503533333333333
181;11; densening;9;4.0;26.755000000000003;6.688750000000001;0.0;0.0;0.0;11.0;62.631;5.693727272727273;15.0;89.386;5.959066666666667
182;11; densening;12;6.0;53.114000000000004;8.852333333333334;0.0;0.0;0.0;9.0;62.678000000000004;6.964222222222222;15.0;115.792;7.7194666666666665
183;11; densening;15;8.0;90.418;11.30225;0.0;0.0;0.0;7.0;41.632;5.9474285714285715;15.0;132.05;8.803333333333335
184;11; densening;18;8.0;321.214;40.15175;0.0;0.0;0.0;7.0;54.945;7.849285714285714;15.0;376.159;25.077266666666667
185;11; densening;21;5.0;52.407000000000004;10.4814;0.0;0.0;0.0;10.0;100.892;10.0892;15.0;153.299;10.219933333333334
186;11; direct;6;5.0;29.697000000000003;5.939400000000001;0.0;0.0;0.0;10.0;197.642;19.7642;15.0;227.339;15.155933333333333
187;11; direct;9;9.0;70.602;7.844666666666667;0.0;0.0;0.0;6.0;34.251000000000005;5.708500000000001;15.0;104.85300000000001;6.990200000000001
188;11; direct;12;10.0;76.514;7.6514;0.0;0.0;0.0;5.0;42.216;8.443200000000001;15.0;118.72999999999999;7.915333333333333
189;11; direct;15;11.0;113.97800000000001;10.361636363636364;0.0;0.0;0.0;4.0;32.341;8.08525;15.0;146.31900000000002;9.754600000000002
190;11; direct;18;13.0;138.243;10.634076923076922;0.0;0.0;0.0;2.0;9.354;4.677;15.0;147.59699999999998;9.839799999999999
191;11; direct;21;9.0;98.02600000000001;10.89177777777778;0.0;0.0;0.0;6.0;47.339;7.889833333333333;15.0;145.365;9.691
192;11; widening;6;5.0;54.10600000000001;10.821200000000001;0.0;0.0;0.0;10.0;53.568000000000005;5.356800000000001;15.0;107.674;7.1782666666666675
193;11; widening;9;5.0;37.122;7.4244;0.0;0.0;0.0;10.0;52.971000000000004;5.2971;15.0;90.093;6.006200000000001
194;11; widening;12;6.0;57.009;9.5015;0.0;0.0;0.0;9.0;73.021;8.113444444444445;15.0;130.03;8.668666666666667
195;11; widening;15;5.0;50.006;10.0012;0.0;0.0;0.0;10.0;75.59700000000001;7.559700000000001;15.0;125.60300000000001;8.373533333333334
