;Proband;Block;Task;Trial;Date_Hold;Date_Start;Date_Terminated;Duration;Num_Layers;MappingMethod;Target_Layer
146484;3;2;2;2;2021-05-11T15:01:37.062Z;2021-05-11T15:01:31.646Z;2021-05-11T15:01:37.154Z;0.09200000000000001;21; densening;16
146660;3;2;2;3;2021-05-11T15:01:47.402Z;2021-05-11T15:01:41.069Z;2021-05-11T15:01:47.535Z;0.133;21; densening;5
147071;3;2;3;1;2021-05-11T15:02:12.360Z;2021-05-11T15:02:08.694Z;2021-05-11T15:02:12.622Z;0.262;12; densening;11
147389;3;2;3;3;2021-05-11T15:02:29.042Z;2021-05-11T15:02:26.324Z;2021-05-11T15:02:29.100Z;0.058;12; densening;6
147497;3;2;3;4;2021-05-11T15:02:35.918Z;2021-05-11T15:02:31.931Z;2021-05-11T15:02:35.942Z;0.024;12; densening;9
147985;3;2;4;0;2021-05-11T15:03:00.527Z;2021-05-11T15:02:42.915Z;2021-05-11T15:03:00.787Z;0.26;18; densening;14
149799;3;2;5;2;2021-05-11T15:04:39.012Z;2021-05-11T15:04:33.436Z;2021-05-11T15:04:39.022Z;0.01;9; densening;7
150183;3;2;5;4;2021-05-11T15:04:58.729Z;2021-05-11T15:04:53.751Z;2021-05-11T15:04:58.767Z;0.038;9; densening;8
150469;3;2;6;0;2021-05-11T15:05:13.605Z;2021-05-11T15:05:03.366Z;2021-05-11T15:05:13.782Z;0.17700000000000002;21; densening;16
151528;3;2;6;2;2021-05-11T15:05:58.701Z;2021-05-11T15:05:28.455Z;2021-05-11T15:05:59.415Z;0.7140000000000001;21; densening;20
152290;3;2;6;4;2021-05-11T15:06:35.155Z;2021-05-11T15:06:21.724Z;2021-05-11T15:06:35.322Z;0.167;21; densening;5
152810;3;2;7;2;2021-05-11T15:07:04.123Z;2021-05-11T15:07:01.622Z;2021-05-11T15:07:04.195Z;0.07200000000000001;9; densening;8
153468;3;2;8;0;2021-05-11T15:07:38.020Z;2021-05-11T15:07:30.716Z;2021-05-11T15:07:38.638Z;0.618;18; densening;5
155019;3;2;8;3;2021-05-11T15:08:42.317Z;2021-05-11T15:08:00.612Z;2021-05-11T15:08:43.397Z;1.08;18; densening;17
157340;3;2;11;0;2021-05-11T15:10:47.692Z;2021-05-11T15:10:42.895Z;2021-05-11T15:10:47.815Z;0.12300000000000001;6; densening;5
157596;3;2;11;2;2021-05-11T15:11:00.268Z;2021-05-11T15:10:56.788Z;2021-05-11T15:11:00.964Z;0.6960000000000001;6; densening;3
157746;3;2;11;3;2021-05-11T15:11:06.630Z;2021-05-11T15:11:02.395Z;2021-05-11T15:11:07.800Z;1.1700000000000002;6; densening;4
158588;3;2;12;2;2021-05-11T15:11:53.830Z;2021-05-11T15:11:47.251Z;2021-05-11T15:11:54.090Z;0.26;12; densening;1
158946;3;2;12;4;2021-05-11T15:12:12.111Z;2021-05-11T15:12:07.438Z;2021-05-11T15:12:12.157Z;0.046000000000000006;12; densening;9
159562;3;2;13;2;2021-05-11T15:12:45.144Z;2021-05-11T15:12:38.097Z;2021-05-11T15:12:46.340Z;1.1960000000000002;9; densening;8
161724;3;2;14;2;2021-05-11T15:14:20.159Z;2021-05-11T15:14:07.311Z;2021-05-11T15:14:21.300Z;1.141;21; densening;20
162275;3;2;14;4;2021-05-11T15:14:48.883Z;2021-05-11T15:14:37.121Z;2021-05-11T15:14:48.999Z;0.116;21; densening;5
162682;3;2;15;1;2021-05-11T15:15:10.269Z;2021-05-11T15:15:05.289Z;2021-05-11T15:15:10.664Z;0.395;15; densening;11
163718;3;2;15;4;2021-05-11T15:15:53.869Z;2021-05-11T15:15:37.869Z;2021-05-11T15:15:54.714Z;0.8450000000000001;15; densening;14
164132;3;2;16;2;2021-05-11T15:16:19.154Z;2021-05-11T15:16:15.741Z;2021-05-11T15:16:19.450Z;0.29600000000000004;6; densening;1
164852;3;2;17;1;2021-05-11T15:16:58.223Z;2021-05-11T15:16:51.585Z;2021-05-11T15:16:58.320Z;0.097;18; densening;14
165348;3;2;17;3;2021-05-11T15:17:20.241Z;2021-05-11T15:17:13.635Z;2021-05-11T15:17:20.475Z;0.234;18; densening;5
167815;3;2;18;4;2021-05-11T15:19:08.493Z;2021-05-11T15:18:56.794Z;2021-05-11T15:19:08.667Z;0.17400000000000002;15; densening;14
168018;3;3;1;1;2021-05-11T15:21:59.015Z;2021-05-11T15:21:57.274Z;2021-05-11T15:21:59.248Z;0.233;6; widening;2
168098;3;3;1;2;2021-05-11T15:22:03.469Z;2021-05-11T15:22:00.924Z;2021-05-11T15:22:03.851Z;0.382;6; widening;5
168231;3;3;1;3;2021-05-11T15:22:12.003Z;2021-05-11T15:22:07.563Z;2021-05-11T15:22:12.291Z;0.28800000000000003;6; widening;3
168624;3;3;2;0;2021-05-11T15:22:34.112Z;2021-05-11T15:22:30.317Z;2021-05-11T15:22:34.414Z;0.30200000000000005;18; widening;5
168784;3;3;2;1;2021-05-11T15:22:41.381Z;2021-05-11T15:22:35.775Z;2021-05-11T15:22:41.774Z;0.393;18; widening;14
168963;3;3;2;2;2021-05-11T15:22:50.920Z;2021-05-11T15:22:44.451Z;2021-05-11T15:22:51.153Z;0.233;18; widening;17
170039;3;3;2;3;2021-05-11T15:23:32.903Z;2021-05-11T15:22:52.514Z;2021-05-11T15:23:33.175Z;0.272;18; widening;1
170502;3;3;3;0;2021-05-11T15:23:58.161Z;2021-05-11T15:23:55.338Z;2021-05-11T15:23:58.214Z;0.053000000000000005;6; widening;1
170654;3;3;3;1;2021-05-11T15:24:04.212Z;2021-05-11T15:23:59.861Z;2021-05-11T15:24:05.418Z;1.2060000000000002;6; widening;4
170944;3;3;3;3;2021-05-11T15:24:17.493Z;2021-05-11T15:24:14.142Z;2021-05-11T15:24:18.612Z;1.119;6; widening;2
171026;3;3;3;4;2021-05-11T15:24:24.070Z;2021-05-11T15:24:21.479Z;2021-05-11T15:24:24.488Z;0.41800000000000004;6; widening;5
171462;3;3;4;2;2021-05-11T15:24:51.061Z;2021-05-11T15:24:48.622Z;2021-05-11T15:24:51.329Z;0.268;9; widening;2
171588;3;3;4;3;2021-05-11T15:24:57.497Z;2021-05-11T15:24:53.294Z;2021-05-11T15:24:57.918Z;0.42100000000000004;9; widening;8
172768;3;3;5;2;2021-05-11T15:25:56.668Z;2021-05-11T15:25:48.610Z;2021-05-11T15:25:57.034Z;0.36600000000000005;15; widening;8
172901;3;3;5;3;2021-05-11T15:26:03.210Z;2021-05-11T15:25:58.531Z;2021-05-11T15:26:03.254Z;0.044000000000000004;15; widening;11
173201;3;3;6;0;2021-05-11T15:26:25.023Z;2021-05-11T15:26:20.464Z;2021-05-11T15:26:25.311Z;0.28800000000000003;9; widening;1
173389;3;3;6;1;2021-05-11T15:26:32.676Z;2021-05-11T15:26:26.955Z;2021-05-11T15:26:33.784Z;1.108;9; widening;2
173679;3;3;6;2;2021-05-11T15:26:44.769Z;2021-05-11T15:26:34.942Z;2021-05-11T15:26:45.682Z;0.913;9; widening;5
174355;3;3;7;1;2021-05-11T15:27:21.859Z;2021-05-11T15:27:17.859Z;2021-05-11T15:27:22.018Z;0.159;12; widening;11
174618;3;3;7;2;2021-05-11T15:27:34.218Z;2021-05-11T15:27:24.576Z;2021-05-11T15:27:34.368Z;0.15000000000000002;12; widening;3
174919;3;3;7;4;2021-05-11T15:27:47.539Z;2021-05-11T15:27:42.725Z;2021-05-11T15:27:48.119Z;0.5800000000000001;12; widening;1
176176;3;3;8;3;2021-05-11T15:28:43.657Z;2021-05-11T15:28:20.497Z;2021-05-11T15:28:44.671Z;1.014;15; widening;1
177267;3;3;9;3;2021-05-11T15:29:35.688Z;2021-05-11T15:29:30.717Z;2021-05-11T15:29:35.865Z;0.17700000000000002;9; widening;1
177597;3;3;10;0;2021-05-11T15:29:53.172Z;2021-05-11T15:29:47.851Z;2021-05-11T15:29:54.033Z;0.8610000000000001;12; widening;1
179232;3;3;11;1;2021-05-11T15:31:05.604Z;2021-05-11T15:30:57.435Z;2021-05-11T15:31:07.020Z;1.4160000000000001;21; widening;11
180473;3;3;11;4;2021-05-11T15:32:01.202Z;2021-05-11T15:31:43.098Z;2021-05-11T15:32:01.457Z;0.255;21; widening;1
181470;3;3;12;3;2021-05-11T15:32:45.002Z;2021-05-11T15:32:32.767Z;2021-05-11T15:32:45.791Z;0.789;21; widening;5
181802;3;3;12;4;2021-05-11T15:32:59.918Z;2021-05-11T15:32:47.749Z;2021-05-11T15:32:59.982Z;0.064;21; widening;1
182552;3;3;13;3;2021-05-11T15:33:36.557Z;2021-05-11T15:33:31.069Z;2021-05-11T15:33:36.691Z;0.134;12; widening;1
183521;3;3;14;4;2021-05-11T15:34:24.289Z;2021-05-11T15:34:21.357Z;2021-05-11T15:34:24.361Z;0.07200000000000001;6; widening;1
183655;3;3;15;0;2021-05-11T15:34:30.759Z;2021-05-11T15:34:25.903Z;2021-05-11T15:34:30.816Z;0.057;18; widening;5
184256;3;3;15;3;2021-05-11T15:34:59.212Z;2021-05-11T15:34:52.842Z;2021-05-11T15:34:59.261Z;0.049;18; widening;1
185787;3;3;16;4;2021-05-11T15:36:09.376Z;2021-05-11T15:36:01.889Z;2021-05-11T15:36:09.571Z;0.195;15; widening;4
186117;3;3;17;1;2021-05-11T15:36:24.881Z;2021-05-11T15:36:18.882Z;2021-05-11T15:36:24.913Z;0.032;18; widening;1
187878;3;3;18;2;2021-05-11T15:37:43.902Z;2021-05-11T15:37:37.006Z;2021-05-11T15:37:44.624Z;0.7220000000000001;21; widening;20
188863;4;1;1;1;2021-05-19T12:17:10.767Z;2021-05-19T12:17:03.429Z;2021-05-19T12:17:11.608Z;0.8410000000000001;15; densening;4
190488;4;1;1;3;2021-05-19T12:18:22.082Z;2021-05-19T12:17:35.761Z;2021-05-19T12:18:22.509Z;0.42700000000000005;15; densening;11
191791;4;1;2;0;2021-05-19T12:19:18.399Z;2021-05-19T12:18:52.765Z;2021-05-19T12:19:18.466Z;0.067;18; densening;9
191991;4;1;2;1;2021-05-19T12:19:26.922Z;2021-05-19T12:19:20.588Z;2021-05-19T12:19:28.095Z;1.173;18; densening;1
193022;4;1;2;2;2021-05-19T12:20:09.896Z;2021-05-19T12:19:31.184Z;2021-05-19T12:20:09.929Z;0.033;18; densening;14
193626;4;1;2;3;2021-05-19T12:20:51.444Z;2021-05-19T12:20:28.637Z;2021-05-19T12:20:51.585Z;0.14100000000000001;18; densening;5
194530;4;1;2;4;2021-05-19T12:21:27.349Z;2021-05-19T12:20:53.780Z;2021-05-19T12:21:27.925Z;0.5760000000000001;18; densening;17
194705;4;1;3;0;2021-05-19T12:21:39.271Z;2021-05-19T12:21:33.809Z;2021-05-19T12:21:40.160Z;0.889;12; densening;3
194827;4;1;3;1;2021-05-19T12:21:46.813Z;2021-05-19T12:21:42.325Z;2021-05-19T12:21:46.833Z;0.02;12; densening;6
195798;4;1;3;4;2021-05-19T12:22:29.529Z;2021-05-19T12:22:19.911Z;2021-05-19T12:22:29.591Z;0.062000000000000006;12; densening;11
196235;4;1;4;0;2021-05-19T12:22:49.742Z;2021-05-19T12:22:33.749Z;2021-05-19T12:22:49.990Z;0.24800000000000003;21; densening;16
197098;4;1;4;1;2021-05-19T12:23:24.966Z;2021-05-19T12:22:52.298Z;2021-05-19T12:23:25.130Z;0.164;21; densening;5
198512;4;1;4;4;2021-05-19T12:24:25.151Z;2021-05-19T12:24:17.970Z;2021-05-19T12:24:25.361Z;0.21000000000000002;21; densening;1
198871;4;1;5;1;2021-05-19T12:24:45.023Z;2021-05-19T12:24:41.019Z;2021-05-19T12:24:45.192Z;0.169;15; densening;8
199159;4;1;5;2;2021-05-19T12:24:57.947Z;2021-05-19T12:24:47.143Z;2021-05-19T12:24:58.310Z;0.36300000000000004;15; densening;14
200019;4;1;5;4;2021-05-19T12:25:33.981Z;2021-05-19T12:25:23.213Z;2021-05-19T12:25:34.765Z;0.784;15; densening;11
200512;4;1;6;2;2021-05-19T12:26:01.425Z;2021-05-19T12:25:57.488Z;2021-05-19T12:26:01.752Z;0.327;12; densening;9
201934;4;1;7;2;2021-05-19T12:27:09.858Z;2021-05-19T12:27:06.050Z;2021-05-19T12:27:09.895Z;0.037000000000000005;12; densening;11
202253;4;1;7;4;2021-05-19T12:27:26.193Z;2021-05-19T12:27:22.586Z;2021-05-19T12:27:26.224Z;0.031000000000000003;12; densening;9
202686;4;1;8;0;2021-05-19T12:27:45.607Z;2021-05-19T12:27:30.447Z;2021-05-19T12:27:46.831Z;1.224;21; densening;5
203492;4;1;8;2;2021-05-19T12:28:20.859Z;2021-05-19T12:28:03.663Z;2021-05-19T12:28:21.382Z;0.523;21; densening;11
203812;4;1;8;3;2021-05-19T12:28:34.984Z;2021-05-19T12:28:23.118Z;2021-05-19T12:28:35.185Z;0.201;21; densening;20
204023;4;1;8;4;2021-05-19T12:28:44.338Z;2021-05-19T12:28:37.766Z;2021-05-19T12:28:45.697Z;1.359;21; densening;1
204597;4;1;9;0;2021-05-19T12:29:11.987Z;2021-05-19T12:28:50.889Z;2021-05-19T12:29:12.694Z;0.7070000000000001;21; densening;5
205175;4;1;9;1;2021-05-19T12:29:36.165Z;2021-05-19T12:29:14.551Z;2021-05-19T12:29:36.319Z;0.154;21; densening;16
207362;4;1;10;3;2021-05-19T12:31:24.501Z;2021-05-19T12:31:21.188Z;2021-05-19T12:31:24.724Z;0.223;9; densening;2
207978;4;1;11;1;2021-05-19T12:31:56.220Z;2021-05-19T12:31:50.716Z;2021-05-19T12:31:56.678Z;0.458;6; densening;4
208265;4;1;11;3;2021-05-19T12:32:09.742Z;2021-05-19T12:32:05.633Z;2021-05-19T12:32:10.704Z;0.9620000000000001;6; densening;5
208378;4;1;11;4;2021-05-19T12:32:16.479Z;2021-05-19T12:32:12.578Z;2021-05-19T12:32:16.755Z;0.276;6; densening;2
208593;4;1;12;0;2021-05-19T12:32:29.469Z;2021-05-19T12:32:21.569Z;2021-05-19T12:32:29.675Z;0.20600000000000002;9; densening;7
209170;4;1;12;3;2021-05-19T12:32:55.375Z;2021-05-19T12:32:51.999Z;2021-05-19T12:32:56.697Z;1.322;9; densening;1
209265;4;1;12;4;2021-05-19T12:33:01.684Z;2021-05-19T12:32:58.371Z;2021-05-19T12:33:01.799Z;0.115;9; densening;8
209506;4;1;13;0;2021-05-19T12:33:14.313Z;2021-05-19T12:33:05.578Z;2021-05-19T12:33:14.739Z;0.42600000000000005;18; densening;17
210477;4;1;13;2;2021-05-19T12:33:56.309Z;2021-05-19T12:33:29.013Z;2021-05-19T12:33:57.602Z;1.2930000000000001;18; densening;9
210669;4;1;13;3;2021-05-19T12:34:06.413Z;2021-05-19T12:33:59.749Z;2021-05-19T12:34:07.013Z;0.6000000000000001;18; densening;1
211158;4;1;13;4;2021-05-19T12:34:27.207Z;2021-05-19T12:34:09.233Z;2021-05-19T12:34:27.443Z;0.23600000000000002;18; densening;5
211363;4;1;14;0;2021-05-19T12:34:39.257Z;2021-05-19T12:34:32.011Z;2021-05-19T12:34:39.605Z;0.34800000000000003;15; densening;1
212753;4;1;14;2;2021-05-19T12:35:36.751Z;2021-05-19T12:34:55.460Z;2021-05-19T12:35:36.794Z;0.043000000000000003;15; densening;4
213023;4;1;14;3;2021-05-19T12:35:48.781Z;2021-05-19T12:35:38.600Z;2021-05-19T12:35:48.976Z;0.195;15; densening;8
214666;4;1;15;1;2021-05-19T12:36:59.221Z;2021-05-19T12:36:48.455Z;2021-05-19T12:36:59.523Z;0.30200000000000005;18; densening;17
215763;4;1;15;2;2021-05-19T12:37:43.525Z;2021-05-19T12:37:01.437Z;2021-05-19T12:37:43.693Z;0.168;18; densening;9
215933;4;1;15;3;2021-05-19T12:37:51.802Z;2021-05-19T12:37:45.517Z;2021-05-19T12:37:52.084Z;0.28200000000000003;18; densening;14
216472;4;1;16;1;2021-05-19T12:38:19.558Z;2021-05-19T12:38:14.807Z;2021-05-19T12:38:19.974Z;0.41600000000000004;6; densening;4
216777;4;1;16;3;2021-05-19T12:38:35.274Z;2021-05-19T12:38:31.768Z;2021-05-19T12:38:35.533Z;0.259;6; densening;2
216887;4;1;16;4;2021-05-19T12:38:41.347Z;2021-05-19T12:38:37.536Z;2021-05-19T12:38:41.585Z;0.23800000000000002;6; densening;5
217737;4;1;17;4;2021-05-19T12:39:24.605Z;2021-05-19T12:39:19.852Z;2021-05-19T12:39:25.202Z;0.5970000000000001;6; densening;3
220017;4;2;1;2;2021-05-19T12:45:40.194Z;2021-05-19T12:45:24.735Z;2021-05-19T12:45:40.539Z;0.34500000000000003;18; direct;5
220404;4;2;1;3;2021-05-19T12:45:57.109Z;2021-05-19T12:45:42.144Z;2021-05-19T12:45:57.131Z;0.022000000000000002;18; direct;1
221287;4;2;2;1;2021-05-19T12:46:36.790Z;2021-05-19T12:46:33.935Z;2021-05-19T12:46:37.091Z;0.30100000000000005;6; direct;1
221380;4;2;2;2;2021-05-19T12:46:41.445Z;2021-05-19T12:46:38.612Z;2021-05-19T12:46:42.070Z;0.625;6; direct;4
221556;4;2;2;3;2021-05-19T12:46:48.691Z;2021-05-19T12:46:42.195Z;2021-05-19T12:46:48.816Z;0.125;6; direct;5
221983;4;2;3;0;2021-05-19T12:47:10.714Z;2021-05-19T12:47:01.056Z;2021-05-19T12:47:11.079Z;0.36500000000000005;21; direct;16
222354;4;2;3;1;2021-05-19T12:47:25.879Z;2021-05-19T12:47:13.029Z;2021-05-19T12:47:26.729Z;0.8500000000000001;21; direct;11
223017;4;2;3;2;2021-05-19T12:47:52.357Z;2021-05-19T12:47:28.478Z;2021-05-19T12:47:53.428Z;1.0710000000000002;21; direct;1
224742;4;2;4;1;2021-05-19T12:49:08.520Z;2021-05-19T12:48:45.427Z;2021-05-19T12:49:08.784Z;0.264;21; direct;1
225541;4;2;4;3;2021-05-19T12:49:42.159Z;2021-05-19T12:49:25.118Z;2021-05-19T12:49:42.289Z;0.13;21; direct;5
226229;4;2;4;4;2021-05-19T12:50:09.253Z;2021-05-19T12:49:43.890Z;2021-05-19T12:50:09.894Z;0.641;21; direct;11
226440;4;2;5;0;2021-05-19T12:50:21.657Z;2021-05-19T12:50:13.923Z;2021-05-19T12:50:21.974Z;0.317;9; direct;8
227126;4;2;5;3;2021-05-19T12:50:52.137Z;2021-05-19T12:50:44.917Z;2021-05-19T12:50:52.999Z;0.8620000000000001;9; direct;1
227579;4;2;6;1;2021-05-19T12:51:17.336Z;2021-05-19T12:51:13.108Z;2021-05-19T12:51:17.387Z;0.051000000000000004;9; direct;8
227788;4;2;6;2;2021-05-19T12:51:26.757Z;2021-05-19T12:51:19.433Z;2021-05-19T12:51:27.327Z;0.5700000000000001;9; direct;7
228538;4;2;7;1;2021-05-19T12:52:03.580Z;2021-05-19T12:51:57.118Z;2021-05-19T12:52:03.591Z;0.011000000000000001;9; direct;8
228931;4;2;7;3;2021-05-19T12:52:22.018Z;2021-05-19T12:52:16.747Z;2021-05-19T12:52:22.039Z;0.021;9; direct;5
229024;4;2;7;4;2021-05-19T12:52:26.402Z;2021-05-19T12:52:23.918Z;2021-05-19T12:52:27.447Z;1.0450000000000002;9; direct;2
229243;4;2;8;0;2021-05-19T12:52:38.383Z;2021-05-19T12:52:30.903Z;2021-05-19T12:52:39.271Z;0.888;12; direct;9
229723;4;2;8;2;2021-05-19T12:52:59.787Z;2021-05-19T12:52:51.570Z;2021-05-19T12:53:01.027Z;1.24;12; direct;1
230163;4;2;8;4;2021-05-19T12:53:20.699Z;2021-05-19T12:53:13.085Z;2021-05-19T12:53:20.899Z;0.2;12; direct;6
230599;4;2;9;0;2021-05-19T12:53:40.873Z;2021-05-19T12:53:24.348Z;2021-05-19T12:53:41.023Z;0.15000000000000002;15; direct;1
230778;4;2;9;1;2021-05-19T12:53:49.399Z;2021-05-19T12:53:42.715Z;2021-05-19T12:53:49.587Z;0.188;15; direct;11
231487;4;2;9;3;2021-05-19T12:54:19.808Z;2021-05-19T12:54:01.558Z;2021-05-19T12:54:20.215Z;0.40700000000000003;15; direct;4
231888;4;2;9;4;2021-05-19T12:54:36.052Z;2021-05-19T12:54:21.913Z;2021-05-19T12:54:37.074Z;1.022;15; direct;8
232163;4;2;10;1;2021-05-19T12:54:53.297Z;2021-05-19T12:54:50.120Z;2021-05-19T12:54:53.981Z;0.684;6; direct;2
232718;4;2;10;4;2021-05-19T12:55:20.350Z;2021-05-19T12:55:15.747Z;2021-05-19T12:55:20.470Z;0.12000000000000001;6; direct;5
232923;4;2;11;0;2021-05-19T12:55:30.468Z;2021-05-19T12:55:24.073Z;2021-05-19T12:55:31.719Z;1.2510000000000001;15; direct;1
234076;4;2;11;3;2021-05-19T12:56:19.131Z;2021-05-19T12:56:01.991Z;2021-05-19T12:56:20.098Z;0.9670000000000001;15; direct;8
234428;4;2;11;4;2021-05-19T12:56:33.482Z;2021-05-19T12:56:21.629Z;2021-05-19T12:56:34.885Z;1.403;15; direct;4
234857;4;2;12;1;2021-05-19T12:56:57.111Z;2021-05-19T12:56:50.855Z;2021-05-19T12:56:57.304Z;0.193;12; direct;3
235305;4;2;12;2;2021-05-19T12:57:14.641Z;2021-05-19T12:56:58.912Z;2021-05-19T12:57:15.882Z;1.241;12; direct;6
235826;4;2;12;4;2021-05-19T12:57:37.974Z;2021-05-19T12:57:29.807Z;2021-05-19T12:57:38.838Z;0.8640000000000001;12; direct;1
237243;4;2;13;1;2021-05-19T12:58:38.556Z;2021-05-19T12:58:14.247Z;2021-05-19T12:58:39.625Z;1.0690000000000002;18; direct;9
237714;4;2;13;3;2021-05-19T12:59:00.892Z;2021-05-19T12:58:52.395Z;2021-05-19T12:59:01.208Z;0.316;18; direct;5
239755;4;2;14;0;2021-05-19T13:00:25.086Z;2021-05-19T12:59:50.720Z;2021-05-19T13:00:25.233Z;0.14700000000000002;21; direct;1
240942;4;2;14;2;2021-05-19T13:01:12.397Z;2021-05-19T13:00:49.219Z;2021-05-19T13:01:13.278Z;0.881;21; direct;5
241508;4;2;14;3;2021-05-19T13:01:35.290Z;2021-05-19T13:01:15.006Z;2021-05-19T13:01:36.300Z;1.01;21; direct;16
241733;4;2;14;4;2021-05-19T13:01:45.133Z;2021-05-19T13:01:38.173Z;2021-05-19T13:01:46.616Z;1.483;21; direct;20
242595;4;2;15;2;2021-05-19T13:02:27.096Z;2021-05-19T13:02:17.899Z;2021-05-19T13:02:27.375Z;0.279;15; direct;11
242729;4;2;15;3;2021-05-19T13:02:34.082Z;2021-05-19T13:02:29.662Z;2021-05-19T13:02:34.601Z;0.519;15; direct;8
243136;4;2;15;4;2021-05-19T13:02:51.700Z;2021-05-19T13:02:36.445Z;2021-05-19T13:02:52.030Z;0.33;15; direct;1
243265;4;2;16;0;2021-05-19T13:03:01.336Z;2021-05-19T13:02:56.767Z;2021-05-19T13:03:01.677Z;0.341;6; direct;4
243562;4;2;16;2;2021-05-19T13:03:15.989Z;2021-05-19T13:03:12.786Z;2021-05-19T13:03:16.061Z;0.07200000000000001;6; direct;3
244264;4;2;17;0;2021-05-19T13:03:51.612Z;2021-05-19T13:03:43.020Z;2021-05-19T13:03:51.838Z;0.226;12; direct;1
244444;4;2;17;1;2021-05-19T13:04:00.143Z;2021-05-19T13:03:53.608Z;2021-05-19T13:04:00.430Z;0.28700000000000003;12; direct;9
244585;4;2;17;2;2021-05-19T13:04:07.677Z;2021-05-19T13:04:02.345Z;2021-05-19T13:04:07.690Z;0.013000000000000001;12; direct;3
245158;4;2;17;3;2021-05-19T13:04:30.151Z;2021-05-19T13:04:09.757Z;2021-05-19T13:04:31.637Z;1.486;12; direct;6
245886;4;2;18;0;2021-05-19T13:05:04.231Z;2021-05-19T13:04:45.228Z;2021-05-19T13:05:04.793Z;0.562;18; direct;1
246209;4;2;18;1;2021-05-19T13:05:18.676Z;2021-05-19T13:05:06.474Z;2021-05-19T13:05:18.746Z;0.07;18; direct;17
247410;4;2;18;2;2021-05-19T13:06:04.852Z;2021-05-19T13:05:20.736Z;2021-05-19T13:06:06.066Z;1.214;18; direct;5
248077;4;2;18;3;2021-05-19T13:06:32.151Z;2021-05-19T13:06:07.660Z;2021-05-19T13:06:33.117Z;0.9660000000000001;18; direct;9
248283;4;2;18;4;2021-05-19T13:06:42.600Z;2021-05-19T13:06:34.978Z;2021-05-19T13:06:42.913Z;0.313;18; direct;14
248702;4;3;1;1;2021-05-19T13:09:17.800Z;2021-05-19T13:09:11.745Z;2021-05-19T13:09:17.822Z;0.022000000000000002;18; widening;1
249108;4;3;1;2;2021-05-19T13:09:34.552Z;2021-05-19T13:09:19.689Z;2021-05-19T13:09:35.041Z;0.48900000000000005;18; widening;5
249438;4;3;1;3;2021-05-19T13:09:48.654Z;2021-05-19T13:09:36.661Z;2021-05-19T13:09:49.047Z;0.393;18; widening;14
250076;4;3;1;4;2021-05-19T13:10:15.235Z;2021-05-19T13:09:51.027Z;2021-05-19T13:10:15.322Z;0.08700000000000001;18; widening;9
250442;4;3;2;1;2021-05-19T13:10:34.265Z;2021-05-19T13:10:25.996Z;2021-05-19T13:10:34.369Z;0.10400000000000001;9; widening;2
251175;4;3;2;2;2021-05-19T13:11:02.729Z;2021-05-19T13:10:35.988Z;2021-05-19T13:11:04.098Z;1.369;9; widening;1
251368;4;3;2;3;2021-05-19T13:11:12.611Z;2021-05-19T13:11:05.548Z;2021-05-19T13:11:12.881Z;0.27;9; widening;8
252418;4;3;3;2;2021-05-19T13:12:02.153Z;2021-05-19T13:11:52.205Z;2021-05-19T13:12:02.545Z;0.392;12; widening;3
252641;4;3;3;3;2021-05-19T13:12:12.247Z;2021-05-19T13:12:04.166Z;2021-05-19T13:12:12.434Z;0.187;12; widening;9
253338;4;3;3;4;2021-05-19T13:12:40.601Z;2021-05-19T13:12:14.476Z;2021-05-19T13:12:40.743Z;0.14200000000000002;12; widening;1
253513;4;3;4;0;2021-05-19T13:12:50.687Z;2021-05-19T13:12:44.017Z;2021-05-19T13:12:50.725Z;0.038;21; widening;1
254431;4;3;4;2;2021-05-19T13:13:29.906Z;2021-05-19T13:13:09.865Z;2021-05-19T13:13:29.918Z;0.012;21; widening;5
255208;4;3;4;3;2021-05-19T13:14:00.371Z;2021-05-19T13:13:31.760Z;2021-05-19T13:14:01.584Z;1.213;21; widening;11
255924;4;3;5;2;2021-05-19T13:14:36.671Z;2021-05-19T13:14:31.923Z;2021-05-19T13:14:36.827Z;0.156;9; widening;8
256055;4;3;5;3;2021-05-19T13:14:43.234Z;2021-05-19T13:14:38.687Z;2021-05-19T13:14:43.374Z;0.14;9; widening;1
257684;4;3;6;1;2021-05-19T13:15:53.615Z;2021-05-19T13:15:32.950Z;2021-05-19T13:15:54.699Z;1.084;21; widening;5
259516;4;3;6;2;2021-05-19T13:17:05.180Z;2021-05-19T13:15:56.480Z;2021-05-19T13:17:05.533Z;0.35300000000000004;21; widening;1
260008;4;3;6;3;2021-05-19T13:17:25.004Z;2021-05-19T13:17:07.171Z;2021-05-19T13:17:25.723Z;0.7190000000000001;21; widening;16
260309;4;3;6;4;2021-05-19T13:17:38.480Z;2021-05-19T13:17:27.635Z;2021-05-19T13:17:39.058Z;0.5780000000000001;21; widening;11
260846;4;3;7;2;2021-05-19T13:18:07.049Z;2021-05-19T13:18:03.820Z;2021-05-19T13:18:07.173Z;0.12400000000000001;6; widening;3
260970;4;3;7;3;2021-05-19T13:18:13.447Z;2021-05-19T13:18:08.938Z;2021-05-19T13:18:13.471Z;0.024;6; widening;4
261437;4;3;8;0;2021-05-19T13:18:35.729Z;2021-05-19T13:18:26.017Z;2021-05-19T13:18:36.444Z;0.7150000000000001;15; widening;8
261800;4;3;8;1;2021-05-19T13:18:51.958Z;2021-05-19T13:18:38.247Z;2021-05-19T13:18:51.997Z;0.039;15; widening;4
