;Proband;Block;Task;Trial;NumLayers;MappingMethod;TargetLayer;Result;Peaks_Total;Peaks_BeforeHold;Peaks_AfterHold;Peaks_lower;Peaks_deeper;Peaks_between
0;1;2;6;3;6; densening;1; TERMINATED;2;2;0;1;0;1
1;1;2;9;3;6; densening;1; COMPLETED;2;2;0;1;1;0
2;1;2;16;4;6; densening;1; TERMINATED;3;3;0;1;1;1
3;2;3;4;4;6; densening;1; TERMINATED;1;1;0;1;0;0
4;2;3;7;4;6; densening;1; COMPLETED;2;2;0;1;1;0
5;2;3;11;2;6; densening;1; COMPLETED;3;3;0;1;0;2
6;3;2;10;1;6; densening;1; COMPLETED;4;4;0;1;0;3
7;3;2;11;4;6; densening;1; COMPLETED;3;3;0;1;0;2
8;3;2;16;2;6; densening;1; TERMINATED;0;0;0;0;0;0
9;4;1;11;2;6; densening;1; COMPLETED;1;1;0;1;0;0
10;4;1;16;2;6; densening;1; COMPLETED;5;5;0;4;0;1
11;4;1;17;2;6; densening;1; COMPLETED;1;1;0;1;0;0
12;5;1;6;3;6; densening;1; COMPLETED;5;5;0;1;4;0
13;5;1;11;4;6; densening;1; COMPLETED;4;4;0;1;2;1
14;5;1;12;2;6; densening;1; COMPLETED;2;2;0;1;1;0
15;6;1;9;4;6; densening;1; COMPLETED;3;3;0;1;0;2
16;6;1;10;0;6; densening;1; COMPLETED;1;1;0;1;0;0
17;6;1;11;1;6; densening;1; COMPLETED;1;1;0;1;0;0
18;7;3;8;3;6; densening;1; COMPLETED;2;2;0;1;1;0
19;7;3;14;0;6; densening;1; COMPLETED;1;1;0;1;0;0
20;7;3;15;3;6; densening;1; COMPLETED;5;5;0;1;3;1
21;8;1;9;4;6; densening;1; COMPLETED;2;2;0;1;1;0
22;8;1;11;2;6; densening;1; COMPLETED;3;3;0;1;0;2
23;8;1;15;3;6; densening;1; COMPLETED;2;2;0;1;0;1
24;9;2;3;2;6; densening;1; COMPLETED;2;2;0;1;0;1
25;9;2;9;2;6; densening;1; COMPLETED;2;2;0;1;0;1
26;9;2;14;3;6; densening;1; COMPLETED;2;2;0;2;0;0
27;10;1;4;4;6; densening;1; COMPLETED;1;1;0;1;0;0
28;10;1;7;4;6; densening;1; COMPLETED;2;2;0;1;1;0
29;10;1;16;1;6; densening;1; TERMINATED;12;12;0;6;2;4
30;11;2;5;3;6; densening;1; COMPLETED;6;6;0;6;0;0
31;11;2;7;4;6; densening;1; COMPLETED;6;6;0;4;0;2
32;11;2;15;4;6; densening;1; COMPLETED;3;3;0;2;0;1
33;12;2;7;0;6; densening;1; COMPLETED;0;0;0;0;0;0
34;12;2;10;2;6; densening;1; COMPLETED;2;2;0;1;1;0
35;12;2;18;3;6; densening;1; COMPLETED;3;3;0;1;2;0
36;13;2;6;0;6; densening;1; COMPLETED;2;2;0;2;0;0
37;13;2;11;0;6; densening;1; COMPLETED;1;1;0;1;0;0
38;13;2;16;2;6; densening;1; COMPLETED;2;2;0;1;0;1
39;14;1;3;3;6; densening;1; COMPLETED;1;1;0;1;0;0
40;14;1;4;2;6; densening;1; COMPLETED;3;2;1;2;0;1
41;14;1;13;0;6; densening;1; COMPLETED;1;1;0;1;0;0
42;15;2;3;2;6; densening;1; COMPLETED;1;1;0;1;0;0
43;15;2;7;1;6; densening;1; COMPLETED;2;2;0;1;1;0
44;15;2;12;2;6; densening;1; COMPLETED;1;1;0;1;0;0
45;16;3;4;0;6; densening;1; COMPLETED;0;0;0;0;0;0
46;16;3;6;3;6; densening;1; COMPLETED;2;2;0;1;1;0
47;16;3;14;2;6; densening;1; TERMINATED;0;0;0;0;0;0
48;17;2;4;3;6; densening;1; COMPLETED;2;2;0;2;0;0
49;17;2;5;0;6; densening;1; COMPLETED;1;1;0;1;0;0
50;17;2;13;2;6; densening;1; COMPLETED;2;2;0;1;1;0
51;18;3;2;1;6; densening;1; COMPLETED;2;2;0;1;1;0
52;18;3;11;1;6; densening;1; COMPLETED;2;2;0;1;1;0
53;18;3;14;2;6; densening;1; COMPLETED;1;1;0;1;0;0
54;19;1;1;4;6; densening;1; COMPLETED;1;1;0;1;0;0
55;19;1;6;1;6; densening;1; COMPLETED;3;3;0;1;2;0
56;19;1;11;2;6; densening;1; COMPLETED;3;3;0;1;0;2
57;20;3;4;1;6; densening;1; COMPLETED;2;2;0;2;0;0
58;20;3;6;4;6; densening;1; COMPLETED;1;1;0;1;0;0
59;20;3;7;3;6; densening;1; COMPLETED;2;2;0;2;0;0
60;22;1;4;3;6; densening;1; COMPLETED;1;1;0;1;0;0
61;22;1;7;0;6; densening;1; COMPLETED;1;1;0;1;0;0
62;22;1;15;2;6; densening;1; COMPLETED;1;1;0;1;0;0
63;23;3;3;2;6; densening;1; TERMINATED;1;1;0;1;0;0
64;23;3;15;2;6; densening;1; COMPLETED;1;1;0;1;0;0
65;23;3;18;1;6; densening;1; COMPLETED;2;2;0;1;1;0
66;24;1;3;3;6; densening;1; COMPLETED;3;3;0;1;0;2
67;24;1;6;0;6; densening;1; COMPLETED;2;2;0;2;0;0
68;24;1;16;3;6; densening;1; COMPLETED;1;1;0;1;0;0
69;1;2;6;0;6; densening;2; COMPLETED;0;0;0;0;0;0
70;1;2;9;0;6; densening;2; COMPLETED;1;1;0;1;0;0
71;1;2;16;3;6; densening;2; COMPLETED;2;2;0;2;0;0
72;2;3;4;3;6; densening;2; COMPLETED;2;2;0;2;0;0
73;2;3;7;1;6; densening;2; COMPLETED;2;2;0;2;0;0
74;2;3;11;1;6; densening;2; COMPLETED;2;2;0;1;1;0
75;3;2;10;2;6; densening;2; COMPLETED;2;2;0;2;0;0
76;3;2;11;1;6; densening;2; FAILED;2;1;1;1;0;1
77;3;2;16;0;6; densening;2; COMPLETED;2;2;0;2;0;0
78;4;1;11;4;6; densening;2; TERMINATED;1;1;0;1;0;0
79;4;1;16;3;6; densening;2; TERMINATED;1;1;0;1;0;0
80;4;1;17;1;6; densening;2; COMPLETED;1;1;0;1;0;0
81;5;1;6;1;6; densening;2; COMPLETED;5;5;0;1;0;4
82;5;1;11;1;6; densening;2; COMPLETED;8;8;0;3;2;3
83;5;1;12;3;6; densening;2; COMPLETED;3;3;0;1;1;1
84;6;1;9;1;6; densening;2; COMPLETED;2;2;0;2;0;0
85;6;1;10;2;6; densening;2; TERMINATED;2;2;0;2;0;0
86;6;1;11;3;6; densening;2; COMPLETED;2;2;0;2;0;0
87;7;3;8;4;6; densening;2; COMPLETED;4;4;0;4;0;0
88;7;3;14;1;6; densening;2; COMPLETED;2;2;0;2;0;0
89;7;3;15;4;6; densening;2; COMPLETED;2;2;0;2;0;0
90;8;1;9;1;6; densening;2; COMPLETED;2;2;0;2;0;0
91;8;1;11;1;6; densening;2; COMPLETED;4;4;0;4;0;0
92;8;1;15;4;6; densening;2; COMPLETED;3;3;0;3;0;0
93;9;2;3;0;6; densening;2; COMPLETED;0;0;0;0;0;0
94;9;2;9;4;6; densening;2; COMPLETED;2;2;0;2;0;0
95;9;2;14;2;6; densening;2; COMPLETED;3;3;0;3;0;0
96;10;1;4;3;6; densening;2; COMPLETED;1;1;0;1;0;0
97;10;1;7;0;6; densening;2; COMPLETED;0;0;0;0;0;0
98;10;1;16;2;6; densening;2; TERMINATED;1;1;0;1;0;0
99;11;2;5;4;6; densening;2; TERMINATED;3;3;0;3;0;0
100;11;2;7;1;6; densening;2; TERMINATED;3;3;0;3;0;0
101;11;2;15;1;6; densening;2; TERMINATED;1;1;0;1;0;0
102;12;2;7;1;6; densening;2; TERMINATED;3;3;0;3;0;0
103;12;2;10;4;6; densening;2; COMPLETED;1;1;0;1;0;0
104;12;2;18;4;6; densening;2; COMPLETED;1;1;0;1;0;0
105;13;2;6;2;6; densening;2; COMPLETED;1;1;0;1;0;0
106;13;2;11;1;6; densening;2; COMPLETED;1;1;0;1;0;0
107;13;2;16;1;6; densening;2; COMPLETED;5;5;0;5;0;0
108;14;1;3;4;6; densening;2; COMPLETED;2;2;0;1;0;1
109;14;1;4;1;6; densening;2; COMPLETED;2;2;0;2;0;0
110;14;1;13;4;6; densening;2; COMPLETED;4;4;0;4;0;0
111;15;2;3;1;6; densening;2; TERMINATED;1;1;0;1;0;0
112;15;2;7;0;6; densening;2; COMPLETED;0;0;0;0;0;0
113;15;2;12;1;6; densening;2; COMPLETED;3;3;0;3;0;0
114;16;3;4;2;6; densening;2; TERMINATED;1;1;0;1;0;0
115;16;3;6;1;6; densening;2; COMPLETED;2;2;0;1;0;1
116;16;3;14;4;6; densening;2; COMPLETED;3;3;0;3;0;0
117;17;2;4;1;6; densening;2; COMPLETED;2;2;0;2;0;0
118;17;2;5;1;6; densening;2; COMPLETED;1;1;0;1;0;0
119;17;2;13;4;6; densening;2; COMPLETED;2;2;0;2;0;0
120;18;3;2;3;6; densening;2; TERMINATED;2;2;0;1;1;0
121;18;3;11;0;6; densening;2; COMPLETED;1;1;0;1;0;0
122;18;3;14;3;6; densening;2; COMPLETED;1;1;0;1;0;0
123;19;1;1;0;6; densening;2; TERMINATED;0;0;0;0;0;0
124;19;1;6;2;6; densening;2; TERMINATED;1;1;0;1;0;0
125;19;1;11;4;6; densening;2; COMPLETED;3;3;0;3;0;0
126;20;3;4;0;6; densening;2; COMPLETED;2;1;1;2;0;0
127;20;3;6;1;6; densening;2; COMPLETED;2;2;0;1;0;1
128;20;3;7;2;6; densening;2; COMPLETED;2;2;0;2;0;0
129;22;1;4;2;6; densening;2; COMPLETED;1;1;0;1;0;0
130;22;1;7;1;6; densening;2; COMPLETED;1;1;0;1;0;0
131;22;1;15;1;6; densening;2; COMPLETED;1;1;0;1;0;0
132;23;3;3;0;6; densening;2; COMPLETED;0;0;0;0;0;0
133;23;3;15;3;6; densening;2; TERMINATED;1;1;0;1;0;0
134;23;3;18;2;6; densening;2; COMPLETED;2;2;0;1;1;0
135;24;1;3;4;6; densening;2; COMPLETED;1;1;0;1;0;0
136;24;1;6;4;6; densening;2; TERMINATED;2;2;0;1;0;1
137;24;1;16;1;6; densening;2; COMPLETED;1;1;0;1;0;0
138;1;2;6;2;6; densening;3; COMPLETED;2;2;0;2;0;0
139;1;2;9;1;6; densening;3; COMPLETED;1;1;0;1;0;0
140;1;2;16;2;6; densening;3; TERMINATED;2;2;0;2;0;0
141;2;3;4;2;6; densening;3; COMPLETED;4;4;0;4;0;0
142;2;3;7;3;6; densening;3; COMPLETED;1;1;0;1;0;0
143;2;3;11;4;6; densening;3; COMPLETED;3;3;0;3;0;0
144;3;2;10;4;6; densening;3; COMPLETED;0;0;0;0;0;0
145;3;2;11;2;6; densening;3; TERMINATED;1;1;0;1;0;0
146;3;2;16;1;6; densening;3; COMPLETED;0;0;0;0;0;0
147;4;1;11;0;6; densening;3; COMPLETED;0;0;0;0;0;0
148;4;1;16;0;6; densening;3; COMPLETED;0;0;0;0;0;0
149;4;1;17;4;6; densening;3; TERMINATED;1;1;0;1;0;0
150;5;1;6;4;6; densening;3; COMPLETED;1;1;0;1;0;0
151;5;1;11;3;6; densening;3; COMPLETED;4;4;0;1;0;3
152;5;1;12;0;6; densening;3; COMPLETED;0;0;0;0;0;0
153;6;1;9;3;6; densening;3; COMPLETED;1;1;0;1;0;0
154;6;1;10;3;6; densening;3; COMPLETED;2;2;0;2;0;0
155;6;1;11;4;6; densening;3; COMPLETED;2;2;0;2;0;0
156;7;3;8;1;6; densening;3; COMPLETED;2;2;0;2;0;0
157;7;3;14;2;6; densening;3; COMPLETED;2;2;0;2;0;0
158;7;3;15;1;6; densening;3; COMPLETED;3;2;1;3;0;0
159;8;1;9;0;6; densening;3; COMPLETED;2;2;0;2;0;0
160;8;1;11;4;6; densening;3; COMPLETED;2;2;0;2;0;0
161;8;1;15;2;6; densening;3; TERMINATED;1;1;0;1;0;0
162;9;2;3;1;6; densening;3; COMPLETED;1;1;0;1;0;0
163;9;2;9;1;6; densening;3; COMPLETED;4;4;0;4;0;0
164;9;2;14;0;6; densening;3; TERMINATED;1;1;0;1;0;0
165;10;1;4;2;6; densening;3; FAILED;5;4;1;2;2;1
166;10;1;7;1;6; densening;3; TERMINATED;1;1;0;1;0;0
167;10;1;16;3;6; densening;3; TERMINATED;4;4;0;4;0;0
168;11;2;5;0;6; densening;3; TERMINATED;0;0;0;0;0;0
169;11;2;7;2;6; densening;3; TERMINATED;2;2;0;2;0;0
170;11;2;15;3;6; densening;3; TERMINATED;1;1;0;1;0;0
171;12;2;7;2;6; densening;3; TERMINATED;2;2;0;2;0;0
172;12;2;10;0;6; densening;3; COMPLETED;1;1;0;1;0;0
173;12;2;18;1;6; densening;3; COMPLETED;2;2;0;2;0;0
174;13;2;6;1;6; densening;3; COMPLETED;1;1;0;1;0;0
175;13;2;11;4;6; densening;3; COMPLETED;7;7;0;7;0;0
176;13;2;16;4;6; densening;3; COMPLETED;4;4;0;1;0;3
177;14;1;3;0;6; densening;3; COMPLETED;0;0;0;0;0;0
178;14;1;4;4;6; densening;3; COMPLETED;1;1;0;1;0;0
179;14;1;13;1;6; densening;3; COMPLETED;1;1;0;1;0;0
180;15;2;3;0;6; densening;3; COMPLETED;0;0;0;0;0;0
181;15;2;7;3;6; densening;3; TERMINATED;1;1;0;1;0;0
182;15;2;12;3;6; densening;3; TERMINATED;1;1;0;1;0;0
183;16;3;4;3;6; densening;3; COMPLETED;1;1;0;1;0;0
184;16;3;6;2;6; densening;3; COMPLETED;3;3;0;3;0;0
185;16;3;14;1;6; densening;3; COMPLETED;2;2;0;2;0;0
186;17;2;4;4;6; densening;3; COMPLETED;1;1;0;1;0;0
187;17;2;5;2;6; densening;3; TERMINATED;1;1;0;1;0;0
188;17;2;13;1;6; densening;3; COMPLETED;2;2;0;1;0;1
189;18;3;2;0;6; densening;3; COMPLETED;0;0;0;0;0;0
190;18;3;11;2;6; densening;3; TERMINATED;1;1;0;1;0;0
191;18;3;14;1;6; densening;3; TERMINATED;2;2;0;1;0;1
192;19;1;1;1;6; densening;3; COMPLETED;2;2;0;2;0;0
193;19;1;6;4;6; densening;3; TERMINATED;1;1;0;1;0;0
194;19;1;11;0;6; densening;3; COMPLETED;1;1;0;1;0;0
195;20;3;4;3;6; densening;3; COMPLETED;4;4;0;4;0;0
196;20;3;6;3;6; densening;3; COMPLETED;2;2;0;2;0;0
197;20;3;7;1;6; densening;3; COMPLETED;3;3;0;3;0;0
198;22;1;4;1;6; densening;3; TERMINATED;1;1;0;1;0;0
199;22;1;7;4;6; densening;3; COMPLETED;3;3;0;3;0;0
200;22;1;15;0;6; densening;3; TERMINATED;1;1;0;1;0;0
201;23;3;3;3;6; densening;3; COMPLETED;1;1;0;1;0;0
202;23;3;15;1;6; densening;3; COMPLETED;1;1;0;1;0;0
203;23;3;18;0;6; densening;3; COMPLETED;0;0;0;0;0;0
204;24;1;3;0;6; densening;3; COMPLETED;0;0;0;0;0;0
205;24;1;6;3;6; densening;3; COMPLETED;4;4;0;4;0;0
206;24;1;16;4;6; densening;3; COMPLETED;3;3;0;3;0;0
207;1;2;6;4;6; densening;4; COMPLETED;1;1;0;1;0;0
208;1;2;9;2;6; densening;4; TERMINATED;1;1;0;1;0;0
209;1;2;16;0;6; densening;4; COMPLETED;2;2;0;2;0;0
210;2;3;4;0;6; densening;4; COMPLETED;0;0;0;0;0;0
211;2;3;7;2;6; densening;4; COMPLETED;1;1;0;1;0;0
212;2;3;11;0;6; densening;4; COMPLETED;0;0;0;0;0;0
213;3;2;10;3;6; densening;4; COMPLETED;0;0;0;0;0;0
214;3;2;11;3;6; densening;4; TERMINATED;1;1;0;1;0;0
215;3;2;16;3;6; densening;4; COMPLETED;1;1;0;1;0;0
216;4;1;11;1;6; densening;4; TERMINATED;1;1;0;1;0;0
217;4;1;16;1;6; densening;4; TERMINATED;1;1;0;1;0;0
218;4;1;17;0;6; densening;4; COMPLETED;1;1;0;1;0;0
219;5;1;6;2;6; densening;4; COMPLETED;3;3;0;3;0;0
220;5;1;11;0;6; densening;4; TERMINATED;0;0;0;0;0;0
221;5;1;12;4;6; densening;4; TERMINATED;1;1;0;1;0;0
222;6;1;9;2;6; densening;4; COMPLETED;4;4;0;4;0;0
223;6;1;10;4;6; densening;4; COMPLETED;1;1;0;1;0;0
224;6;1;11;2;6; densening;4; COMPLETED;1;1;0;1;0;0
225;7;3;8;2;6; densening;4; COMPLETED;2;2;0;2;0;0
226;7;3;14;3;6; densening;4; COMPLETED;1;1;0;1;0;0
227;7;3;15;2;6; densening;4; COMPLETED;2;2;0;2;0;0
228;8;1;9;3;6; densening;4; COMPLETED;3;3;0;3;0;0
229;8;1;11;3;6; densening;4; COMPLETED;3;3;0;3;0;0
230;8;1;15;1;6; densening;4; TERMINATED;3;3;0;3;0;0
231;9;2;3;4;6; densening;4; COMPLETED;3;3;0;3;0;0
232;9;2;9;3;6; densening;4; COMPLETED;1;1;0;1;0;0
233;9;2;14;1;6; densening;4; COMPLETED;3;3;0;3;0;0
234;10;1;4;0;6; densening;4; TERMINATED;0;0;0;0;0;0
235;10;1;7;3;6; densening;4; COMPLETED;4;4;0;4;0;0
236;10;1;16;4;6; densening;4; TERMINATED;2;2;0;1;0;1
237;11;2;5;1;6; densening;4; TERMINATED;5;5;0;5;0;0
238;11;2;7;3;6; densening;4; TERMINATED;5;5;0;5;0;0
239;11;2;15;0;6; densening;4; TERMINATED;1;0;1;1;0;0
240;12;2;7;3;6; densening;4; COMPLETED;1;1;0;1;0;0
241;12;2;10;1;6; densening;4; COMPLETED;1;1;0;1;0;0
242;12;2;18;0;6; densening;4; COMPLETED;0;0;0;0;0;0
243;13;2;6;3;6; densening;4; TERMINATED;1;1;0;1;0;0
244;13;2;11;3;6; densening;4; TERMINATED;2;2;0;2;0;0
245;13;2;16;0;6; densening;4; TERMINATED;1;1;0;1;0;0
246;14;1;3;2;6; densening;4; COMPLETED;2;2;0;2;0;0
247;14;1;4;3;6; densening;4; COMPLETED;0;0;0;0;0;0
248;14;1;13;2;6; densening;4; COMPLETED;0;0;0;0;0;0
249;15;2;3;3;6; densening;4; TERMINATED;1;1;0;1;0;0
250;15;2;7;2;6; densening;4; TERMINATED;1;1;0;1;0;0
251;15;2;12;0;6; densening;4; TERMINATED;0;0;0;0;0;0
252;16;3;4;1;6; densening;4; COMPLETED;1;1;0;1;0;0
253;16;3;6;0;6; densening;4; COMPLETED;0;0;0;0;0;0
254;16;3;14;0;6; densening;4; COMPLETED;0;0;0;0;0;0
255;17;2;4;2;6; densening;4; COMPLETED;4;4;0;4;0;0
256;17;2;5;3;6; densening;4; COMPLETED;1;1;0;1;0;0
257;17;2;13;0;6; densening;4; COMPLETED;1;1;0;1;0;0
258;18;3;2;4;6; densening;4; COMPLETED;5;5;0;5;0;0
259;18;3;11;3;6; densening;4; COMPLETED;2;2;0;2;0;0
260;18;3;14;0;6; densening;4; COMPLETED;0;0;0;0;0;0
261;19;1;1;2;6; densening;4; TERMINATED;1;1;0;1;0;0
262;19;1;6;0;6; densening;4; COMPLETED;0;0;0;0;0;0
263;19;1;11;3;6; densening;4; COMPLETED;1;1;0;1;0;0
264;20;3;4;4;6; densening;4; COMPLETED;2;2;0;2;0;0
265;20;3;6;2;6; densening;4; COMPLETED;2;2;0;2;0;0
266;20;3;7;4;6; densening;4; COMPLETED;1;1;0;1;0;0
267;22;1;4;0;6; densening;4; COMPLETED;0;0;0;0;0;0
268;22;1;7;2;6; densening;4; COMPLETED;4;4;0;4;0;0
269;22;1;15;4;6; densening;4; COMPLETED;1;1;0;1;0;0
270;23;3;3;1;6; densening;4; COMPLETED;1;1;0;1;0;0
271;23;3;15;0;6; densening;4; TERMINATED;0;0;0;0;0;0
272;23;3;18;4;6; densening;4; COMPLETED;1;1;0;1;0;0
273;24;1;3;1;6; densening;4; COMPLETED;1;1;0;1;0;0
274;24;1;6;1;6; densening;4; COMPLETED;1;1;0;1;0;0
275;24;1;16;0;6; densening;4; TERMINATED;8;8;0;8;0;0
276;1;2;6;1;6; densening;5; TERMINATED;1;1;0;1;0;0
277;1;2;9;4;6; densening;5; TERMINATED;1;1;0;1;0;0
278;1;2;16;1;6; densening;5; COMPLETED;1;1;0;1;0;0
279;2;3;4;1;6; densening;5; COMPLETED;1;1;0;1;0;0
280;2;3;7;0;6; densening;5; COMPLETED;2;2;0;2;0;0
281;2;3;11;3;6; densening;5; COMPLETED;1;1;0;1;0;0
282;3;2;10;0;6; densening;5; COMPLETED;4;4;0;4;0;0
283;3;2;11;0;6; densening;5; TERMINATED;0;0;0;0;0;0
284;3;2;16;4;6; densening;5; COMPLETED;0;0;0;0;0;0
285;4;1;11;3;6; densening;5; TERMINATED;1;1;0;1;0;0
286;4;1;16;4;6; densening;5; TERMINATED;1;1;0;1;0;0
287;4;1;17;3;6; densening;5; COMPLETED;3;3;0;3;0;0
288;5;1;6;0;6; densening;5; TERMINATED;0;0;0;0;0;0
289;5;1;11;2;6; densening;5; COMPLETED;1;1;0;1;0;0
290;5;1;12;1;6; densening;5; COMPLETED;1;1;0;1;0;0
291;6;1;9;0;6; densening;5; TERMINATED;0;0;0;0;0;0
292;6;1;10;1;6; densening;5; COMPLETED;1;1;0;1;0;0
293;6;1;11;0;6; densening;5; COMPLETED;0;0;0;0;0;0
294;7;3;8;0;6; densening;5; COMPLETED;0;0;0;0;0;0
295;7;3;14;4;6; densening;5; COMPLETED;1;1;0;1;0;0
296;7;3;15;0;6; densening;5; COMPLETED;0;0;0;0;0;0
297;8;1;9;2;6; densening;5; COMPLETED;5;5;0;5;0;0
298;8;1;11;0;6; densening;5; COMPLETED;2;2;0;2;0;0
299;8;1;15;0;6; densening;5; TERMINATED;6;6;0;6;0;0
300;9;2;3;3;6; densening;5; COMPLETED;9;9;0;9;0;0
301;9;2;9;0;6; densening;5; COMPLETED;0;0;0;0;0;0
302;9;2;14;4;6; densening;5; COMPLETED;3;3;0;3;0;0
303;10;1;4;1;6; densening;5; TERMINATED;10;10;0;10;0;0
304;10;1;7;2;6; densening;5; TERMINATED;2;2;0;2;0;0
305;10;1;16;0;6; densening;5; TERMINATED;0;0;0;0;0;0
306;11;2;5;2;6; densening;5; TERMINATED;1;1;0;1;0;0
307;11;2;7;0;6; densening;5; TERMINATED;0;0;0;0;0;0
308;11;2;15;2;6; densening;5; TERMINATED;1;1;0;1;0;0
309;12;2;7;4;6; densening;5; COMPLETED;3;3;0;3;0;0
310;12;2;10;3;6; densening;5; COMPLETED;1;1;0;1;0;0
311;12;2;18;2;6; densening;5; TERMINATED;2;2;0;2;0;0
312;13;2;6;4;6; densening;5; COMPLETED;8;8;0;8;0;0
313;13;2;11;2;6; densening;5; COMPLETED;3;3;0;3;0;0
314;13;2;16;3;6; densening;5; TERMINATED;1;1;0;1;0;0
315;14;1;3;1;6; densening;5; COMPLETED;0;0;0;0;0;0
316;14;1;4;0;6; densening;5; COMPLETED;1;1;0;1;0;0
317;14;1;13;3;6; densening;5; TERMINATED;2;2;0;2;0;0
318;15;2;3;4;6; densening;5; COMPLETED;1;1;0;1;0;0
319;15;2;7;4;6; densening;5; TERMINATED;1;1;0;1;0;0
320;15;2;12;4;6; densening;5; TERMINATED;1;1;0;1;0;0
321;16;3;4;4;6; densening;5; COMPLETED;1;1;0;1;0;0
322;16;3;6;4;6; densening;5; FAILED;7;7;0;7;0;0
323;16;3;14;3;6; densening;5; COMPLETED;3;3;0;3;0;0
324;17;2;4;0;6; densening;5; COMPLETED;1;1;0;1;0;0
325;17;2;5;4;6; densening;5; COMPLETED;1;1;0;1;0;0
326;17;2;13;3;6; densening;5; COMPLETED;2;2;0;2;0;0
327;18;3;2;2;6; densening;5; COMPLETED;1;1;0;1;0;0
328;18;3;11;4;6; densening;5; COMPLETED;1;1;0;1;0;0
329;18;3;14;4;6; densening;5; TERMINATED;15;15;0;15;0;0
330;19;1;1;3;6; densening;5; COMPLETED;1;1;0;1;0;0
331;19;1;6;3;6; densening;5; TERMINATED;1;1;0;1;0;0
332;19;1;11;1;6; densening;5; COMPLETED;0;0;0;0;0;0
333;20;3;4;2;6; densening;5; TERMINATED;2;2;0;2;0;0
334;20;3;6;0;6; densening;5; TERMINATED;20;20;0;20;0;0
335;20;3;7;0;6; densening;5; COMPLETED;0;0;0;0;0;0
336;22;1;4;4;6; densening;5; COMPLETED;1;1;0;1;0;0
337;22;1;7;3;6; densening;5; COMPLETED;3;3;0;3;0;0
338;22;1;15;3;6; densening;5; COMPLETED;1;1;0;1;0;0
339;23;3;3;4;6; densening;5; COMPLETED;1;1;0;1;0;0
340;23;3;15;4;6; densening;5; TERMINATED;1;1;0;1;0;0
341;23;3;18;3;6; densening;5; COMPLETED;1;1;0;1;0;0
342;24;1;3;2;6; densening;5; COMPLETED;1;1;0;1;0;0
343;24;1;6;2;6; densening;5; TERMINATED;2;2;0;2;0;0
344;24;1;16;2;6; densening;5; TERMINATED;3;3;0;3;0;0
345;1;1;1;3;6; direct;1; TERMINATED;2;2;0;1;1;0
346;1;1;13;3;6; direct;1; COMPLETED;2;2;0;1;0;1
347;1;1;17;3;6; direct;1; COMPLETED;2;2;0;1;1;0
348;2;1;2;2;6; direct;1; COMPLETED;1;1;0;1;0;0
349;2;1;5;3;6; direct;1; COMPLETED;4;4;0;1;3;0
350;2;1;18;2;6; direct;1; COMPLETED;3;3;0;1;0;2
351;3;1;1;2;6; direct;1; COMPLETED;1;1;0;1;0;0
352;3;1;4;2;6; direct;1; COMPLETED;1;1;0;1;0;0
353;3;1;7;0;6; direct;1; COMPLETED;0;0;0;0;0;0
354;4;2;2;1;6; direct;1; TERMINATED;1;1;0;1;0;0
355;4;2;10;3;6; direct;1; COMPLETED;5;5;0;1;2;2
356;4;2;16;1;6; direct;1; COMPLETED;3;3;0;1;2;0
357;5;3;3;0;6; direct;1; COMPLETED;0;0;0;0;0;0
358;5;3;5;3;6; direct;1; COMPLETED;3;3;0;1;2;0
359;5;3;10;3;6; direct;1; COMPLETED;2;2;0;1;1;0
360;6;2;5;0;6; direct;1; COMPLETED;0;0;0;0;0;0
361;6;2;10;3;6; direct;1; COMPLETED;2;2;0;1;0;1
362;6;2;18;3;6; direct;1; COMPLETED;2;2;0;1;1;0
363;7;2;7;1;6; direct;1; COMPLETED;1;1;0;1;0;0
364;7;2;12;0;6; direct;1; COMPLETED;0;0;0;0;0;0
365;7;2;18;2;6; direct;1; COMPLETED;2;2;0;2;0;0
366;8;2;6;1;6; direct;1; COMPLETED;2;2;0;1;1;0
367;8;2;10;4;6; direct;1; TERMINATED;6;6;0;1;3;2
368;8;2;18;2;6; direct;1; COMPLETED;3;3;0;1;2;0
369;9;3;1;2;6; direct;1; COMPLETED;1;1;0;1;0;0
370;9;3;3;3;6; direct;1; COMPLETED;1;1;0;1;0;0
371;9;3;4;2;6; direct;1; COMPLETED;2;2;0;1;0;1
372;10;2;3;0;6; direct;1; TERMINATED;3;3;0;3;0;0
373;10;2;11;0;6; direct;1; TERMINATED;2;2;0;2;0;0
374;10;2;17;1;6; direct;1; COMPLETED;1;1;0;1;0;0
375;11;3;1;2;6; direct;1; COMPLETED;3;3;0;1;2;0
376;11;3;7;0;6; direct;1; COMPLETED;0;0;0;0;0;0
377;11;3;17;4;6; direct;1; COMPLETED;1;1;0;1;0;0
378;12;1;3;3;6; direct;1; COMPLETED;3;3;0;1;2;0
379;12;1;4;2;6; direct;1; COMPLETED;3;3;0;1;2;0
380;12;1;8;4;6; direct;1; TERMINATED;6;6;0;1;5;0
381;13;3;1;4;6; direct;1; TERMINATED;6;6;0;1;5;0
382;13;3;4;2;6; direct;1; COMPLETED;3;3;0;1;0;2
383;13;3;14;2;6; direct;1; COMPLETED;4;4;0;1;3;0
384;14;3;7;1;6; direct;1; COMPLETED;1;1;0;1;0;0
385;14;3;10;2;6; direct;1; COMPLETED;1;1;0;1;0;0
