;Proband;Block;Task;Trial;NumLayers;MappingMethod;TargetLayer;Result;Peaks_Total;Peaks_BeforeHold;Peaks_AfterHold;Peaks_lower;Peaks_deeper;Peaks_between
1269;10;1;3;1;9; densening;7; TERMINATED;1;1;0;1;0;0
1270;10;1;8;3;9; densening;7; TERMINATED;1;1;0;1;0;0
1271;10;1;14;2;9; densening;7; FAILED;1;1;0;1;0;0
1272;11;2;11;4;9; densening;7; TERMINATED;2;2;0;2;0;0
1273;11;2;13;2;9; densening;7; TERMINATED;0;0;0;0;0;0
1274;11;2;16;0;9; densening;7; TERMINATED;0;0;0;0;0;0
1275;12;2;3;2;9; densening;7; COMPLETED;4;4;0;4;0;0
1276;12;2;13;3;9; densening;7; TERMINATED;1;1;0;1;0;0
1277;12;2;16;1;9; densening;7; COMPLETED;1;1;0;1;0;0
1278;13;2;3;1;9; densening;7; COMPLETED;3;2;1;3;0;0
1279;13;2;5;0;9; densening;7; COMPLETED;1;1;0;1;0;0
1280;13;2;17;1;9; densening;7; COMPLETED;2;2;0;2;0;0
1281;14;1;2;3;9; densening;7; TERMINATED;0;0;0;0;0;0
1282;14;1;11;4;9; densening;7; COMPLETED;1;1;0;1;0;0
1283;14;1;17;4;9; densening;7; COMPLETED;3;3;0;3;0;0
1284;15;2;1;3;9; densening;7; COMPLETED;1;1;0;1;0;0
1285;15;2;8;3;9; densening;7; COMPLETED;1;1;0;1;0;0
1286;15;2;10;1;9; densening;7; COMPLETED;1;1;0;1;0;0
1287;16;3;1;3;9; densening;7; TERMINATED;0;0;0;0;0;0
1288;16;3;10;1;9; densening;7; COMPLETED;2;2;0;2;0;0
1289;16;3;15;3;9; densening;7; COMPLETED;5;5;0;5;0;0
1290;17;2;3;2;9; densening;7; COMPLETED;2;2;0;2;0;0
1291;17;2;11;3;9; densening;7; COMPLETED;2;2;0;2;0;0
1292;17;2;14;3;9; densening;7; COMPLETED;2;2;0;2;0;0
1293;18;3;4;1;9; densening;7; COMPLETED;2;2;0;2;0;0
1294;18;3;5;0;9; densening;7; COMPLETED;1;1;0;1;0;0
1295;18;3;13;0;9; densening;7; COMPLETED;1;1;0;1;0;0
1296;19;1;2;0;9; densening;7; COMPLETED;0;0;0;0;0;0
1297;19;1;10;0;9; densening;7; COMPLETED;2;2;0;2;0;0
1298;19;1;14;3;9; densening;7; COMPLETED;1;1;0;1;0;0
1299;20;3;2;4;9; densening;7; COMPLETED;2;2;0;2;0;0
1300;20;3;13;3;9; densening;7; COMPLETED;3;3;0;3;0;0
1301;20;3;14;3;9; densening;7; COMPLETED;2;2;0;2;0;0
1302;22;1;3;0;9; densening;7; TERMINATED;0;0;0;0;0;0
1303;22;1;13;2;9; densening;7; COMPLETED;2;2;0;2;0;0
1304;22;1;16;2;9; densening;7; TERMINATED;1;1;0;1;0;0
1305;23;3;2;2;9; densening;7; COMPLETED;3;3;0;3;0;0
1306;23;3;14;3;9; densening;7; COMPLETED;4;4;0;4;0;0
1307;23;3;17;3;9; densening;7; COMPLETED;2;2;0;2;0;0
1308;24;1;1;2;9; densening;7; COMPLETED;3;3;0;3;0;0
1309;24;1;11;1;9; densening;7; TERMINATED;3;3;0;3;0;0
1310;24;1;12;4;9; densening;7; COMPLETED;1;1;0;1;0;0
1311;1;2;2;2;9; densening;8; TERMINATED;1;1;0;1;0;0
1312;1;2;11;0;9; densening;8; COMPLETED;0;0;0;0;0;0
1313;1;2;18;4;9; densening;8; TERMINATED;1;1;0;1;0;0
1314;2;3;1;0;9; densening;8; COMPLETED;2;2;0;2;0;0
1315;2;3;10;0;9; densening;8; COMPLETED;1;1;0;1;0;0
1316;2;3;15;3;9; densening;8; COMPLETED;5;5;0;5;0;0
1317;3;2;5;4;9; densening;8; TERMINATED;1;1;0;1;0;0
1318;3;2;7;2;9; densening;8; TERMINATED;2;2;0;2;0;0
1319;3;2;13;2;9; densening;8; TERMINATED;2;2;0;2;0;0
1320;4;1;10;0;9; densening;8; COMPLETED;0;0;0;0;0;0
1321;4;1;12;4;9; densening;8; TERMINATED;1;1;0;1;0;0
1322;4;1;18;1;9; densening;8; COMPLETED;3;3;0;3;0;0
1323;5;1;7;4;9; densening;8; COMPLETED;6;6;0;6;0;0
1324;5;1;8;4;9; densening;8; TERMINATED;1;1;0;1;0;0
1325;5;1;15;1;9; densening;8; COMPLETED;5;5;0;5;0;0
1326;6;1;2;1;9; densening;8; TERMINATED;2;2;0;2;0;0
1327;6;1;14;4;9; densening;8; COMPLETED;2;2;0;2;0;0
1328;6;1;15;1;9; densening;8; COMPLETED;1;1;0;1;0;0
1329;7;3;6;4;9; densening;8; COMPLETED;3;3;0;3;0;0
1330;7;3;10;4;9; densening;8; COMPLETED;4;4;0;4;0;0
1331;7;3;17;1;9; densening;8; COMPLETED;1;1;0;1;0;0
1332;8;1;4;4;9; densening;8; COMPLETED;3;3;0;3;0;0
1333;8;1;6;1;9; densening;8; COMPLETED;2;2;0;2;0;0
1334;8;1;17;0;9; densening;8; COMPLETED;0;0;0;0;0;0
1335;9;2;1;0;9; densening;8; TERMINATED;9;9;0;9;0;0
1336;9;2;6;3;9; densening;8; TERMINATED;13;13;0;13;0;0
1337;9;2;16;3;9; densening;8; COMPLETED;5;5;0;5;0;0
1338;10;1;3;2;9; densening;8; FAILED;1;1;0;1;0;0
1339;10;1;8;0;9; densening;8; TERMINATED;6;6;0;6;0;0
1340;10;1;14;1;9; densening;8; TERMINATED;1;1;0;1;0;0
1341;11;2;11;0;9; densening;8; TERMINATED;2;2;0;2;0;0
1342;11;2;13;4;9; densening;8; TERMINATED;2;2;0;2;0;0
1343;11;2;16;1;9; densening;8; TERMINATED;1;1;0;1;0;0
1344;12;2;3;1;9; densening;8; COMPLETED;1;1;0;1;0;0
1345;12;2;13;2;9; densening;8; COMPLETED;2;2;0;2;0;0
1346;12;2;16;4;9; densening;8; COMPLETED;3;3;0;3;0;0
1347;13;2;3;4;9; densening;8; COMPLETED;3;3;0;3;0;0
1348;13;2;5;3;9; densening;8; TERMINATED;1;1;0;1;0;0
1349;13;2;17;0;9; densening;8; COMPLETED;1;1;0;1;0;0
1350;14;1;2;0;9; densening;8; TERMINATED;0;0;0;0;0;0
1351;14;1;11;2;9; densening;8; TERMINATED;1;1;0;1;0;0
1352;14;1;17;1;9; densening;8; COMPLETED;1;1;0;1;0;0
1353;15;2;1;0;9; densening;8; COMPLETED;1;1;0;1;0;0
1354;15;2;8;1;9; densening;8; COMPLETED;2;2;0;2;0;0
1355;15;2;10;3;9; densening;8; COMPLETED;2;2;0;2;0;0
1356;16;3;1;2;9; densening;8; TERMINATED;3;3;0;3;0;0
1357;16;3;10;3;9; densening;8; COMPLETED;2;2;0;2;0;0
1358;16;3;15;1;9; densening;8; COMPLETED;3;2;1;3;0;0
1359;17;2;3;4;9; densening;8; TERMINATED;1;1;0;1;0;0
1360;17;2;11;0;9; densening;8; COMPLETED;2;2;0;2;0;0
1361;17;2;14;0;9; densening;8; COMPLETED;1;1;0;1;0;0
1362;18;3;4;4;9; densening;8; TERMINATED;1;1;0;1;0;0
1363;18;3;5;4;9; densening;8; COMPLETED;1;1;0;1;0;0
1364;18;3;13;3;9; densening;8; COMPLETED;1;1;0;1;0;0
1365;19;1;2;2;9; densening;8; COMPLETED;1;1;0;1;0;0
1366;19;1;10;2;9; densening;8; COMPLETED;1;1;0;1;0;0
1367;19;1;14;2;9; densening;8; COMPLETED;4;4;0;4;0;0
1368;20;3;2;2;9; densening;8; COMPLETED;2;2;0;2;0;0
1369;20;3;13;0;9; densening;8; TERMINATED;0;0;0;0;0;0
1370;20;3;14;4;9; densening;8; COMPLETED;4;4;0;4;0;0
1371;22;1;3;1;9; densening;8; COMPLETED;3;3;0;3;0;0
1372;22;1;13;3;9; densening;8; COMPLETED;1;1;0;1;0;0
1373;22;1;16;4;9; densening;8; COMPLETED;1;1;0;1;0;0
1374;23;3;2;3;9; densening;8; COMPLETED;3;3;0;3;0;0
1375;23;3;14;4;9; densening;8; TERMINATED;3;3;0;3;0;0
1376;23;3;17;1;9; densening;8; COMPLETED;1;1;0;1;0;0
1377;24;1;1;0;9; densening;8; TERMINATED;4;4;0;4;0;0
1378;24;1;11;4;9; densening;8; COMPLETED;6;6;0;6;0;0
1379;24;1;12;3;9; densening;8; COMPLETED;13;13;0;13;0;0
1380;1;1;2;2;9; direct;1; TERMINATED;12;12;0;6;5;1
1381;1;1;3;0;9; direct;1; COMPLETED;3;3;0;3;0;0
1382;1;1;6;1;9; direct;1; COMPLETED;2;2;0;1;1;0
1383;2;1;1;3;9; direct;1; COMPLETED;6;6;0;1;5;0
1384;2;1;3;1;9; direct;1; COMPLETED;11;11;0;3;8;0
1385;2;1;11;1;9; direct;1; COMPLETED;3;3;0;1;2;0
1386;3;1;5;3;9; direct;1; COMPLETED;0;0;0;0;0;0
1387;3;1;9;1;9; direct;1; COMPLETED;1;1;0;1;0;0
1388;3;1;16;3;9; direct;1; COMPLETED;14;14;0;1;12;1
1389;4;2;5;3;9; direct;1; TERMINATED;5;5;0;1;4;0
1390;4;2;6;3;9; direct;1; COMPLETED;3;3;0;1;2;0
1391;4;2;7;2;9; direct;1; COMPLETED;5;5;0;1;4;0
1392;5;3;7;2;9; direct;1; COMPLETED;2;2;0;1;1;0
1393;5;3;13;0;9; direct;1; COMPLETED;1;1;0;1;0;0
1394;5;3;18;3;9; direct;1; COMPLETED;2;2;0;1;1;0
1395;6;2;6;1;9; direct;1; TERMINATED;1;1;0;1;0;0
1396;6;2;12;4;9; direct;1; COMPLETED;5;5;0;1;4;0
1397;6;2;15;0;9; direct;1; COMPLETED;2;2;0;2;0;0
1398;7;2;1;0;9; direct;1; COMPLETED;0;0;0;0;0;0
1399;7;2;13;1;9; direct;1; COMPLETED;2;2;0;1;0;1
1400;7;2;17;1;9; direct;1; COMPLETED;2;2;0;1;0;1
1401;8;2;8;4;9; direct;1; COMPLETED;3;3;0;1;0;2
1402;8;2;15;0;9; direct;1; COMPLETED;5;5;0;5;0;0
1403;8;2;16;0;9; direct;1; COMPLETED;4;4;0;4;0;0
1404;9;3;6;0;9; direct;1; TERMINATED;2;2;0;2;0;0
1405;9;3;11;4;9; direct;1; COMPLETED;2;2;0;1;1;0
1406;9;3;14;4;9; direct;1; COMPLETED;6;6;0;1;5;0
1407;10;2;1;4;9; direct;1; TERMINATED;4;4;0;1;3;0
1408;10;2;8;2;9; direct;1; TERMINATED;3;3;0;1;2;0
1409;10;2;14;4;9; direct;1; COMPLETED;1;1;0;1;0;0
1410;11;3;2;1;9; direct;1; TERMINATED;3;3;0;1;2;0
1411;11;3;13;4;9; direct;1; COMPLETED;1;1;0;1;0;0
1412;11;3;18;0;9; direct;1; COMPLETED;0;0;0;0;0;0
1413;12;1;9;0;9; direct;1; COMPLETED;6;6;0;6;0;0
1414;12;1;11;0;9; direct;1; COMPLETED;1;1;0;1;0;0
1415;12;1;13;4;9; direct;1; COMPLETED;4;4;0;1;3;0
1416;13;3;9;3;9; direct;1; COMPLETED;4;4;0;1;3;0
1417;13;3;16;2;9; direct;1; COMPLETED;3;3;0;1;2;0
1418;13;3;18;3;9; direct;1; COMPLETED;3;3;0;1;2;0
1419;14;3;11;1;9; direct;1; COMPLETED;3;3;0;1;2;0
1420;14;3;15;2;9; direct;1; COMPLETED;2;2;0;1;1;0
1421;14;3;17;0;9; direct;1; COMPLETED;2;2;0;2;0;0
1422;15;3;4;1;9; direct;1; COMPLETED;2;2;0;1;1;0
1423;15;3;9;1;9; direct;1; COMPLETED;2;2;0;1;1;0
1424;15;3;11;3;9; direct;1; COMPLETED;2;2;0;1;0;1
1425;16;2;5;0;9; direct;1; TERMINATED;10;10;0;10;0;0
1426;16;2;8;2;9; direct;1; COMPLETED;6;6;0;3;1;2
1427;16;2;16;2;9; direct;1; TERMINATED;3;3;0;1;2;0
1428;17;3;4;3;9; direct;1; TERMINATED;3;3;0;1;2;0
1429;17;3;7;1;9; direct;1; COMPLETED;1;1;0;1;0;0
1430;17;3;9;1;9; direct;1; COMPLETED;2;2;0;1;1;0
1431;18;1;10;4;9; direct;1; COMPLETED;2;2;0;1;1;0
1432;18;1;11;1;9; direct;1; COMPLETED;2;2;0;1;1;0
1433;18;1;13;4;9; direct;1; COMPLETED;4;4;0;1;2;1
1434;19;2;1;4;9; direct;1; COMPLETED;2;2;0;1;1;0
1435;19;2;2;0;9; direct;1; COMPLETED;2;2;0;2;0;0
1436;19;2;12;0;9; direct;1; COMPLETED;0;0;0;0;0;0
1437;20;2;1;3;9; direct;1; COMPLETED;3;3;0;1;1;1
1438;20;2;5;2;9; direct;1; COMPLETED;2;2;0;1;1;0
1439;20;2;11;0;9; direct;1; COMPLETED;1;1;0;1;0;0
1440;22;3;2;2;9; direct;1; TERMINATED;2;2;0;1;0;1
1441;22;3;11;4;9; direct;1; COMPLETED;2;2;0;1;1;0
1442;22;3;17;3;9; direct;1; COMPLETED;3;3;0;1;2;0
1443;23;1;4;3;9; direct;1; COMPLETED;4;4;0;1;3;0
1444;23;1;8;2;9; direct;1; COMPLETED;5;5;0;1;4;0
1445;23;1;18;0;9; direct;1; COMPLETED;1;1;0;1;0;0
1446;24;2;3;1;9; direct;1; TERMINATED;1;1;0;1;0;0
1447;24;2;9;4;9; direct;1; FAILED;1;1;0;1;0;0
1448;24;2;14;0;9; direct;1; COMPLETED;2;2;0;2;0;0
1449;1;1;2;4;9; direct;2; TERMINATED;10;10;0;8;1;1
1450;1;1;3;2;9; direct;2; COMPLETED;1;1;0;1;0;0
1451;1;1;6;4;9; direct;2; COMPLETED;2;2;0;1;1;0
1452;2;1;1;4;9; direct;2; COMPLETED;3;3;0;3;0;0
1453;2;1;3;4;9; direct;2; COMPLETED;2;2;0;1;1;0
1454;2;1;11;2;9; direct;2; COMPLETED;4;4;0;2;0;2
1455;3;1;5;0;9; direct;2; TERMINATED;8;8;0;8;0;0
1456;3;1;9;2;9; direct;2; COMPLETED;6;6;0;6;0;0
1457;3;1;16;4;9; direct;2; COMPLETED;0;0;0;0;0;0
1458;4;2;5;4;9; direct;2; COMPLETED;1;1;0;1;0;0
1459;4;2;6;4;9; direct;2; COMPLETED;1;1;0;1;0;0
1460;4;2;7;4;9; direct;2; TERMINATED;1;1;0;1;0;0
1461;5;3;7;3;9; direct;2; COMPLETED;2;2;0;1;0;1
1462;5;3;13;1;9; direct;2; COMPLETED;2;2;0;1;0;1
1463;5;3;18;2;9; direct;2; COMPLETED;2;2;0;1;1;0
1464;6;2;6;2;9; direct;2; COMPLETED;1;1;0;1;0;0
1465;6;2;12;0;9; direct;2; COMPLETED;1;1;0;1;0;0
1466;6;2;15;3;9; direct;2; TERMINATED;2;2;0;1;1;0
1467;7;2;1;4;9; direct;2; COMPLETED;2;2;0;1;0;1
1468;7;2;13;0;9; direct;2; COMPLETED;1;1;0;1;0;0
1469;7;2;17;4;9; direct;2; COMPLETED;2;2;0;1;1;0
1470;8;2;8;1;9; direct;2; TERMINATED;4;4;0;1;3;0
1471;8;2;15;4;9; direct;2; COMPLETED;2;2;0;1;0;1
1472;8;2;16;4;9; direct;2; COMPLETED;5;5;0;5;0;0
1473;9;3;6;4;9; direct;2; COMPLETED;2;2;0;1;1;0
1474;9;3;11;2;9; direct;2; COMPLETED;2;2;0;1;0;1
1475;9;3;14;0;9; direct;2; COMPLETED;3;3;0;3;0;0
1476;10;2;1;1;9; direct;2; COMPLETED;3;3;0;1;2;0
1477;10;2;8;1;9; direct;2; COMPLETED;5;5;0;1;4;0
1478;10;2;14;3;9; direct;2; TERMINATED;0;0;0;0;0;0
1479;11;3;2;2;9; direct;2; COMPLETED;2;2;0;2;0;0
1480;11;3;13;3;9; direct;2; COMPLETED;1;1;0;1;0;0
1481;11;3;18;2;9; direct;2; TERMINATED;3;3;0;2;0;1
1482;12;1;9;1;9; direct;2; COMPLETED;2;2;0;1;1;0
1483;12;1;11;4;9; direct;2; COMPLETED;2;2;0;1;1;0
1484;12;1;13;3;9; direct;2; COMPLETED;8;8;0;1;7;0
1485;13;3;9;4;9; direct;2; COMPLETED;3;3;0;1;0;2
1486;13;3;16;3;9; direct;2; COMPLETED;3;3;0;1;0;2
1487;13;3;18;0;9; direct;2; COMPLETED;1;1;0;1;0;0
1488;14;3;11;4;9; direct;2; COMPLETED;2;2;0;1;1;0
1489;14;3;15;0;9; direct;2; COMPLETED;0;0;0;0;0;0
1490;14;3;17;2;9; direct;2; COMPLETED;2;2;0;1;1;0
1491;15;3;4;4;9; direct;2; COMPLETED;3;3;0;2;0;1
1492;15;3;9;4;9; direct;2; COMPLETED;1;1;0;1;0;0
1493;15;3;11;2;9; direct;2; COMPLETED;1;1;0;1;0;0
1494;16;2;5;3;9; direct;2; TERMINATED;1;1;0;1;0;0
1495;16;2;8;3;9; direct;2; COMPLETED;2;2;0;2;0;0
1496;16;2;16;4;9; direct;2; COMPLETED;3;3;0;1;2;0
1497;17;3;4;4;9; direct;2; COMPLETED;3;3;0;1;2;0
1498;17;3;7;4;9; direct;2; COMPLETED;2;2;0;1;1;0
1499;17;3;9;0;9; direct;2; COMPLETED;3;3;0;3;0;0
1500;18;1;10;2;9; direct;2; COMPLETED;1;1;0;1;0;0
1501;18;1;11;3;9; direct;2; COMPLETED;4;4;0;1;3;0
1502;18;1;13;0;9; direct;2; COMPLETED;1;1;0;1;0;0
1503;19;2;1;1;9; direct;2; COMPLETED;4;4;0;1;3;0
1504;19;2;2;1;9; direct;2; COMPLETED;1;1;0;1;0;0
1505;19;2;12;3;9; direct;2; COMPLETED;4;4;0;1;1;2
1506;20;2;1;4;9; direct;2; COMPLETED;2;2;0;1;1;0
1507;20;2;5;4;9; direct;2; COMPLETED;2;2;0;1;1;0
1508;20;2;11;2;9; direct;2; COMPLETED;2;2;0;1;1;0
1509;22;3;2;1;9; direct;2; COMPLETED;1;1;0;1;0;0
1510;22;3;11;0;9; direct;2; COMPLETED;3;3;0;3;0;0
1511;22;3;17;4;9; direct;2; COMPLETED;2;2;0;1;1;0
1512;23;1;4;1;9; direct;2; COMPLETED;5;5;0;1;4;0
1513;23;1;8;3;9; direct;2; TERMINATED;3;3;0;1;2;0
1514;23;1;18;2;9; direct;2; COMPLETED;2;2;0;1;1;0
1515;24;2;3;3;9; direct;2; TERMINATED;4;4;0;1;3;0
1516;24;2;9;1;9; direct;2; COMPLETED;2;2;0;1;0;1
1517;24;2;14;4;9; direct;2; COMPLETED;2;2;0;1;0;1
1518;1;1;2;3;9; direct;5; COMPLETED;5;5;0;5;0;0
1519;1;1;3;1;9; direct;5; COMPLETED;1;1;0;1;0;0
1520;1;1;6;2;9; direct;5; COMPLETED;2;2;0;2;0;0
1521;2;1;1;0;9; direct;5; COMPLETED;0;0;0;0;0;0
1522;2;1;3;0;9; direct;5; COMPLETED;0;0;0;0;0;0
1523;2;1;11;3;9; direct;5; COMPLETED;2;2;0;2;0;0
1524;3;1;5;4;9; direct;5; TERMINATED;0;0;0;0;0;0
1525;3;1;9;4;9; direct;5; TERMINATED;1;1;0;1;0;0
1526;3;1;16;0;9; direct;5; TERMINATED;0;0;0;0;0;0
1527;4;2;5;2;9; direct;5; COMPLETED;4;4;0;1;0;3
1528;4;2;6;0;9; direct;5; COMPLETED;2;2;0;2;0;0
1529;4;2;7;3;9; direct;5; TERMINATED;1;1;0;1;0;0
1530;5;3;7;0;9; direct;5; COMPLETED;0;0;0;0;0;0
1531;5;3;13;3;9; direct;5; COMPLETED;6;6;0;2;0;4
1532;5;3;18;0;9; direct;5; COMPLETED;1;1;0;1;0;0
1533;6;2;6;3;9; direct;5; COMPLETED;2;2;0;2;0;0
1534;6;2;12;3;9; direct;5; COMPLETED;2;2;0;2;0;0
1535;6;2;15;1;9; direct;5; COMPLETED;3;2;1;3;0;0
1536;7;2;1;2;9; direct;5; TERMINATED;1;1;0;1;0;0
1537;7;2;13;3;9; direct;5; COMPLETED;3;3;0;3;0;0
1538;7;2;17;0;9; direct;5; COMPLETED;0;0;0;0;0;0
1539;8;2;8;2;9; direct;5; COMPLETED;1;1;0;1;0;0
1540;8;2;15;3;9; direct;5; COMPLETED;1;1;0;1;0;0
1541;8;2;16;2;9; direct;5; COMPLETED;0;0;0;0;0;0
1542;9;3;6;1;9; direct;5; COMPLETED;1;1;0;1;0;0
1543;9;3;11;1;9; direct;5; COMPLETED;2;2;0;2;0;0
1544;9;3;14;2;9; direct;5; COMPLETED;3;3;0;3;0;0
1545;10;2;1;0;9; direct;5; COMPLETED;0;0;0;0;0;0
1546;10;2;8;0;9; direct;5; COMPLETED;2;2;0;2;0;0
1547;10;2;14;0;9; direct;5; COMPLETED;3;3;0;3;0;0
1548;11;3;2;4;9; direct;5; COMPLETED;7;7;0;7;0;0
1549;11;3;13;2;9; direct;5; COMPLETED;1;1;0;1;0;0
1550;11;3;18;1;9; direct;5; TERMINATED;1;1;0;1;0;0
1551;12;1;9;4;9; direct;5; COMPLETED;2;2;0;2;0;0
1552;12;1;11;1;9; direct;5; COMPLETED;3;3;0;3;0;0
1553;12;1;13;0;9; direct;5; COMPLETED;1;1;0;1;0;0
1554;13;3;9;2;9; direct;5; COMPLETED;3;3;0;3;0;0
1555;13;3;16;1;9; direct;5; COMPLETED;3;3;0;3;0;0
1556;13;3;18;1;9; direct;5; COMPLETED;2;2;0;2;0;0
1557;14;3;11;3;9; direct;5; COMPLETED;3;3;0;3;0;0
1558;14;3;15;1;9; direct;5; COMPLETED;0;0;0;0;0;0
1559;14;3;17;3;9; direct;5; COMPLETED;3;3;0;3;0;0
1560;15;3;4;3;9; direct;5; COMPLETED;1;1;0;1;0;0
1561;15;3;9;2;9; direct;5; COMPLETED;1;1;0;1;0;0
1562;15;3;11;4;9; direct;5; COMPLETED;4;4;0;4;0;0
1563;16;2;5;4;9; direct;5; COMPLETED;6;6;0;6;0;0
1564;16;2;8;4;9; direct;5; TERMINATED;1;1;0;1;0;0
1565;16;2;16;3;9; direct;5; COMPLETED;3;3;0;3;0;0
1566;17;3;4;1;9; direct;5; COMPLETED;2;2;0;2;0;0
1567;17;3;7;0;9; direct;5; COMPLETED;0;0;0;0;0;0
1568;17;3;9;2;9; direct;5; COMPLETED;2;2;0;2;0;0
1569;18;1;10;3;9; direct;5; COMPLETED;2;2;0;1;1;0
1570;18;1;11;2;9; direct;5; COMPLETED;2;2;0;2;0;0
1571;18;1;13;3;9; direct;5; COMPLETED;3;3;0;1;2;0
1572;19;2;1;2;9; direct;5; COMPLETED;3;3;0;3;0;0
1573;19;2;2;4;9; direct;5; COMPLETED;1;1;0;1;0;0
1574;19;2;12;1;9; direct;5; COMPLETED;3;3;0;3;0;0
1575;20;2;1;2;9; direct;5; COMPLETED;1;1;0;1;0;0
1576;20;2;5;3;9; direct;5; COMPLETED;3;3;0;3;0;0
1577;20;2;11;1;9; direct;5; COMPLETED;2;2;0;2;0;0
1578;22;3;2;0;9; direct;5; COMPLETED;1;1;0;1;0;0
1579;22;3;11;3;9; direct;5; COMPLETED;1;1;0;1;0;0
1580;22;3;17;0;9; direct;5; COMPLETED;1;1;0;1;0;0
1581;23;1;4;0;9; direct;5; COMPLETED;1;1;0;1;0;0
1582;23;1;8;1;9; direct;5; COMPLETED;3;3;0;1;2;0
1583;23;1;18;1;9; direct;5; COMPLETED;3;3;0;1;2;0
1584;24;2;3;4;9; direct;5; COMPLETED;4;4;0;4;0;0
1585;24;2;9;0;9; direct;5; COMPLETED;0;0;0;0;0;0
1586;24;2;14;1;9; direct;5; COMPLETED;2;2;0;2;0;0
1587;1;1;2;0;9; direct;7; COMPLETED;0;0;0;0;0;0
1588;1;1;3;4;9; direct;7; COMPLETED;1;1;0;1;0;0
1589;1;1;6;3;9; direct;7; COMPLETED;2;2;0;2;0;0
1590;2;1;1;1;9; direct;7; COMPLETED;1;1;0;1;0;0
1591;2;1;3;3;9; direct;7; COMPLETED;1;1;0;1;0;0
1592;2;1;11;4;9; direct;7; COMPLETED;1;1;0;1;0;0
1593;3;1;5;1;9; direct;7; TERMINATED;4;4;0;4;0;0
1594;3;1;9;0;9; direct;7; TERMINATED;0;0;0;0;0;0
1595;3;1;16;1;9; direct;7; TERMINATED;0;0;0;0;0;0
1596;4;2;5;1;9; direct;7; COMPLETED;1;1;0;1;0;0
1597;4;2;6;2;9; direct;7; TERMINATED;1;1;0;1;0;0
1598;4;2;7;0;9; direct;7; COMPLETED;0;0;0;0;0;0
1599;5;3;7;4;9; direct;7; TERMINATED;5;5;0;5;0;0
1600;5;3;13;2;9; direct;7; COMPLETED;2;2;0;2;0;0
1601;5;3;18;4;9; direct;7; COMPLETED;2;2;0;2;0;0
1602;6;2;6;4;9; direct;7; COMPLETED;1;1;0;1;0;0
1603;6;2;12;2;9; direct;7; COMPLETED;2;2;0;2;0;0
1604;6;2;15;4;9; direct;7; COMPLETED;1;1;0;1;0;0
1605;7;2;1;1;9; direct;7; TERMINATED;1;1;0;1;0;0
1606;7;2;13;4;9; direct;7; COMPLETED;2;2;0;2;0;0
1607;7;2;17;2;9; direct;7; COMPLETED;3;3;0;3;0;0
1608;8;2;8;0;9; direct;7; COMPLETED;1;1;0;1;0;0
1609;8;2;15;1;9; direct;7; COMPLETED;1;1;0;1;0;0
1610;8;2;16;1;9; direct;7; TERMINATED;0;0;0;0;0;0
1611;9;3;6;2;9; direct;7; COMPLETED;1;1;0;1;0;0
1612;9;3;11;3;9; direct;7; COMPLETED;1;1;0;1;0;0
1613;9;3;14;3;9; direct;7; COMPLETED;2;2;0;2;0;0
1614;10;2;1;3;9; direct;7; TERMINATED;3;3;0;3;0;0
1615;10;2;8;3;9; direct;7; TERMINATED;8;8;0;7;0;1
1616;10;2;14;2;9; direct;7; TERMINATED;2;2;0;1;0;1
1617;11;3;2;3;9; direct;7; TERMINATED;5;5;0;5;0;0
1618;11;3;13;0;9; direct;7; TERMINATED;0;0;0;0;0;0
1619;11;3;18;4;9; direct;7; COMPLETED;1;1;0;1;0;0
1620;12;1;9;3;9; direct;7; COMPLETED;6;5;1;6;0;0
1621;12;1;11;3;9; direct;7; COMPLETED;2;2;0;2;0;0
1622;12;1;13;2;9; direct;7; COMPLETED;3;3;0;3;0;0
1623;13;3;9;0;9; direct;7; COMPLETED;7;7;0;7;0;0
1624;13;3;16;0;9; direct;7; COMPLETED;1;1;0;1;0;0
1625;13;3;18;2;9; direct;7; COMPLETED;2;2;0;2;0;0
1626;14;3;11;2;9; direct;7; COMPLETED;1;1;0;1;0;0
1627;14;3;15;3;9; direct;7; COMPLETED;1;1;0;1;0;0
1628;14;3;17;4;9; direct;7; COMPLETED;2;2;0;2;0;0
1629;15;3;4;2;9; direct;7; TERMINATED;1;1;0;1;0;0
1630;15;3;9;3;9; direct;7; COMPLETED;2;2;0;2;0;0
1631;15;3;11;0;9; direct;7; COMPLETED;0;0;0;0;0;0
1632;16;2;5;2;9; direct;7; COMPLETED;0;0;0;0;0;0
1633;16;2;8;0;9; direct;7; COMPLETED;2;2;0;2;0;0
1634;16;2;16;0;9; direct;7; COMPLETED;6;6;0;6;0;0
1635;17;3;4;2;9; direct;7; COMPLETED;1;1;0;1;0;0
1636;17;3;7;3;9; direct;7; COMPLETED;2;2;0;2;0;0
1637;17;3;9;3;9; direct;7; COMPLETED;1;1;0;1;0;0
1638;18;1;10;0;9; direct;7; COMPLETED;0;0;0;0;0;0
1639;18;1;11;4;9; direct;7; COMPLETED;4;4;0;4;0;0
1640;18;1;13;2;9; direct;7; COMPLETED;2;2;0;2;0;0
1641;19;2;1;3;9; direct;7; COMPLETED;0;0;0;0;0;0
1642;19;2;2;2;9; direct;7; TERMINATED;1;1;0;1;0;0
1643;19;2;12;4;9; direct;7; TERMINATED;1;1;0;1;0;0
1644;20;2;1;0;9; direct;7; COMPLETED;2;2;0;2;0;0
