;MappingMethod;FrameNumber_Start;FrameNumber_Finish;Block;Task;Trial;NumLayers;Target;Target_Relative;Result;Result_Numeric_Completed;Result_Numeric_Terminated;Result_Numeric_Failed;Proband
975; direct;73435;73563;2;16;0;6;4;0.6666666666666666; TERMINATED;0;1;0;04
976; direct;73613;73820;2;16;1;6;1;0.16666666666666666; COMPLETED;1;0;0;04
977; direct;73863;73951;2;16;2;6;3;0.5; TERMINATED;0;1;0;04
978; direct;74000;74205;2;16;3;6;5;0.8333333333333334; COMPLETED;1;0;0;04
979; direct;74286;74544;2;16;4;6;2;0.3333333333333333; COMPLETED;1;0;0;04
980; direct;74674;74910;2;17;0;12;1;0.08333333333333333; TERMINATED;0;1;0;04
981; direct;74959;75138;2;17;1;12;9;0.75; TERMINATED;0;1;0;04
982; direct;75192;75332;2;17;2;12;3;0.25; TERMINATED;0;1;0;04
983; direct;75387;75959;2;17;3;12;6;0.5; TERMINATED;0;1;0;04
984; direct;76001;76220;2;17;4;12;11;0.9166666666666666; COMPLETED;1;0;0;04
985; direct;76320;76827;2;18;0;18;1;0.05555555555555555; TERMINATED;0;1;0;04
986; direct;76871;77193;2;18;1;18;17;0.9444444444444444; TERMINATED;0;1;0;04
987; direct;77246;78446;2;18;2;18;5;0.2777777777777778; TERMINATED;0;1;0;04
988; direct;78489;79155;2;18;3;18;9;0.5; TERMINATED;0;1;0;04
989; direct;79205;79410;2;18;4;18;14;0.7777777777777778; TERMINATED;0;1;0;04
990; widening;83009;83266;3;1;0;18;17;0.9444444444444444; COMPLETED;1;0;0;04
991; widening;83318;83478;3;1;1;18;1;0.05555555555555555; TERMINATED;0;1;0;04
992; widening;83529;83934;3;1;2;18;5;0.2777777777777778; TERMINATED;0;1;0;04
993; widening;83981;84310;3;1;3;18;14;0.7777777777777778; TERMINATED;0;1;0;04
994; widening;84364;85001;3;1;4;18;9;0.5; TERMINATED;0;1;0;04
995; widening;85091;85236;3;2;0;9;5;0.5555555555555556; COMPLETED;1;0;0;04
996; widening;85283;85502;3;2;1;9;2;0.2222222222222222; TERMINATED;0;1;0;04
997; widening;85546;86278;3;2;2;9;1;0.1111111111111111; TERMINATED;0;1;0;04
998; widening;86317;86509;3;2;3;9;8;0.8888888888888888; TERMINATED;0;1;0;04
999; widening;86567;86732;3;2;4;9;7;0.7777777777777778; COMPLETED;1;0;0;04
1000; widening;86860;87225;3;3;0;12;6;0.5; COMPLETED;1;0;0;04
1001; widening;87271;87517;3;3;1;12;11;0.9166666666666666; COMPLETED;1;0;0;04
1002; widening;87566;87836;3;3;2;12;3;0.25; TERMINATED;0;1;0;04
1003; widening;87881;88103;3;3;3;12;9;0.75; TERMINATED;0;1;0;04
1004; widening;88158;88854;3;3;4;12;1;0.08333333333333333; TERMINATED;0;1;0;04
1005; widening;88944;89118;3;4;0;21;1;0.047619047619047616; TERMINATED;0;1;0;04
1006; widening;89182;89568;3;4;1;21;20;0.9523809523809523; COMPLETED;1;0;0;04
1007; widening;89625;90155;3;4;2;21;5;0.23809523809523808; TERMINATED;0;1;0;04
1008; widening;90204;90980;3;4;3;21;11;0.5238095238095238; TERMINATED;0;1;0;04
1009; widening;91012;91300;3;4;4;21;16;0.7619047619047619; COMPLETED;1;0;0;04
1010; widening;91414;91550;3;5;0;9;5;0.5555555555555556; COMPLETED;1;0;0;04
1011; widening;91591;91750;3;5;1;9;7;0.7777777777777778; COMPLETED;1;0;0;04
1012; widening;91794;91923;3;5;2;9;8;0.8888888888888888; TERMINATED;0;1;0;04
1013; widening;91973;92103;3;5;3;9;1;0.1111111111111111; TERMINATED;0;1;0;04
1014; widening;92160;92925;3;5;4;9;2;0.2222222222222222; COMPLETED;1;0;0;04
1015; widening;93070;93356;3;6;0;21;20;0.9523809523809523; COMPLETED;1;0;0;04
1016; widening;93422;93997;3;6;1;21;5;0.23809523809523808; TERMINATED;0;1;0;04
1017; widening;94048;95879;3;6;2;21;1;0.047619047619047616; TERMINATED;0;1;0;04
1018; widening;95924;96415;3;6;3;21;16;0.7619047619047619; TERMINATED;0;1;0;04
1019; widening;96466;96766;3;6;4;21;11;0.5238095238095238; TERMINATED;0;1;0;04
1020; widening;96896;97066;3;7;0;6;5;0.8333333333333334; COMPLETED;1;0;0;04
1021; widening;97111;97384;3;7;1;6;1;0.16666666666666666; COMPLETED;1;0;0;04
1022; widening;97427;97518;3;7;2;6;3;0.5; TERMINATED;0;1;0;04
1023; widening;97566;97689;3;7;3;6;4;0.6666666666666666; TERMINATED;0;1;0;04
1024; widening;97736;97916;3;7;4;6;2;0.3333333333333333; COMPLETED;1;0;0;04
1025; widening;98029;98314;3;8;0;15;8;0.5333333333333333; TERMINATED;0;1;0;04
1026; widening;98362;98724;3;8;1;15;4;0.26666666666666666; TERMINATED;0;1;0;04
1027; widening;98773;99202;3;8;2;15;14;0.9333333333333333; COMPLETED;1;0;0;04
1028; widening;99262;99523;3;8;3;15;11;0.7333333333333333; TERMINATED;0;1;0;04
1029; widening;99577;99729;3;8;4;15;1;0.06666666666666667; TERMINATED;0;1;0;04
1030; widening;99847;100170;3;9;0;18;14;0.7777777777777778; COMPLETED;1;0;0;04
1031; widening;100217;100405;3;9;1;18;17;0.9444444444444444; TERMINATED;0;1;0;04
1032; widening;100460;100836;3;9;2;18;1;0.05555555555555555; TERMINATED;0;1;0;04
1033; widening;100885;101493;3;9;3;18;9;0.5; TERMINATED;0;1;0;04
1034; widening;101542;102124;3;9;4;18;5;0.2777777777777778; TERMINATED;0;1;0;04
1035; widening;102241;102452;3;10;0;6;2;0.3333333333333333; COMPLETED;1;0;0;04
1036; widening;102513;102662;3;10;1;6;3;0.5; COMPLETED;1;0;0;04
1037; widening;102707;102787;3;10;2;6;5;0.8333333333333334; TERMINATED;0;1;0;04
1038; widening;102836;103071;3;10;3;6;1;0.16666666666666666; TERMINATED;0;1;0;04
1039; widening;103119;103212;3;10;4;6;4;0.6666666666666666; TERMINATED;0;1;0;04
1040; widening;103333;104228;3;11;0;15;1;0.06666666666666667; TERMINATED;0;1;0;04
1041; widening;104272;104608;3;11;1;15;8;0.5333333333333333; TERMINATED;0;1;0;04
1042; widening;104640;104957;3;11;2;15;11;0.7333333333333333; TERMINATED;0;1;0;04
1043; widening;105019;105245;3;11;3;15;14;0.9333333333333333; COMPLETED;1;0;0;04
1044; widening;105298;105912;3;11;4;15;4;0.26666666666666666; TERMINATED;0;1;0;04
1045; widening;106036;106183;3;12;0;15;14;0.9333333333333333; TERMINATED;0;1;0;04
1046; widening;106232;106617;3;12;1;15;4;0.26666666666666666; TERMINATED;0;1;0;04
1047; widening;106660;107675;3;12;2;15;1;0.06666666666666667; TERMINATED;0;1;0;04
1048; widening;107719;108073;3;12;3;15;8;0.5333333333333333; TERMINATED;0;1;0;04
1049; widening;108125;108413;3;12;4;15;11;0.7333333333333333; COMPLETED;1;0;0;04
1050; widening;108526;108754;3;13;0;9;5;0.5555555555555556; TERMINATED;0;1;0;04
1051; widening;108858;109103;3;13;1;9;8;0.8888888888888888; COMPLETED;1;0;0;04
1052; widening;109150;109364;3;13;2;9;7;0.7777777777777778; COMPLETED;1;0;0;04
1053; widening;109409;109901;3;13;3;9;1;0.1111111111111111; TERMINATED;0;1;0;04
1054; widening;109924;110135;3;13;4;9;2;0.2222222222222222; COMPLETED;1;0;0;04
1055; widening;110256;110610;3;14;0;21;1;0.047619047619047616; TERMINATED;0;1;0;04
1056; widening;110647;111201;3;14;1;21;11;0.5238095238095238; TERMINATED;0;1;0;04
1057; widening;111246;111522;3;14;2;21;5;0.23809523809523808; TERMINATED;0;1;0;04
1058; widening;111565;112007;3;14;3;21;16;0.7619047619047619; TERMINATED;0;1;0;04
1059; widening;112059;112427;3;14;4;21;20;0.9523809523809523; COMPLETED;1;0;0;04
1060; widening;112524;112682;3;15;0;18;1;0.05555555555555555; TERMINATED;0;1;0;04
1061; widening;112734;113178;3;15;1;18;5;0.2777777777777778; TERMINATED;0;1;0;04
1062; widening;113217;113412;3;15;2;18;17;0.9444444444444444; COMPLETED;1;0;0;04
1063; widening;113456;113746;3;15;3;18;14;0.7777777777777778; TERMINATED;0;1;0;04
1064; widening;113799;114032;3;15;4;18;9;0.5; TERMINATED;0;1;0;04
1065; widening;114158;114346;3;16;0;12;11;0.9166666666666666; COMPLETED;1;0;0;04
1066; widening;114393;114573;3;16;1;12;1;0.08333333333333333; TERMINATED;0;1;0;04
1067; widening;114605;115228;3;16;2;12;6;0.5; TERMINATED;0;1;0;04
1068; widening;115274;115385;3;16;3;12;3;0.25; TERMINATED;0;1;0;04
1069; widening;115441;115792;3;16;4;12;9;0.75; TERMINATED;0;1;0;04
1070; widening;115904;116177;3;17;0;6;2;0.3333333333333333; COMPLETED;1;0;0;04
1071; widening;116213;116345;3;17;1;6;5;0.8333333333333334; TERMINATED;0;1;0;04
1072; widening;116383;116714;3;17;2;6;1;0.16666666666666666; COMPLETED;1;0;0;04
1073; widening;116759;116852;3;17;3;6;3;0.5; TERMINATED;0;1;0;04
1074; widening;116906;117069;3;17;4;6;4;0.6666666666666666; COMPLETED;1;0;0;04
1075; widening;117199;117422;3;18;0;12;9;0.75; TERMINATED;0;1;0;04
1076; widening;117470;117678;3;18;1;12;11;0.9166666666666666; COMPLETED;1;0;0;04
1077; widening;117726;117941;3;18;2;12;3;0.25; TERMINATED;0;1;0;04
1078; widening;117987;118352;3;18;3;12;1;0.08333333333333333; TERMINATED;0;1;0;04
1079; widening;118394;118677;3;18;4;12;6;0.5; TERMINATED;0;1;0;04
1080; densening;179;398;1;1;0;15;1;0.06666666666666667; COMPLETED;1;0;0;05
1081; densening;446;595;1;1;1;15;4;0.26666666666666666; TERMINATED;0;1;0;05
1082; densening;644;871;1;1;2;15;8;0.5333333333333333; TERMINATED;0;1;0;05
1083; densening;930;1250;1;1;3;15;14;0.9333333333333333; COMPLETED;1;0;0;05
1084; densening;1385;1815;1;1;4;15;11;0.7333333333333333; COMPLETED;1;0;0;05
1085; densening;1994;2159;1;2;0;21;5;0.23809523809523808; TERMINATED;0;1;0;05
1086; densening;2217;2357;1;2;1;21;1;0.047619047619047616; COMPLETED;1;0;0;05
1087; densening;2391;2750;1;2;2;21;11;0.5238095238095238; COMPLETED;1;0;0;05
1088; densening;2801;2964;1;2;3;21;20;0.9523809523809523; TERMINATED;0;1;0;05
1089; densening;3011;3228;1;2;4;21;16;0.7619047619047619; COMPLETED;1;0;0;05
1090; densening;3341;3604;1;3;0;21;5;0.23809523809523808; COMPLETED;1;0;0;05
1091; densening;3649;3909;1;3;1;21;16;0.7619047619047619; COMPLETED;1;0;0;05
1092; densening;3959;4218;1;3;2;21;11;0.5238095238095238; COMPLETED;1;0;0;05
1093; densening;4254;4463;1;3;3;21;20;0.9523809523809523; COMPLETED;1;0;0;05
1094; densening;4508;4679;1;3;4;21;1;0.047619047619047616; TERMINATED;0;1;0;05
1095; densening;4862;5017;1;4;0;15;8;0.5333333333333333; COMPLETED;1;0;0;05
1096; densening;5054;5201;1;4;1;15;11;0.7333333333333333; TERMINATED;0;1;0;05
1097; densening;5251;5387;1;4;2;15;1;0.06666666666666667; COMPLETED;1;0;0;05
1098; densening;5445;5631;1;4;3;15;4;0.26666666666666666; COMPLETED;1;0;0;05
1099; densening;5692;5944;1;4;4;15;14;0.9333333333333333; COMPLETED;1;0;0;05
1100; densening;6049;6253;1;5;0;12;11;0.9166666666666666; COMPLETED;1;0;0;05
1101; densening;6369;6498;1;5;1;12;1;0.08333333333333333; COMPLETED;1;0;0;05
1102; densening;6527;6768;1;5;2;12;9;0.75; COMPLETED;1;0;0;05
1103; densening;6811;7019;1;5;3;12;6;0.5; COMPLETED;1;0;0;05
1104; densening;7056;7233;1;5;4;12;3;0.25; COMPLETED;1;0;0;05
1105; densening;7384;7501;1;6;0;6;5;0.8333333333333334; TERMINATED;0;1;0;05
1106; densening;7548;7786;1;6;1;6;2;0.3333333333333333; COMPLETED;1;0;0;05
1107; densening;7833;7987;1;6;2;6;4;0.6666666666666666; COMPLETED;1;0;0;05
1108; densening;8021;8186;1;6;3;6;1;0.16666666666666666; COMPLETED;1;0;0;05
1109; densening;8226;8332;1;6;4;6;3;0.5; COMPLETED;1;0;0;05
1110; densening;8432;8593;1;7;0;9;7;0.7777777777777778; COMPLETED;1;0;0;05
1111; densening;8687;8874;1;7;1;9;5;0.5555555555555556; COMPLETED;1;0;0;05
1112; densening;8911;9136;1;7;2;9;2;0.2222222222222222; COMPLETED;1;0;0;05
1113; densening;9166;9298;1;7;3;9;1;0.1111111111111111; COMPLETED;1;0;0;05
1114; densening;9328;9530;1;7;4;9;8;0.8888888888888888; COMPLETED;1;0;0;05
1115; densening;9619;9804;1;8;0;9;5;0.5555555555555556; COMPLETED;1;0;0;05
1116; densening;9851;10030;1;8;1;9;1;0.1111111111111111; COMPLETED;1;0;0;05
1117; densening;10096;10257;1;8;2;9;7;0.7777777777777778; COMPLETED;1;0;0;05
1118; densening;10301;10468;1;8;3;9;2;0.2222222222222222; COMPLETED;1;0;0;05
1119; densening;10506;10635;1;8;4;9;8;0.8888888888888888; TERMINATED;0;1;0;05
1120; densening;10788;10955;1;9;0;18;17;0.9444444444444444; TERMINATED;0;1;0;05
1121; densening;11017;11266;1;9;1;18;9;0.5; COMPLETED;1;0;0;05
1122; densening;11314;11511;1;9;2;18;5;0.2777777777777778; COMPLETED;1;0;0;05
1123; densening;11541;11763;1;9;3;18;1;0.05555555555555555; COMPLETED;1;0;0;05
1124; densening;11801;12097;1;9;4;18;14;0.7777777777777778; COMPLETED;1;0;0;05
1125; densening;12196;12381;1;10;0;12;11;0.9166666666666666; COMPLETED;1;0;0;05
1126; densening;12423;12595;1;10;1;12;6;0.5; COMPLETED;1;0;0;05
1127; densening;12628;12865;1;10;2;12;3;0.25; COMPLETED;1;0;0;05
1128; densening;12907;13113;1;10;3;12;1;0.08333333333333333; COMPLETED;1;0;0;05
1129; densening;13165;13347;1;10;4;12;9;0.75; COMPLETED;1;0;0;05
1130; densening;13470;13615;1;11;0;6;4;0.6666666666666666; TERMINATED;0;1;0;05
1131; densening;13660;13996;1;11;1;6;2;0.3333333333333333; COMPLETED;1;0;0;05
1132; densening;14046;14171;1;11;2;6;5;0.8333333333333334; COMPLETED;1;0;0;05
1133; densening;14205;14342;1;11;3;6;3;0.5; COMPLETED;1;0;0;05
1134; densening;14374;14582;1;11;4;6;1;0.16666666666666666; COMPLETED;1;0;0;05
1135; densening;14699;14838;1;12;0;6;3;0.5; COMPLETED;1;0;0;05
1136; densening;14879;15049;1;12;1;6;5;0.8333333333333334; COMPLETED;1;0;0;05
1137; densening;15101;15238;1;12;2;6;1;0.16666666666666666; COMPLETED;1;0;0;05
1138; densening;15265;15401;1;12;3;6;2;0.3333333333333333; COMPLETED;1;0;0;05
1139; densening;15442;15585;1;12;4;6;4;0.6666666666666666; TERMINATED;0;1;0;05
1140; densening;15759;16061;1;13;0;15;11;0.7333333333333333; COMPLETED;1;0;0;05
1141; densening;16103;16289;1;13;1;15;4;0.26666666666666666; COMPLETED;1;0;0;05
1142; densening;16353;16581;1;13;2;15;14;0.9333333333333333; TERMINATED;0;1;0;05
1143; densening;16781;16937;1;13;3;15;1;0.06666666666666667; TERMINATED;0;1;0;05
1144; densening;16970;17340;1;13;4;15;8;0.5333333333333333; COMPLETED;1;0;0;05
1145; densening;17438;17762;1;14;0;12;11;0.9166666666666666; COMPLETED;1;0;0;05
1146; densening;17799;18062;1;14;1;12;1;0.08333333333333333; COMPLETED;1;0;0;05
1147; densening;18087;18335;1;14;2;12;9;0.75; COMPLETED;1;0;0;05
1148; densening;18374;18555;1;14;3;12;6;0.5; COMPLETED;1;0;0;05
1149; densening;18597;18837;1;14;4;12;3;0.25; COMPLETED;1;0;0;05
1150; densening;18924;19061;1;15;0;9;2;0.2222222222222222; COMPLETED;1;0;0;05
1151; densening;19094;19311;1;15;1;9;8;0.8888888888888888; COMPLETED;1;0;0;05
1152; densening;19366;19531;1;15;2;9;7;0.7777777777777778; COMPLETED;1;0;0;05
1153; densening;19593;19661;1;15;3;9;5;0.5555555555555556; TERMINATED;0;1;0;05
1154; densening;19694;19843;1;15;4;9;1;0.1111111111111111; COMPLETED;1;0;0;05
1155; densening;19948;20214;1;16;0;18;17;0.9444444444444444; COMPLETED;1;0;0;05
1156; densening;20258;20495;1;16;1;18;14;0.7777777777777778; COMPLETED;1;0;0;05
1157; densening;20535;20755;1;16;2;18;9;0.5; COMPLETED;1;0;0;05
1158; densening;20789;20971;1;16;3;18;5;0.2777777777777778; COMPLETED;1;0;0;05
1159; densening;21042;21240;1;16;4;18;1;0.05555555555555555; COMPLETED;1;0;0;05
1160; densening;21344;21586;1;17;0;18;14;0.7777777777777778; COMPLETED;1;0;0;05
1161; densening;21624;21867;1;17;1;18;17;0.9444444444444444; COMPLETED;1;0;0;05
1162; densening;21907;22272;1;17;2;18;1;0.05555555555555555; COMPLETED;1;0;0;05
1163; densening;22333;22657;1;17;3;18;5;0.2777777777777778; COMPLETED;1;0;0;05
1164; densening;22690;22836;1;17;4;18;9;0.5; COMPLETED;1;0;0;05
1165; densening;22953;23127;1;18;0;21;11;0.5238095238095238; COMPLETED;1;0;0;05
1166; densening;23161;23397;1;18;1;21;16;0.7619047619047619; COMPLETED;1;0;0;05
1167; densening;23438;23732;1;18;2;21;1;0.047619047619047616; COMPLETED;1;0;0;05
1168; densening;23867;24064;1;18;3;21;5;0.23809523809523808; COMPLETED;1;0;0;05
1169; densening;24102;24504;1;18;4;21;20;0.9523809523809523; COMPLETED;1;0;0;05
1170; widening;31459;31632;2;1;0;15;14;0.9333333333333333; TERMINATED;0;1;0;05
1171; widening;31816;32114;2;1;1;15;8;0.5333333333333333; COMPLETED;1;0;0;05
1172; widening;32153;32269;2;1;2;15;1;0.06666666666666667; TERMINATED;0;1;0;05
1173; widening;32314;32574;2;1;3;15;4;0.26666666666666666; COMPLETED;1;0;0;05
1174; widening;32624;32798;2;1;4;15;11;0.7333333333333333; COMPLETED;1;0;0;05
1175; widening;32928;33077;2;2;0;9;7;0.7777777777777778; COMPLETED;1;0;0;05
1176; widening;33124;33308;2;2;1;9;2;0.2222222222222222; COMPLETED;1;0;0;05
1177; widening;33377;33523;2;2;2;9;5;0.5555555555555556; COMPLETED;1;0;0;05
1178; widening;33571;33687;2;2;3;9;8;0.8888888888888888; TERMINATED;0;1;0;05
1179; widening;33732;33841;2;2;4;9;1;0.1111111111111111; TERMINATED;0;1;0;05
1180; widening;33963;34222;2;3;0;21;11;0.5238095238095238; COMPLETED;1;0;0;05
1181; widening;34261;34454;2;3;1;21;20;0.9523809523809523; COMPLETED;1;0;0;05
1182; widening;34490;34730;2;3;2;21;5;0.23809523809523808; TERMINATED;0;1;0;05
1183; widening;34734;34888;2;3;3;21;1;0.047619047619047616; TERMINATED;0;1;0;05
1184; widening;34921;35087;2;3;4;21;16;0.7619047619047619; COMPLETED;1;0;0;05
1185; widening;35224;35403;2;4;0;15;8;0.5333333333333333; COMPLETED;1;0;0;05
1186; widening;35457;35633;2;4;1;15;4;0.26666666666666666; TERMINATED;0;1;0;05
1187; widening;35687;35886;2;4;2;15;14;0.9333333333333333; COMPLETED;1;0;0;05
1188; widening;35935;36096;2;4;3;15;1;0.06666666666666667; FAILED;0;0;1;05
1189; widening;36105;36295;2;4;4;15;11;0.7333333333333333; COMPLETED;1;0;0;05
1190; widening;36392;36512;2;5;0;6;5;0.8333333333333334; COMPLETED;1;0;0;05
1191; widening;36584;36737;2;5;1;6;2;0.3333333333333333; COMPLETED;1;0;0;05
1192; widening;36765;36939;2;5;2;6;3;0.5; COMPLETED;1;0;0;05
1193; widening;36995;37126;2;5;3;6;4;0.6666666666666666; COMPLETED;1;0;0;05
1194; widening;37152;37336;2;5;4;6;1;0.16666666666666666; COMPLETED;1;0;0;05
1195; widening;37457;37563;2;6;0;6;4;0.6666666666666666; COMPLETED;1;0;0;05
1196; widening;37599;37723;2;6;1;6;5;0.8333333333333334; COMPLETED;1;0;0;05
1197; widening;37759;37899;2;6;2;6;3;0.5; COMPLETED;1;0;0;05
1198; widening;37923;38026;2;6;3;6;2;0.3333333333333333; COMPLETED;1;0;0;05
1199; widening;38060;38314;2;6;4;6;1;0.16666666666666666; COMPLETED;1;0;0;05
1200; widening;38456;38667;2;7;0;12;3;0.25; COMPLETED;1;0;0;05
1201; widening;38716;38862;2;7;1;12;1;0.08333333333333333; TERMINATED;0;1;0;05
1202; widening;38897;39129;2;7;2;12;6;0.5; COMPLETED;1;0;0;05
1203; widening;39142;39286;2;7;3;12;11;0.9166666666666666; TERMINATED;0;1;0;05
1204; widening;39326;39518;2;7;4;12;9;0.75; COMPLETED;1;0;0;05
1205; widening;39627;39817;2;8;0;18;17;0.9444444444444444; COMPLETED;1;0;0;05
1206; widening;39885;40122;2;8;1;18;9;0.5; COMPLETED;1;0;0;05
1207; widening;40160;40407;2;8;2;18;5;0.2777777777777778; COMPLETED;1;0;0;05
1208; widening;40436;40630;2;8;3;18;14;0.7777777777777778; COMPLETED;1;0;0;05
1209; widening;40685;40936;2;8;4;18;1;0.05555555555555555; TERMINATED;0;1;0;05
1210; widening;41042;41247;2;9;0;15;8;0.5333333333333333; COMPLETED;1;0;0;05
1211; widening;41285;41498;2;9;1;15;11;0.7333333333333333; COMPLETED;1;0;0;05
1212; widening;41525;41838;2;9;2;15;1;0.06666666666666667; TERMINATED;0;1;0;05
1213; widening;41875;42143;2;9;3;15;14;0.9333333333333333; COMPLETED;1;0;0;05
1214; widening;42193;42364;2;9;4;15;4;0.26666666666666666; COMPLETED;1;0;0;05
1215; widening;42514;42823;2;10;0;21;20;0.9523809523809523; COMPLETED;1;0;0;05
1216; widening;42863;42981;2;10;1;21;1;0.047619047619047616; TERMINATED;0;1;0;05
1217; widening;43008;43275;2;10;2;21;11;0.5238095238095238; COMPLETED;1;0;0;05
1218; widening;43307;43519;2;10;3;21;16;0.7619047619047619; COMPLETED;1;0;0;05
1219; widening;43611;43815;2;10;4;21;5;0.23809523809523808; TERMINATED;0;1;0;05
1220; widening;43950;44196;2;11;0;12;6;0.5; COMPLETED;1;0;0;05
1221; widening;44230;44365;2;11;1;12;9;0.75; COMPLETED;1;0;0;05
1222; widening;44410;44593;2;11;2;12;1;0.08333333333333333; TERMINATED;0;1;0;05
1223; widening;44630;44842;2;11;3;12;3;0.25; COMPLETED;1;0;0;05
1224; widening;44871;45117;2;11;4;12;11;0.9166666666666666; COMPLETED;1;0;0;05
1225; widening;45247;45417;2;12;0;18;5;0.2777777777777778; TERMINATED;0;1;0;05
1226; widening;45479;45765;2;12;1;18;1;0.05555555555555555; TERMINATED;0;1;0;05
1227; widening;45819;46067;2;12;2;18;14;0.7777777777777778; COMPLETED;1;0;0;05
1228; widening;46117;46357;2;12;3;18;9;0.5; TERMINATED;0;1;0;05
1229; widening;46361;46629;2;12;4;18;17;0.9444444444444444; COMPLETED;1;0;0;05
1230; widening;46748;46882;2;13;0;6;3;0.5; COMPLETED;1;0;0;05
1231; widening;46919;47062;2;13;1;6;5;0.8333333333333334; COMPLETED;1;0;0;05
1232; widening;47097;47181;2;13;2;6;2;0.3333333333333333; TERMINATED;0;1;0;05
1233; widening;47222;47368;2;13;3;6;4;0.6666666666666666; COMPLETED;1;0;0;05
1234; widening;47405;47562;2;13;4;6;1;0.16666666666666666; TERMINATED;0;1;0;05
1235; widening;47696;47906;2;14;0;21;1;0.047619047619047616; TERMINATED;0;1;0;05
1236; widening;47943;48246;2;14;1;21;11;0.5238095238095238; COMPLETED;1;0;0;05
1237; widening;48299;48493;2;14;2;21;5;0.23809523809523808; TERMINATED;0;1;0;05
1238; widening;48533;48810;2;14;3;21;16;0.7619047619047619; COMPLETED;1;0;0;05
1239; widening;48848;49145;2;14;4;21;20;0.9523809523809523; COMPLETED;1;0;0;05
1240; widening;49316;49514;2;15;0;18;17;0.9444444444444444; COMPLETED;1;0;0;05
1241; widening;49553;49706;2;15;1;18;1;0.05555555555555555; TERMINATED;0;1;0;05
1242; widening;49745;49975;2;15;2;18;9;0.5; COMPLETED;1;0;0;05
1243; widening;50017;50234;2;15;3;18;5;0.2777777777777778; COMPLETED;1;0;0;05
1244; widening;50262;50542;2;15;4;18;14;0.7777777777777778; COMPLETED;1;0;0;05
1245; widening;50648;50747;2;16;0;9;2;0.2222222222222222; TERMINATED;0;1;0;05
1246; widening;50834;50996;2;16;1;9;8;0.8888888888888888; COMPLETED;1;0;0;05
1247; widening;51072;51231;2;16;2;9;5;0.5555555555555556; TERMINATED;0;1;0;05
1248; widening;51269;51478;2;16;3;9;7;0.7777777777777778; COMPLETED;1;0;0;05
1249; widening;51527;51633;2;16;4;9;1;0.1111111111111111; TERMINATED;0;1;0;05
1250; widening;51748;51889;2;17;0;12;6;0.5; COMPLETED;1;0;0;05
1251; widening;51959;52152;2;17;1;12;3;0.25; COMPLETED;1;0;0;05
1252; widening;52197;52353;2;17;2;12;1;0.08333333333333333; TERMINATED;0;1;0;05
1253; widening;52396;52655;2;17;3;12;11;0.9166666666666666; COMPLETED;1;0;0;05
1254; widening;52704;52885;2;17;4;12;9;0.75; COMPLETED;1;0;0;05
1255; widening;53090;53293;2;18;0;9;2;0.2222222222222222; COMPLETED;1;0;0;05
1256; widening;53340;53480;2;18;1;9;7;0.7777777777777778; COMPLETED;1;0;0;05
1257; widening;53527;53630;2;18;2;9;1;0.1111111111111111; TERMINATED;0;1;0;05
1258; widening;53688;53917;2;18;3;9;8;0.8888888888888888; COMPLETED;1;0;0;05
1259; widening;53961;54138;2;18;4;9;5;0.5555555555555556; COMPLETED;1;0;0;05
1260; direct;58182;58411;3;1;0;12;6;0.5; COMPLETED;1;0;0;05
1261; direct;58455;58703;3;1;1;12;9;0.75; COMPLETED;1;0;0;05
1262; direct;58746;58898;3;1;2;12;3;0.25; TERMINATED;0;1;0;05
1263; direct;58933;59134;3;1;3;12;11;0.9166666666666666; COMPLETED;1;0;0;05
1264; direct;59191;59373;3;1;4;12;1;0.08333333333333333; COMPLETED;1;0;0;05
1265; direct;59479;59753;3;2;0;21;20;0.9523809523809523; COMPLETED;1;0;0;05
1266; direct;59806;59955;3;2;1;21;5;0.23809523809523808; TERMINATED;0;1;0;05
1267; direct;60002;60244;3;2;2;21;16;0.7619047619047619; COMPLETED;1;0;0;05
1268; direct;60292;60514;3;2;3;21;1;0.047619047619047616; TERMINATED;0;1;0;05
1269; direct;60545;60738;3;2;4;21;11;0.5238095238095238; COMPLETED;1;0;0;05
1270; direct;60834;60937;3;3;0;6;1;0.16666666666666666; COMPLETED;1;0;0;05
1271; direct;60965;61101;3;3;1;6;3;0.5; COMPLETED;1;0;0;05
1272; direct;61136;61239;3;3;2;6;5;0.8333333333333334; TERMINATED;0;1;0;05
1273; direct;61281;61414;3;3;3;6;4;0.6666666666666666; COMPLETED;1;0;0;05
1274; direct;61451;61586;3;3;4;6;2;0.3333333333333333; COMPLETED;1;0;0;05
1275; direct;61669;61962;3;4;0;15;14;0.9333333333333333; COMPLETED;1;0;0;05
1276; direct;62046;62224;3;4;1;15;11;0.7333333333333333; COMPLETED;1;0;0;05
1277; direct;62278;62454;3;4;2;15;4;0.26666666666666666; COMPLETED;1;0;0;05
1278; direct;62495;62678;3;4;3;15;8;0.5333333333333333; COMPLETED;1;0;0;05
1279; direct;62727;62926;3;4;4;15;1;0.06666666666666667; COMPLETED;1;0;0;05
1280; direct;63033;63168;3;5;0;6;4;0.6666666666666666; COMPLETED;1;0;0;05
1281; direct;63215;63381;3;5;1;6;2;0.3333333333333333; COMPLETED;1;0;0;05
1282; direct;63420;63553;3;5;2;6;3;0.5; COMPLETED;1;0;0;05
