;MappingMethod;FrameNumber_Start;FrameNumber_Finish;Block;Task;Trial;NumLayers;Target;Target_Relative;Result;Result_Numeric_Completed;Result_Numeric_Terminated;Result_Numeric_Failed;Proband
3150; widening;66934;67128;3;1;0;9;1;0.1111111111111111; TERMINATED;0;1;0;12
3151; widening;67170;67311;3;1;1;9;2;0.2222222222222222; COMPLETED;1;0;0;12
3152; widening;67348;67558;3;1;2;9;8;0.8888888888888888; COMPLETED;1;0;0;12
3153; widening;67606;67775;3;1;3;9;7;0.7777777777777778; COMPLETED;1;0;0;12
3154; widening;67821;67987;3;1;4;9;5;0.5555555555555556; COMPLETED;1;0;0;12
3155; widening;68098;68295;3;2;0;21;5;0.23809523809523808; COMPLETED;1;0;0;12
3156; widening;68347;68642;3;2;1;21;1;0.047619047619047616; TERMINATED;0;1;0;12
3157; widening;68682;68871;3;2;2;21;16;0.7619047619047619; COMPLETED;1;0;0;12
3158; widening;68918;69184;3;2;3;21;20;0.9523809523809523; COMPLETED;1;0;0;12
3159; widening;69235;69425;3;2;4;21;11;0.5238095238095238; COMPLETED;1;0;0;12
3160; widening;69529;69688;3;3;0;6;4;0.6666666666666666; COMPLETED;1;0;0;12
3161; widening;69735;69894;3;3;1;6;5;0.8333333333333334; COMPLETED;1;0;0;12
3162; widening;69948;70056;3;3;2;6;1;0.16666666666666666; TERMINATED;0;1;0;12
3163; widening;70109;70265;3;3;3;6;3;0.5; COMPLETED;1;0;0;12
3164; widening;70306;70444;3;3;4;6;2;0.3333333333333333; COMPLETED;1;0;0;12
3165; widening;70560;70703;3;4;0;6;1;0.16666666666666666; COMPLETED;1;0;0;12
3166; widening;70737;70897;3;4;1;6;5;0.8333333333333334; COMPLETED;1;0;0;12
3167; widening;70942;71066;3;4;2;6;4;0.6666666666666666; COMPLETED;1;0;0;12
3168; widening;71113;71255;3;4;3;6;3;0.5; COMPLETED;1;0;0;12
3169; widening;71291;71431;3;4;4;6;2;0.3333333333333333; COMPLETED;1;0;0;12
3170; widening;71524;71776;3;5;0;12;1;0.08333333333333333; TERMINATED;0;1;0;12
3171; widening;71831;72001;3;5;1;12;11;0.9166666666666666; COMPLETED;1;0;0;12
3172; widening;72065;72247;3;5;2;12;6;0.5; COMPLETED;1;0;0;12
3173; widening;72285;72452;3;5;3;12;3;0.25; TERMINATED;0;1;0;12
3174; widening;72487;72707;3;5;4;12;9;0.75; COMPLETED;1;0;0;12
3175; widening;72819;72991;3;6;0;21;5;0.23809523809523808; COMPLETED;1;0;0;12
3176; widening;73027;73222;3;6;1;21;16;0.7619047619047619; TERMINATED;0;1;0;12
3177; widening;73272;73453;3;6;2;21;11;0.5238095238095238; COMPLETED;1;0;0;12
3178; widening;73502;73716;3;6;3;21;20;0.9523809523809523; TERMINATED;0;1;0;12
3179; widening;73765;74020;3;6;4;21;1;0.047619047619047616; TERMINATED;0;1;0;12
3180; widening;74128;74355;3;7;0;18;1;0.05555555555555555; TERMINATED;0;1;0;12
3181; widening;74402;74680;3;7;1;18;17;0.9444444444444444; COMPLETED;1;0;0;12
3182; widening;74743;74943;3;7;2;18;9;0.5; COMPLETED;1;0;0;12
3183; widening;75003;75223;3;7;3;18;14;0.7777777777777778; COMPLETED;1;0;0;12
3184; widening;75264;75511;3;7;4;18;5;0.2777777777777778; COMPLETED;1;0;0;12
3185; widening;75624;75828;3;8;0;18;14;0.7777777777777778; COMPLETED;1;0;0;12
3186; widening;75867;76122;3;8;1;18;5;0.2777777777777778; COMPLETED;1;0;0;12
3187; widening;76164;76337;3;8;2;18;1;0.05555555555555555; TERMINATED;0;1;0;12
3188; widening;76377;76640;3;8;3;18;17;0.9444444444444444; COMPLETED;1;0;0;12
3189; widening;76695;76879;3;8;4;18;9;0.5; COMPLETED;1;0;0;12
3190; widening;77030;77220;3;9;0;12;11;0.9166666666666666; COMPLETED;1;0;0;12
3191; widening;77272;77439;3;9;1;12;6;0.5; COMPLETED;1;0;0;12
3192; widening;77480;77669;3;9;2;12;3;0.25; COMPLETED;1;0;0;12
3193; widening;77713;77975;3;9;3;12;9;0.75; COMPLETED;1;0;0;12
3194; widening;78029;78205;3;9;4;12;1;0.08333333333333333; TERMINATED;0;1;0;12
3195; widening;78315;78465;3;10;0;9;2;0.2222222222222222; COMPLETED;1;0;0;12
3196; widening;78504;78702;3;10;1;9;5;0.5555555555555556; COMPLETED;1;0;0;12
3197; widening;78759;78972;3;10;2;9;7;0.7777777777777778; COMPLETED;1;0;0;12
3198; widening;79032;79195;3;10;3;9;8;0.8888888888888888; COMPLETED;1;0;0;12
3199; widening;79240;79366;3;10;4;9;1;0.1111111111111111; TERMINATED;0;1;0;12
3200; widening;79454;79653;3;11;0;15;1;0.06666666666666667; TERMINATED;0;1;0;12
3201; widening;79693;79926;3;11;1;15;14;0.9333333333333333; COMPLETED;1;0;0;12
3202; widening;79981;80108;3;11;2;15;4;0.26666666666666666; TERMINATED;0;1;0;12
3203; widening;80153;80400;3;11;3;15;8;0.5333333333333333; COMPLETED;1;0;0;12
3204; widening;80455;80674;3;11;4;15;11;0.7333333333333333; COMPLETED;1;0;0;12
3205; widening;80774;81013;3;12;0;18;1;0.05555555555555555; TERMINATED;0;1;0;12
3206; widening;81058;81291;3;12;1;18;17;0.9444444444444444; COMPLETED;1;0;0;12
3207; widening;81349;81553;3;12;2;18;14;0.7777777777777778; COMPLETED;1;0;0;12
3208; widening;81607;82004;3;12;3;18;9;0.5; COMPLETED;1;0;0;12
3209; widening;82038;82173;3;12;4;18;5;0.2777777777777778; COMPLETED;1;0;0;12
3210; widening;82293;82482;3;13;0;15;11;0.7333333333333333; COMPLETED;1;0;0;12
3211; widening;82525;82787;3;13;1;15;1;0.06666666666666667; TERMINATED;0;1;0;12
3212; widening;82829;83029;3;13;2;15;14;0.9333333333333333; TERMINATED;0;1;0;12
3213; widening;83069;83271;3;13;3;15;4;0.26666666666666666; COMPLETED;1;0;0;12
3214; widening;83311;83502;3;13;4;15;8;0.5333333333333333; COMPLETED;1;0;0;12
3215; widening;83628;83768;3;14;0;6;2;0.3333333333333333; COMPLETED;1;0;0;12
3216; widening;83806;83942;3;14;1;6;1;0.16666666666666666; COMPLETED;1;0;0;12
3217; widening;83974;84111;3;14;2;6;4;0.6666666666666666; COMPLETED;1;0;0;12
3218; widening;84150;84305;3;14;3;6;5;0.8333333333333334; COMPLETED;1;0;0;12
3219; widening;84344;84486;3;14;4;6;3;0.5; COMPLETED;1;0;0;12
3220; widening;84585;84840;3;15;0;21;5;0.23809523809523808; COMPLETED;1;0;0;12
3221; widening;84910;85274;3;15;1;21;1;0.047619047619047616; TERMINATED;0;1;0;12
3222; widening;85315;85543;3;15;2;21;11;0.5238095238095238; COMPLETED;1;0;0;12
3223; widening;85580;85742;3;15;3;21;16;0.7619047619047619; TERMINATED;0;1;0;12
3224; widening;85787;86070;3;15;4;21;20;0.9523809523809523; COMPLETED;1;0;0;12
3225; widening;86212;86396;3;16;0;12;6;0.5; COMPLETED;1;0;0;12
3226; widening;86451;86720;3;16;1;12;3;0.25; COMPLETED;1;0;0;12
3227; widening;86751;86931;3;16;2;12;11;0.9166666666666666; COMPLETED;1;0;0;12
3228; widening;86992;87135;3;16;3;12;1;0.08333333333333333; TERMINATED;0;1;0;12
3229; widening;87176;87412;3;16;4;12;9;0.75; COMPLETED;1;0;0;12
3230; widening;87553;87810;3;17;0;9;1;0.1111111111111111; TERMINATED;0;1;0;12
3231; widening;87851;88010;3;17;1;9;2;0.2222222222222222; TERMINATED;0;1;0;12
3232; widening;88014;88278;3;17;2;9;8;0.8888888888888888; COMPLETED;1;0;0;12
3233; widening;88330;88495;3;17;3;9;5;0.5555555555555556; COMPLETED;1;0;0;12
3234; widening;88540;88725;3;17;4;9;7;0.7777777777777778; COMPLETED;1;0;0;12
3235; widening;88872;89061;3;18;0;15;8;0.5333333333333333; COMPLETED;1;0;0;12
3236; widening;89096;89278;3;18;1;15;11;0.7333333333333333; COMPLETED;1;0;0;12
3237; widening;89320;89518;3;18;2;15;14;0.9333333333333333; TERMINATED;0;1;0;12
3238; widening;89570;89735;3;18;3;15;4;0.26666666666666666; TERMINATED;0;1;0;12
3239; widening;89793;90028;3;18;4;15;1;0.06666666666666667; COMPLETED;1;0;0;12
3240; widening;149;663;1;1;0;21;5;0.23809523809523808; COMPLETED;1;0;0;13
3241; widening;797;1074;1;1;1;21;20;0.9523809523809523; COMPLETED;1;0;0;13
3242; widening;1279;1914;1;1;2;21;1;0.047619047619047616; FAILED;0;0;1;13
3243; widening;2244;2491;1;1;3;21;11;0.5238095238095238; COMPLETED;1;0;0;13
3244; widening;3050;3273;1;1;4;21;16;0.7619047619047619; COMPLETED;1;0;0;13
3245; widening;3557;3831;1;2;0;12;11;0.9166666666666666; COMPLETED;1;0;0;13
3246; widening;4688;4918;1;2;1;12;9;0.75; COMPLETED;1;0;0;13
3247; widening;5069;5478;1;2;2;12;1;0.08333333333333333; TERMINATED;0;1;0;13
3248; widening;5647;5833;1;2;3;12;6;0.5; COMPLETED;1;0;0;13
3249; widening;5909;6118;1;2;4;12;3;0.25; COMPLETED;1;0;0;13
3250; widening;6341;6550;1;3;0;18;9;0.5; COMPLETED;1;0;0;13
3251; widening;6686;7203;1;3;1;18;17;0.9444444444444444; COMPLETED;1;0;0;13
3252; widening;7398;7784;1;3;2;18;14;0.7777777777777778; COMPLETED;1;0;0;13
3253; widening;8019;8327;1;3;3;18;1;0.05555555555555555; TERMINATED;0;1;0;13
3254; widening;8498;8766;1;3;4;18;5;0.2777777777777778; COMPLETED;1;0;0;13
3255; widening;9070;9407;1;4;0;12;11;0.9166666666666666; COMPLETED;1;0;0;13
3256; widening;9530;9690;1;4;1;12;6;0.5; COMPLETED;1;0;0;13
3257; widening;9755;9920;1;4;2;12;3;0.25; TERMINATED;0;1;0;13
3258; widening;10022;10224;1;4;3;12;1;0.08333333333333333; TERMINATED;0;1;0;13
3259; widening;10444;10587;1;4;4;12;9;0.75; TERMINATED;0;1;0;13
3260; widening;11781;12109;1;5;0;21;20;0.9523809523809523; COMPLETED;1;0;0;13
3261; widening;12204;12471;1;5;1;21;11;0.5238095238095238; COMPLETED;1;0;0;13
3262; widening;12574;12731;1;5;2;21;5;0.23809523809523808; TERMINATED;0;1;0;13
3263; widening;12898;13132;1;5;3;21;16;0.7619047619047619; COMPLETED;1;0;0;13
3264; widening;13378;13844;1;5;4;21;1;0.047619047619047616; TERMINATED;0;1;0;13
3265; widening;14103;14288;1;6;0;9;1;0.1111111111111111; TERMINATED;0;1;0;13
3266; widening;14510;14708;1;6;1;9;2;0.2222222222222222; COMPLETED;1;0;0;13
3267; widening;14761;14975;1;6;2;9;7;0.7777777777777778; COMPLETED;1;0;0;13
3268; widening;15047;15237;1;6;3;9;8;0.8888888888888888; TERMINATED;0;1;0;13
3269; widening;15417;15542;1;6;4;9;5;0.5555555555555556; COMPLETED;1;0;0;13
3270; widening;15747;16538;1;7;0;21;16;0.7619047619047619; COMPLETED;1;0;0;13
3271; widening;16645;16871;1;7;1;21;5;0.23809523809523808; COMPLETED;1;0;0;13
3272; widening;17062;17958;1;7;2;21;1;0.047619047619047616; TERMINATED;0;1;0;13
3273; widening;18245;18611;1;7;3;21;11;0.5238095238095238; COMPLETED;1;0;0;13
3274; widening;18677;19176;1;7;4;21;20;0.9523809523809523; COMPLETED;1;0;0;13
3275; widening;19689;19858;1;8;0;9;7;0.7777777777777778; COMPLETED;1;0;0;13
3276; widening;19985;20157;1;8;1;9;8;0.8888888888888888; COMPLETED;1;0;0;13
3277; widening;20226;20389;1;8;2;9;1;0.1111111111111111; TERMINATED;0;1;0;13
3278; widening;20526;20687;1;8;3;9;2;0.2222222222222222; COMPLETED;1;0;0;13
3279; widening;20740;20906;1;8;4;9;5;0.5555555555555556; COMPLETED;1;0;0;13
3280; widening;21273;21439;1;9;0;18;1;0.05555555555555555; TERMINATED;0;1;0;13
3281; widening;21618;21809;1;9;1;18;17;0.9444444444444444; TERMINATED;0;1;0;13
3282; widening;21906;22205;1;9;2;18;9;0.5; COMPLETED;1;0;0;13
3283; widening;22274;22533;1;9;3;18;5;0.2777777777777778; COMPLETED;1;0;0;13
3284; widening;22687;25907;1;9;4;18;14;0.7777777777777778; TERMINATED;0;1;0;13
3285; widening;26286;26708;1;10;0;12;3;0.25; COMPLETED;1;0;0;13
3286; widening;26765;26995;1;10;1;12;9;0.75; COMPLETED;1;0;0;13
3287; widening;27068;27261;1;10;2;12;1;0.08333333333333333; TERMINATED;0;1;0;13
3288; widening;27363;27626;1;10;3;12;11;0.9166666666666666; COMPLETED;1;0;0;13
3289; widening;27696;27877;1;10;4;12;6;0.5; COMPLETED;1;0;0;13
3290; widening;28031;28175;1;11;0;6;4;0.6666666666666666; COMPLETED;1;0;0;13
3291; widening;28229;28373;1;11;1;6;5;0.8333333333333334; TERMINATED;0;1;0;13
3292; widening;28484;28615;1;11;2;6;3;0.5; COMPLETED;1;0;0;13
3293; widening;28693;28876;1;11;3;6;1;0.16666666666666666; COMPLETED;1;0;0;13
3294; widening;28969;29060;1;11;4;6;2;0.3333333333333333; TERMINATED;0;1;0;13
3295; widening;30044;30219;1;12;0;6;5;0.8333333333333334; COMPLETED;1;0;0;13
3296; widening;30274;30373;1;12;1;6;2;0.3333333333333333; TERMINATED;0;1;0;13
3297; widening;30459;30615;1;12;2;6;3;0.5; COMPLETED;1;0;0;13
3298; widening;30690;30813;1;12;3;6;4;0.6666666666666666; COMPLETED;1;0;0;13
3299; widening;30887;31052;1;12;4;6;1;0.16666666666666666; COMPLETED;1;0;0;13
3300; widening;31271;31545;1;13;0;15;8;0.5333333333333333; TERMINATED;0;1;0;13
3301; widening;31648;31834;1;13;1;15;4;0.26666666666666666; COMPLETED;1;0;0;13
3302; widening;31879;32408;1;13;2;15;14;0.9333333333333333; COMPLETED;1;0;0;13
3303; widening;32547;32808;1;13;3;15;11;0.7333333333333333; COMPLETED;1;0;0;13
3304; widening;32930;33537;1;13;4;15;1;0.06666666666666667; TERMINATED;0;1;0;13
3305; widening;33714;34201;1;14;0;9;5;0.5555555555555556; COMPLETED;1;0;0;13
3306; widening;34280;34434;1;14;1;9;7;0.7777777777777778; COMPLETED;1;0;0;13
3307; widening;34482;34970;1;14;2;9;1;0.1111111111111111; COMPLETED;1;0;0;13
3308; widening;35021;35322;1;14;3;9;2;0.2222222222222222; COMPLETED;1;0;0;13
3309; widening;35387;35670;1;14;4;9;8;0.8888888888888888; COMPLETED;1;0;0;13
3310; widening;35824;36055;1;15;0;18;14;0.7777777777777778; COMPLETED;1;0;0;13
3311; widening;36118;37189;1;15;1;18;1;0.05555555555555555; TERMINATED;0;1;0;13
3312; widening;37195;37522;1;15;2;18;17;0.9444444444444444; COMPLETED;1;0;0;13
3313; widening;37593;37734;1;15;3;18;9;0.5; TERMINATED;0;1;0;13
3314; widening;37832;38119;1;15;4;18;5;0.2777777777777778; TERMINATED;0;1;0;13
3315; widening;40378;40796;1;16;0;15;1;0.06666666666666667; TERMINATED;0;1;0;13
3316; widening;40897;41115;1;16;1;15;14;0.9333333333333333; COMPLETED;1;0;0;13
3317; widening;41216;41390;1;16;2;15;4;0.26666666666666666; TERMINATED;0;1;0;13
3318; widening;41484;41733;1;16;3;15;11;0.7333333333333333; COMPLETED;1;0;0;13
3319; widening;41802;42001;1;16;4;15;8;0.5333333333333333; COMPLETED;1;0;0;13
3320; widening;42207;42427;1;17;0;15;14;0.9333333333333333; COMPLETED;1;0;0;13
3321; widening;42484;42952;1;17;1;15;1;0.06666666666666667; TERMINATED;0;1;0;13
3322; widening;43065;43261;1;17;2;15;8;0.5333333333333333; COMPLETED;1;0;0;13
3323; widening;43312;43517;1;17;3;15;4;0.26666666666666666; COMPLETED;1;0;0;13
3324; widening;43606;43823;1;17;4;15;11;0.7333333333333333; COMPLETED;1;0;0;13
3325; widening;44085;44352;1;18;0;6;3;0.5; COMPLETED;1;0;0;13
3326; widening;44395;44552;1;18;1;6;4;0.6666666666666666; COMPLETED;1;0;0;13
3327; widening;44622;44721;1;18;2;6;1;0.16666666666666666; TERMINATED;0;1;0;13
3328; widening;44854;44949;1;18;3;6;5;0.8333333333333334; TERMINATED;0;1;0;13
3329; widening;45147;45282;1;18;4;6;2;0.3333333333333333; COMPLETED;1;0;0;13
3330; densening;53205;53553;2;1;0;15;11;0.7333333333333333; COMPLETED;1;0;0;13
3331; densening;53627;53868;2;1;1;15;4;0.26666666666666666; COMPLETED;1;0;0;13
3332; densening;54127;54395;2;1;2;15;8;0.5333333333333333; COMPLETED;1;0;0;13
3333; densening;54451;54730;2;1;3;15;14;0.9333333333333333; TERMINATED;0;1;0;13
3334; densening;54828;54992;2;1;4;15;1;0.06666666666666667; COMPLETED;1;0;0;13
3335; densening;55105;55575;2;2;0;18;9;0.5; COMPLETED;1;0;0;13
3336; densening;55642;56459;2;2;1;18;14;0.7777777777777778; COMPLETED;1;0;0;13
3337; densening;56650;57053;2;2;2;18;17;0.9444444444444444; TERMINATED;0;1;0;13
3338; densening;57143;57322;2;2;3;18;1;0.05555555555555555; COMPLETED;1;0;0;13
3339; densening;57417;57546;2;2;4;18;5;0.2777777777777778; COMPLETED;1;0;0;13
3340; densening;57987;58210;2;3;0;9;5;0.5555555555555556; COMPLETED;1;0;0;13
3341; densening;58277;58510;2;3;1;9;7;0.7777777777777778; COMPLETED;1;0;0;13
3342; densening;58808;59022;2;3;2;9;2;0.2222222222222222; COMPLETED;1;0;0;13
3343; densening;59187;59341;2;3;3;9;1;0.1111111111111111; COMPLETED;1;0;0;13
3344; densening;59489;59748;2;3;4;9;8;0.8888888888888888; COMPLETED;1;0;0;13
3345; densening;60172;60393;2;4;0;21;11;0.5238095238095238; COMPLETED;1;0;0;13
3346; densening;60445;60610;2;4;1;21;1;0.047619047619047616; COMPLETED;1;0;0;13
3347; densening;60656;60852;2;4;2;21;5;0.23809523809523808; COMPLETED;1;0;0;13
3348; densening;60905;61178;2;4;3;21;16;0.7619047619047619; COMPLETED;1;0;0;13
3349; densening;61237;61692;2;4;4;21;20;0.9523809523809523; TERMINATED;0;1;0;13
3350; densening;61946;62193;2;5;0;9;7;0.7777777777777778; COMPLETED;1;0;0;13
3351; densening;62243;62397;2;5;1;9;1;0.1111111111111111; COMPLETED;1;0;0;13
3352; densening;62491;62641;2;5;2;9;2;0.2222222222222222; COMPLETED;1;0;0;13
3353; densening;62704;62783;2;5;3;9;8;0.8888888888888888; TERMINATED;0;1;0;13
3354; densening;62914;63128;2;5;4;9;5;0.5555555555555556; COMPLETED;1;0;0;13
3355; densening;63321;63473;2;6;0;6;1;0.16666666666666666; COMPLETED;1;0;0;13
3356; densening;63612;63769;2;6;1;6;3;0.5; COMPLETED;1;0;0;13
3357; densening;63931;64062;2;6;2;6;2;0.3333333333333333; COMPLETED;1;0;0;13
3358; densening;64157;64272;2;6;3;6;4;0.6666666666666666; TERMINATED;0;1;0;13
3359; densening;64363;64756;2;6;4;6;5;0.8333333333333334; COMPLETED;1;0;0;13
3360; densening;64911;65412;2;7;0;18;14;0.7777777777777778; TERMINATED;0;1;0;13
3361; densening;65518;65742;2;7;1;18;5;0.2777777777777778; TERMINATED;0;1;0;13
3362; densening;65904;66168;2;7;2;18;17;0.9444444444444444; TERMINATED;0;1;0;13
3363; densening;66302;66546;2;7;3;18;1;0.05555555555555555; COMPLETED;1;0;0;13
3364; densening;66600;66805;2;7;4;18;9;0.5; COMPLETED;1;0;0;13
3365; densening;66942;67128;2;8;0;12;6;0.5; TERMINATED;0;1;0;13
3366; densening;67173;67435;2;8;1;12;9;0.75; TERMINATED;0;1;0;13
3367; densening;67585;69607;2;8;2;12;11;0.9166666666666666; TERMINATED;0;1;0;13
3368; densening;69762;70159;2;8;3;12;1;0.08333333333333333; COMPLETED;1;0;0;13
3369; densening;70367;70569;2;8;4;12;3;0.25; COMPLETED;1;0;0;13
3370; densening;70822;71312;2;9;0;21;16;0.7619047619047619; COMPLETED;1;0;0;13
3371; densening;71397;71844;2;9;1;21;1;0.047619047619047616; COMPLETED;1;0;0;13
3372; densening;71897;72442;2;9;2;21;20;0.9523809523809523; COMPLETED;1;0;0;13
3373; densening;72516;72781;2;9;3;21;11;0.5238095238095238; COMPLETED;1;0;0;13
3374; densening;72828;73111;2;9;4;21;5;0.23809523809523808; COMPLETED;1;0;0;13
3375; densening;73258;76138;2;10;0;12;6;0.5; COMPLETED;1;0;0;13
3376; densening;76199;76440;2;10;1;12;1;0.08333333333333333; COMPLETED;1;0;0;13
3377; densening;76517;76967;2;10;2;12;9;0.75; TERMINATED;0;1;0;13
3378; densening;77090;77361;2;10;3;12;11;0.9166666666666666; COMPLETED;1;0;0;13
3379; densening;77416;77538;2;10;4;12;3;0.25; TERMINATED;0;1;0;13
3380; densening;77745;77874;2;11;0;6;1;0.16666666666666666; COMPLETED;1;0;0;13
3381; densening;77928;78080;2;11;1;6;2;0.3333333333333333; COMPLETED;1;0;0;13
3382; densening;78143;78367;2;11;2;6;5;0.8333333333333334; COMPLETED;1;0;0;13
3383; densening;78484;78626;2;11;3;6;4;0.6666666666666666; TERMINATED;0;1;0;13
3384; densening;78744;79044;2;11;4;6;3;0.5; COMPLETED;1;0;0;13
3385; densening;79190;79691;2;12;0;12;6;0.5; COMPLETED;1;0;0;13
3386; densening;79747;80021;2;12;1;12;11;0.9166666666666666; COMPLETED;1;0;0;13
3387; densening;80561;80741;2;12;2;12;3;0.25; COMPLETED;1;0;0;13
3388; densening;80937;81100;2;12;3;12;1;0.08333333333333333; COMPLETED;1;0;0;13
3389; densening;81160;81471;2;12;4;12;9;0.75; COMPLETED;1;0;0;13
3390; densening;81675;81867;2;13;0;15;8;0.5333333333333333; COMPLETED;1;0;0;13
3391; densening;81934;82147;2;13;1;15;4;0.26666666666666666; TERMINATED;0;1;0;13
3392; densening;82252;82556;2;13;2;15;11;0.7333333333333333; COMPLETED;1;0;0;13
3393; densening;82608;82796;2;13;3;15;1;0.06666666666666667; TERMINATED;0;1;0;13
3394; densening;82854;83178;2;13;4;15;14;0.9333333333333333; COMPLETED;1;0;0;13
3395; densening;83511;83721;2;14;0;21;1;0.047619047619047616; COMPLETED;1;0;0;13
3396; densening;83767;83972;2;14;1;21;5;0.23809523809523808; COMPLETED;1;0;0;13
3397; densening;84026;84555;2;14;2;21;16;0.7619047619047619; COMPLETED;1;0;0;13
3398; densening;84638;84901;2;14;3;21;20;0.9523809523809523; COMPLETED;1;0;0;13
3399; densening;85031;85320;2;14;4;21;11;0.5238095238095238; COMPLETED;1;0;0;13
3400; densening;85460;85634;2;15;0;15;14;0.9333333333333333; TERMINATED;0;1;0;13
3401; densening;85746;85967;2;15;1;15;4;0.26666666666666666; TERMINATED;0;1;0;13
3402; densening;86094;86347;2;15;2;15;8;0.5333333333333333; COMPLETED;1;0;0;13
3403; densening;86427;86607;2;15;3;15;1;0.06666666666666667; COMPLETED;1;0;0;13
3404; densening;86689;86987;2;15;4;15;11;0.7333333333333333; COMPLETED;1;0;0;13
3405; densening;87131;87301;2;16;0;6;4;0.6666666666666666; TERMINATED;0;1;0;13
3406; densening;87503;87727;2;16;1;6;2;0.3333333333333333; COMPLETED;1;0;0;13
3407; densening;87820;87979;2;16;2;6;1;0.16666666666666666; COMPLETED;1;0;0;13
3408; densening;88042;88158;2;16;3;6;5;0.8333333333333334; TERMINATED;0;1;0;13
3409; densening;88264;88463;2;16;4;6;3;0.5; COMPLETED;1;0;0;13
3410; densening;88608;88818;2;17;0;9;8;0.8888888888888888; COMPLETED;1;0;0;13
3411; densening;88873;89061;2;17;1;9;7;0.7777777777777778; COMPLETED;1;0;0;13
3412; densening;89130;89354;2;17;2;9;5;0.5555555555555556; COMPLETED;1;0;0;13
3413; densening;89426;89563;2;17;3;9;1;0.1111111111111111; TERMINATED;0;1;0;13
3414; densening;89676;89924;2;17;4;9;2;0.2222222222222222; COMPLETED;1;0;0;13
3415; densening;90121;90484;2;18;0;18;14;0.7777777777777778; COMPLETED;1;0;0;13
3416; densening;90541;90812;2;18;1;18;9;0.5; COMPLETED;1;0;0;13
3417; densening;90862;91046;2;18;2;18;5;0.2777777777777778; COMPLETED;1;0;0;13
3418; densening;91103;91215;2;18;3;18;1;0.05555555555555555; TERMINATED;0;1;0;13
3419; densening;91284;91550;2;18;4;18;17;0.9444444444444444; COMPLETED;1;0;0;13
3420; direct;91749;99868;3;1;0;6;4;0.6666666666666666; COMPLETED;1;0;0;13
3421; direct;99925;100030;3;1;1;6;2;0.3333333333333333; COMPLETED;1;0;0;13
3422; direct;100076;100144;3;1;2;6;3;0.5; TERMINATED;0;1;0;13
3423; direct;100216;100468;3;1;3;6;5;0.8333333333333334; COMPLETED;1;0;0;13
3424; direct;100538;100656;3;1;4;6;1;0.16666666666666666; TERMINATED;0;1;0;13
3425; direct;100830;101005;3;2;0;12;3;0.25; COMPLETED;1;0;0;13
3426; direct;101055;101296;3;2;1;12;6;0.5; COMPLETED;1;0;0;13
3427; direct;101346;101595;3;2;2;12;9;0.75; COMPLETED;1;0;0;13
3428; direct;101818;102066;3;2;3;12;11;0.9166666666666666; COMPLETED;1;0;0;13
3429; direct;102116;102257;3;2;4;12;1;0.08333333333333333; TERMINATED;0;1;0;13
3430; direct;102576;102794;3;3;0;12;9;0.75; COMPLETED;1;0;0;13
3431; direct;102845;103010;3;3;1;12;6;0.5; COMPLETED;1;0;0;13
3432; direct;103677;104330;3;3;2;12;1;0.08333333333333333; COMPLETED;1;0;0;13
3433; direct;104515;104772;3;3;3;12;11;0.9166666666666666; COMPLETED;1;0;0;13
3434; direct;105035;105170;3;3;4;12;3;0.25; TERMINATED;0;1;0;13
3435; direct;105690;106024;3;4;0;6;3;0.5; TERMINATED;0;1;0;13
3436; direct;106167;106324;3;4;1;6;5;0.8333333333333334; COMPLETED;1;0;0;13
3437; direct;106386;106581;3;4;2;6;1;0.16666666666666666; COMPLETED;1;0;0;13
3438; direct;107005;107351;3;4;3;6;4;0.6666666666666666; COMPLETED;1;0;0;13
3439; direct;107412;107505;3;4;4;6;2;0.3333333333333333; COMPLETED;1;0;0;13
3440; direct;107796;107995;3;5;0;18;5;0.2777777777777778; TERMINATED;0;1;0;13
3441; direct;107999;108060;3;5;1;18;17;0.9444444444444444; TERMINATED;0;1;0;13
3442; direct;108127;108370;3;5;2;18;9;0.5; COMPLETED;1;0;0;13
3443; direct;108426;108756;3;5;3;18;1;0.05555555555555555; COMPLETED;1;0;0;13
3444; direct;108802;109115;3;5;4;18;14;0.7777777777777778; COMPLETED;1;0;0;13
3445; direct;109240;109413;3;6;0;15;8;0.5333333333333333; COMPLETED;1;0;0;13
3446; direct;109453;109714;3;6;1;15;1;0.06666666666666667; COMPLETED;1;0;0;13
3447; direct;109761;110016;3;6;2;15;14;0.9333333333333333; COMPLETED;1;0;0;13
3448; direct;110072;110275;3;6;3;15;11;0.7333333333333333; COMPLETED;1;0;0;13
3449; direct;110337;110537;3;6;4;15;4;0.26666666666666666; COMPLETED;1;0;0;13
3450; direct;110653;110807;3;7;0;21;1;0.047619047619047616; TERMINATED;0;1;0;13
3451; direct;110878;111139;3;7;1;21;20;0.9523809523809523; COMPLETED;1;0;0;13
3452; direct;111206;111439;3;7;2;21;16;0.7619047619047619; COMPLETED;1;0;0;13
3453; direct;111536;111793;3;7;3;21;11;0.5238095238095238; TERMINATED;0;1;0;13
3454; direct;111852;112079;3;7;4;21;5;0.23809523809523808; FAILED;0;0;1;13
3455; direct;112656;112863;3;8;0;15;4;0.26666666666666666; COMPLETED;1;0;0;13
3456; direct;112907;113039;3;8;1;15;1;0.06666666666666667; TERMINATED;0;1;0;13
3457; direct;113162;114731;3;8;2;15;11;0.7333333333333333; FAILED;0;0;1;13
