;FrameTime
count;6210.0
mean;37.59771820109221
std;0.7933428447385354
min;19.12301587301587
5%;36.4929323009728
10%;36.75332467532467
25%;37.15526819923371
50%;37.60829976666275
75%;38.043197982671664
90%;38.42022508885086
95%;38.670436413431766
99%;39.16718456375839
max;57.70689655172415
ci95_hi;37.617450204436764
ci95_lo;37.57798619774766
iqr;0.8879297834379543
lower_bound;35.82337352407678
upper_bound;39.375092657828596
lower_whisker;35.83977900552486
upper_whisker;39.375
