;NumLayers;Completed_Num;Completed_Total;Completed_Avg;Failed_Num;Failed_Total;Failed_Avg;Terminated_Num;Terminated_Total;Terminated_Avg;Sum_Num;Sum_Total;All_Avg
0;6;741;7459.320000000002;10.066558704453445;13;156.50300000000001;12.038692307692308;281;1482.331;5.2751992882562275;1035;9098.154000000002;8.790486956521741
1;9;771;9619.059;12.476081712062255;16;134.37;8.398125;248;1967.0139999999994;7.931508064516127;1035;11720.443;11.324099516908213
2;12;732;8455.874999999998;11.551741803278686;15;110.88300000000001;7.392200000000001;288;2048.191000000001;7.11177430555556;1035;10614.948999999999;10.255989371980675
3;15;721;7908.312999999992;10.968533980582514;27;374.77700000000004;13.880629629629631;287;3508.049000000001;12.223167247386762;1035;11791.138999999994;11.392404830917869
4;18;708;9478.805999999982;13.388144067796585;27;431.3849999999999;15.977222222222217;300;3524.3289999999984;11.747763333333328;1035;13434.51999999998;12.980212560386455
5;21;676;9325.736000000003;13.795467455621306;37;455.93299999999994;12.322513513513512;322;2919.134999999998;9.065636645962726;1035;12700.804;12.271308212560387
