;;;;;Duration;Duration;Duration;Duration;Duration;Target;Target;Target;Target;Target;Target_Relative;Target_Relative;Target_Relative;Target_Relative;Target_Relative;Duration_Sum
Trial;;;;;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;
Proband;Block;Task;MappingMethod;NumLayers;;;;;;;;;;;;;;;;
06;1;16; densening;18;7.721;7.568;3.374;10.109;9.371;9.0;5.0;1.0;17.0;14.0;0.5;0.2777777777777778;0.05555555555555555;0.9444444444444444;0.7777777777777778;38.143
06;1;17; densening;12;8.57;6.821;7.041;8.724;4.061;11.0;3.0;6.0;9.0;1.0;0.9166666666666666;0.25;0.5;0.75;0.08333333333333333;35.217
06;1;18; densening;18;7.442;8.334;10.091;5.562;6.002;9.0;14.0;17.0;5.0;1.0;0.5;0.7777777777777778;0.9444444444444444;0.2777777777777778;0.05555555555555555;37.431
06;2;1; direct;18;19.986;7.045;11.819;13.143;10.57;9.0;5.0;14.0;1.0;17.0;0.5;0.2777777777777778;0.7777777777777778;0.05555555555555555;0.9444444444444444;62.563
06;2;2; direct;12;8.614;9.095;7.778;6.446;4.978;11.0;3.0;6.0;9.0;1.0;0.9166666666666666;0.25;0.5;0.75;0.08333333333333333;36.911
06;2;3; direct;15;9.848;13.32;11.542;10.41;5.074;11.0;1.0;8.0;14.0;4.0;0.7333333333333333;0.06666666666666667;0.5333333333333333;0.9333333333333333;0.26666666666666666;50.194
06;2;4; direct;15;10.336;7.958;5.41;8.998;5.171;14.0;8.0;1.0;11.0;4.0;0.9333333333333333;0.5333333333333333;0.06666666666666667;0.7333333333333333;0.26666666666666666;37.873
06;2;5; direct;6;4.526;7.835;6.805;6.924;5.143;1.0;4.0;5.0;3.0;2.0;0.16666666666666666;0.6666666666666666;0.8333333333333334;0.5;0.3333333333333333;31.233
06;2;6; direct;9;6.554;3.764;5.054;8.691;8.0;8.0;1.0;2.0;5.0;7.0;0.8888888888888888;0.1111111111111111;0.2222222222222222;0.5555555555555556;0.7777777777777778;32.063
06;2;7; direct;18;7.595;4.215;9.33;5.438;11.386;9.0;1.0;14.0;5.0;17.0;0.5;0.05555555555555555;0.7777777777777778;0.2777777777777778;0.9444444444444444;37.964
06;2;8; direct;15;6.025;6.549;3.839;10.405;14.024;8.0;11.0;4.0;14.0;1.0;0.5333333333333333;0.7333333333333333;0.26666666666666666;0.9333333333333333;0.06666666666666667;40.842
06;2;9; direct;21;5.363;12.865;10.128;17.349;7.617;1.0;11.0;5.0;20.0;16.0;0.047619047619047616;0.5238095238095238;0.23809523809523808;0.9523809523809523;0.7619047619047619;53.321999999999996
06;2;10; direct;6;6.648;8.057;5.541;5.141;7.385;2.0;4.0;3.0;1.0;5.0;0.3333333333333333;0.6666666666666666;0.5;0.16666666666666666;0.8333333333333334;32.772
06;2;11; direct;12;6.105;9.526;7.326;6.459;7.978;1.0;11.0;3.0;6.0;9.0;0.08333333333333333;0.9166666666666666;0.25;0.5;0.75;37.394
06;2;12; direct;9;5.254;11.763;7.048;6.619;5.54;2.0;8.0;7.0;5.0;1.0;0.2222222222222222;0.8888888888888888;0.7777777777777778;0.5555555555555556;0.1111111111111111;36.224
06;2;13; direct;12;6.105;17.356;7.514;8.783;6.97;1.0;3.0;9.0;11.0;6.0;0.08333333333333333;0.25;0.75;0.9166666666666666;0.5;46.728
06;2;14; direct;18;6.982;6.019;8.193;7.512;6.89;17.0;5.0;9.0;14.0;1.0;0.9444444444444444;0.2777777777777778;0.5;0.7777777777777778;0.05555555555555555;35.596000000000004
06;2;15; direct;9;5.644;8.034;5.941;4.108;8.395;1.0;5.0;8.0;2.0;7.0;0.1111111111111111;0.5555555555555556;0.8888888888888888;0.2222222222222222;0.7777777777777778;32.122
06;2;16; direct;21;9.155;20.659;7.316;6.455;18.568;16.0;1.0;20.0;5.0;11.0;0.7619047619047619;0.047619047619047616;0.9523809523809523;0.23809523809523808;0.5238095238095238;62.153000000000006
06;2;17; direct;21;6.779;34.884;8.913;8.865;6.759;1.0;16.0;20.0;11.0;5.0;0.047619047619047616;0.7619047619047619;0.9523809523809523;0.5238095238095238;0.23809523809523808;66.19999999999999
06;2;18; direct;6;7.361;3.219;5.634;4.098;6.053;4.0;2.0;5.0;1.0;3.0;0.6666666666666666;0.3333333333333333;0.8333333333333334;0.16666666666666666;0.5;26.365
06;3;1; widening;9;278.778;6.445;5.848;5.753;7.182;5.0;8.0;1.0;7.0;2.0;0.5555555555555556;0.8888888888888888;0.1111111111111111;0.7777777777777778;0.2222222222222222;304.00600000000003
06;3;2; widening;12;6.592;7.222;6.691;9.597;7.779;3.0;9.0;6.0;1.0;11.0;0.25;0.75;0.5;0.08333333333333333;0.9166666666666666;37.881
06;3;3; widening;15;10.143;12.984;6.032;11.986;11.35;8.0;11.0;4.0;14.0;1.0;0.5333333333333333;0.7333333333333333;0.26666666666666666;0.9333333333333333;0.06666666666666667;52.495000000000005
06;3;4; widening;18;9.698;7.421;9.114;5.985;6.847;17.0;14.0;1.0;5.0;9.0;0.9444444444444444;0.7777777777777778;0.05555555555555555;0.2777777777777778;0.5;39.065000000000005
06;3;5; widening;6;5.436;5.012;9.022;5.615;8.153;1.0;2.0;4.0;3.0;5.0;0.16666666666666666;0.3333333333333333;0.6666666666666666;0.5;0.8333333333333334;33.238
06;3;6; widening;12;5.63;6.802;4.904;9.826;10.308;6.0;9.0;3.0;1.0;11.0;0.5;0.75;0.25;0.08333333333333333;0.9166666666666666;37.47
06;3;7; widening;9;13.206;6.569;7.194;7.98;18.147;1.0;2.0;5.0;8.0;7.0;0.1111111111111111;0.2222222222222222;0.5555555555555556;0.8888888888888888;0.7777777777777778;53.096
06;3;8; widening;21;36.157;8.72;6.238;7.832;9.091;1.0;16.0;11.0;20.0;5.0;0.047619047619047616;0.7619047619047619;0.5238095238095238;0.9523809523809523;0.23809523809523808;68.038
06;3;9; widening;6;6.49;5.59;4.989;6.167;6.543;5.0;3.0;1.0;4.0;2.0;0.8333333333333334;0.5;0.16666666666666666;0.6666666666666666;0.3333333333333333;29.778999999999996
06;3;10; widening;21;10.061;7.242;7.181;17.709;24.238;11.0;16.0;1.0;5.0;20.0;0.5238095238095238;0.7619047619047619;0.047619047619047616;0.23809523809523808;0.9523809523809523;66.431
06;3;11; widening;21;8.753;20.575;7.627;7.302;7.052;11.0;16.0;20.0;1.0;5.0;0.5238095238095238;0.7619047619047619;0.9523809523809523;0.047619047619047616;0.23809523809523808;51.309
06;3;12; widening;18;33.843;12.773;7.429;6.89;11.092;14.0;1.0;5.0;9.0;17.0;0.7777777777777778;0.05555555555555555;0.2777777777777778;0.5;0.9444444444444444;72.027
06;3;13; widening;9;14.131;8.386;5.175;8.446;14.171;7.0;5.0;2.0;8.0;1.0;0.7777777777777778;0.5555555555555556;0.2222222222222222;0.8888888888888888;0.1111111111111111;50.309
06;3;14; widening;6;5.36;9.808;6.557;5.644;4.656;3.0;5.0;1.0;4.0;2.0;0.5;0.8333333333333334;0.16666666666666666;0.6666666666666666;0.3333333333333333;32.025
06;3;15; widening;12;12.498;14.072;4.435;17.136;10.047;11.0;1.0;6.0;9.0;3.0;0.9166666666666666;0.08333333333333333;0.5;0.75;0.25;58.188
06;3;16; widening;15;9.98;6.942;7.268;7.272;6.906;14.0;11.0;1.0;8.0;4.0;0.9333333333333333;0.7333333333333333;0.06666666666666667;0.5333333333333333;0.26666666666666666;38.368
06;3;17; widening;18;8.164;9.433;10.571;10.14;6.469;14.0;1.0;5.0;17.0;9.0;0.7777777777777778;0.05555555555555555;0.2777777777777778;0.9444444444444444;0.5;44.777
06;3;18; widening;15;6.084;8.85;6.225;8.206;7.437;4.0;14.0;8.0;1.0;11.0;0.26666666666666666;0.9333333333333333;0.5333333333333333;0.06666666666666667;0.7333333333333333;36.802
07;1;1; widening;18;8.505;10.153;9.309;9.169;6.874;17.0;1.0;9.0;14.0;5.0;0.9444444444444444;0.05555555555555555;0.5;0.7777777777777778;0.2777777777777778;44.01
07;1;2; widening;15;9.773;7.601;8.672;8.072;6.627;11.0;8.0;14.0;1.0;4.0;0.7333333333333333;0.5333333333333333;0.9333333333333333;0.06666666666666667;0.26666666666666666;40.745
07;1;3; widening;12;9.116;8.002;6.754;7.422;7.911;11.0;6.0;3.0;1.0;9.0;0.9166666666666666;0.5;0.25;0.08333333333333333;0.75;39.205
07;1;4; widening;12;33.531;6.314;7.874;8.135;9.967;6.0;11.0;3.0;1.0;9.0;0.5;0.9166666666666666;0.25;0.08333333333333333;0.75;65.821
07;1;5; widening;21;8.747;10.666;11.768;8.406;7.223;5.0;1.0;20.0;16.0;11.0;0.23809523809523808;0.047619047619047616;0.9523809523809523;0.7619047619047619;0.5238095238095238;46.81
07;1;6; widening;6;6.141;4.296;4.109;6.539;5.952;2.0;4.0;5.0;3.0;1.0;0.3333333333333333;0.6666666666666666;0.8333333333333334;0.5;0.16666666666666666;27.037
07;1;7; widening;9;5.561;7.246;8.834;6.738;8.064;1.0;5.0;8.0;7.0;2.0;0.1111111111111111;0.5555555555555556;0.8888888888888888;0.7777777777777778;0.2222222222222222;36.443
07;1;8; widening;18;7.355;9.292;16.555;11.003;9.431;9.0;5.0;14.0;17.0;1.0;0.5;0.2777777777777778;0.7777777777777778;0.9444444444444444;0.05555555555555555;53.635999999999996
07;1;9; widening;18;7.637;10.011;8.598;6.519;9.339;14.0;17.0;1.0;5.0;9.0;0.7777777777777778;0.9444444444444444;0.05555555555555555;0.2777777777777778;0.5;42.104
07;1;10; widening;21;10.011;11.139;9.797;26.779;7.077;11.0;20.0;1.0;16.0;5.0;0.5238095238095238;0.9523809523809523;0.047619047619047616;0.7619047619047619;0.23809523809523808;64.803
07;1;11; widening;9;17.441;8.392;4.489;6.293;9.271;7.0;1.0;2.0;5.0;8.0;0.7777777777777778;0.1111111111111111;0.2222222222222222;0.5555555555555556;0.8888888888888888;45.886
07;1;12; widening;6;4.555;5.579;5.866;8.846;5.204;5.0;2.0;1.0;4.0;3.0;0.8333333333333334;0.3333333333333333;0.16666666666666666;0.6666666666666666;0.5;30.05
07;1;13; widening;21;10.778;15.879;9.336;14.129;8.083;16.0;5.0;1.0;20.0;11.0;0.7619047619047619;0.23809523809523808;0.047619047619047616;0.9523809523809523;0.5238095238095238;58.205
07;1;14; widening;15;10.951;10.373;7.035;10.078;14.675;1.0;11.0;4.0;14.0;8.0;0.06666666666666667;0.7333333333333333;0.26666666666666666;0.9333333333333333;0.5333333333333333;53.111999999999995
07;1;15; widening;9;5.944;5.39;8.805;6.713;11.715;2.0;1.0;5.0;8.0;7.0;0.2222222222222222;0.1111111111111111;0.5555555555555556;0.8888888888888888;0.7777777777777778;38.567
07;1;16; widening;6;4.457;6.179;6.821;7.205;6.476;4.0;3.0;1.0;5.0;2.0;0.6666666666666666;0.5;0.16666666666666666;0.8333333333333334;0.3333333333333333;31.137999999999998
07;1;17; widening;12;8.427;4.787;46.325;11.494;6.169;6.0;3.0;11.0;9.0;1.0;0.5;0.25;0.9166666666666666;0.75;0.08333333333333333;77.202
07;1;18; widening;15;10.994;8.872;10.062;11.718;11.183;14.0;4.0;8.0;11.0;1.0;0.9333333333333333;0.26666666666666666;0.5333333333333333;0.7333333333333333;0.06666666666666667;52.829
07;2;1; direct;9;42.485;6.11;4.675;11.66;5.422;1.0;7.0;5.0;8.0;2.0;0.1111111111111111;0.7777777777777778;0.5555555555555556;0.8888888888888888;0.2222222222222222;70.35199999999999
07;2;2; direct;21;7.695;6.242;16.187;10.919;12.608;5.0;1.0;20.0;11.0;16.0;0.23809523809523808;0.047619047619047616;0.9523809523809523;0.5238095238095238;0.7619047619047619;53.65100000000001
07;2;3; direct;12;10.043;9.468;5.597;16.114;8.277;11.0;3.0;6.0;9.0;1.0;0.9166666666666666;0.25;0.5;0.75;0.08333333333333333;49.499
07;2;4; direct;15;14.993;6.714;5.486;5.853;11.341;14.0;8.0;1.0;4.0;11.0;0.9333333333333333;0.5333333333333333;0.06666666666666667;0.26666666666666666;0.7333333333333333;44.387
07;2;5; direct;21;5.768;7.515;10.618;14.804;13.356;1.0;5.0;11.0;16.0;20.0;0.047619047619047616;0.23809523809523808;0.5238095238095238;0.7619047619047619;0.9523809523809523;52.061
07;2;6; direct;18;8.981;6.613;11.655;5.05;10.544;9.0;5.0;17.0;1.0;14.0;0.5;0.2777777777777778;0.9444444444444444;0.05555555555555555;0.7777777777777778;42.843
07;2;7; direct;6;6.137;3.941;5.367;2.671;8.003;3.0;1.0;2.0;5.0;4.0;0.5;0.16666666666666666;0.3333333333333333;0.8333333333333334;0.6666666666666666;26.119
07;2;8; direct;12;3.942;10.167;7.15;10.632;10.764;1.0;9.0;3.0;6.0;11.0;0.08333333333333333;0.75;0.25;0.5;0.9166666666666666;42.655
07;2;9; direct;15;11.168;7.765;9.83;6.51;13.636;14.0;4.0;8.0;1.0;11.0;0.9333333333333333;0.26666666666666666;0.5333333333333333;0.06666666666666667;0.7333333333333333;48.90899999999999
07;2;10; direct;12;6.684;10.001;7.572;8.255;6.693;3.0;11.0;6.0;9.0;1.0;0.25;0.9166666666666666;0.5;0.75;0.08333333333333333;39.205
07;2;11; direct;21;12.671;8.089;9.91;13.884;15.833;16.0;5.0;11.0;20.0;1.0;0.7619047619047619;0.23809523809523808;0.5238095238095238;0.9523809523809523;0.047619047619047616;60.387
07;2;12; direct;6;5.695;3.887;4.587;6.129;6.857;1.0;2.0;5.0;4.0;3.0;0.16666666666666666;0.3333333333333333;0.8333333333333334;0.6666666666666666;0.5;27.155
07;2;13; direct;9;6.868;6.459;10.014;7.179;8.253;2.0;1.0;8.0;5.0;7.0;0.2222222222222222;0.1111111111111111;0.8888888888888888;0.5555555555555556;0.7777777777777778;38.773
07;2;14; direct;15;11.584;12.69;5.992;8.76;2.896;11.0;14.0;1.0;8.0;4.0;0.7333333333333333;0.9333333333333333;0.06666666666666667;0.5333333333333333;0.26666666666666666;41.922000000000004
07;2;15; direct;18;10.295;13.177;12.094;5.071;5.52;5.0;17.0;14.0;9.0;1.0;0.2777777777777778;0.9444444444444444;0.7777777777777778;0.5;0.05555555555555555;46.157
07;2;16; direct;18;14.648;9.051;9.613;6.634;8.886;17.0;9.0;14.0;5.0;1.0;0.9444444444444444;0.5;0.7777777777777778;0.2777777777777778;0.05555555555555555;48.831999999999994
07;2;17; direct;9;7.921;6.143;10.843;11.448;6.201;5.0;1.0;7.0;8.0;2.0;0.5555555555555556;0.1111111111111111;0.7777777777777778;0.8888888888888888;0.2222222222222222;42.556000000000004
07;2;18; direct;6;6.572;5.833;5.911;8.199;5.905;5.0;2.0;1.0;4.0;3.0;0.8333333333333334;0.3333333333333333;0.16666666666666666;0.6666666666666666;0.5;32.42
07;3;1; densening;15;8.631;5.8;11.321;11.401;8.538;4.0;1.0;11.0;14.0;8.0;0.26666666666666666;0.06666666666666667;0.7333333333333333;0.9333333333333333;0.5333333333333333;45.691
07;3;2; densening;21;8.89;15.193;7.38;4.851;11.054;5.0;20.0;11.0;1.0;16.0;0.23809523809523808;0.9523809523809523;0.5238095238095238;0.047619047619047616;0.7619047619047619;47.368
07;3;3; densening;21;8.144;11.278;9.262;4.853;8.021;5.0;16.0;11.0;1.0;20.0;0.23809523809523808;0.7619047619047619;0.5238095238095238;0.047619047619047616;0.9523809523809523;41.558
07;3;4; densening;12;8.514;8.029;6.737;11.348;5.658;9.0;6.0;3.0;11.0;1.0;0.75;0.5;0.25;0.9166666666666666;0.08333333333333333;40.286
07;3;5; densening;12;8.917;9.247;8.62;4.388;6.535;6.0;11.0;9.0;1.0;3.0;0.5;0.9166666666666666;0.75;0.08333333333333333;0.25;37.706999999999994
07;3;6; densening;9;7.483;5.369;5.758;8.347;8.061;5.0;1.0;2.0;7.0;8.0;0.5555555555555556;0.1111111111111111;0.2222222222222222;0.7777777777777778;0.8888888888888888;35.018
07;3;7; densening;21;11.485;18.183;4.22;11.319;8.401;20.0;11.0;1.0;16.0;5.0;0.9523809523809523;0.5238095238095238;0.047619047619047616;0.7619047619047619;0.23809523809523808;53.608000000000004
07;3;8; densening;6;7.534;6.447;7.166;4.502;51.131;5.0;3.0;4.0;1.0;2.0;0.8333333333333334;0.5;0.6666666666666666;0.16666666666666666;0.3333333333333333;76.78
07;3;9; densening;15;6.072;6.748;7.79;12.854;4.773;4.0;8.0;11.0;14.0;1.0;0.26666666666666666;0.5333333333333333;0.7333333333333333;0.9333333333333333;0.06666666666666667;38.236999999999995
07;3;10; densening;9;6.337;6.392;7.76;3.415;9.352;2.0;5.0;7.0;1.0;8.0;0.2222222222222222;0.5555555555555556;0.7777777777777778;0.1111111111111111;0.8888888888888888;33.256
07;3;11; densening;18;8.761;5.069;6.036;7.725;8.964;14.0;1.0;5.0;9.0;17.0;0.7777777777777778;0.05555555555555555;0.2777777777777778;0.5;0.9444444444444444;36.555
07;3;12; densening;18;8.889;6.168;8.983;9.186;19.221;9.0;1.0;5.0;14.0;17.0;0.5;0.05555555555555555;0.2777777777777778;0.7777777777777778;0.9444444444444444;52.447
07;3;13; densening;18;6.869;12.716;8.412;7.763;8.336;1.0;14.0;5.0;9.0;17.0;0.05555555555555555;0.7777777777777778;0.2777777777777778;0.5;0.9444444444444444;44.096
07;3;14; densening;6;6.172;6.613;7.207;6.599;6.715;1.0;2.0;3.0;4.0;5.0;0.16666666666666666;0.3333333333333333;0.5;0.6666666666666666;0.8333333333333334;33.306
07;3;15; densening;6;6.703;6.513;5.769;76.612;6.73;5.0;3.0;4.0;1.0;2.0;0.8333333333333334;0.5;0.6666666666666666;0.16666666666666666;0.3333333333333333;102.327
07;3;16; densening;15;9.488;6.268;20.338;7.572;9.004;14.0;8.0;1.0;4.0;11.0;0.9333333333333333;0.5333333333333333;0.06666666666666667;0.26666666666666666;0.7333333333333333;52.67
07;3;17; densening;9;6.534;7.457;7.252;5.813;6.762;5.0;8.0;7.0;1.0;2.0;0.5555555555555556;0.8888888888888888;0.7777777777777778;0.1111111111111111;0.2222222222222222;33.818
07;3;18; densening;12;3.39;6.784;5.812;9.074;7.583;1.0;6.0;3.0;11.0;9.0;0.08333333333333333;0.5;0.25;0.9166666666666666;0.75;32.643
08;1;1; densening;15;12.134;11.963;11.92;15.152;12.257;8.0;11.0;1.0;14.0;4.0;0.5333333333333333;0.7333333333333333;0.06666666666666667;0.9333333333333333;0.26666666666666666;63.426
08;1;2; densening;21;11.642;6.845;12.31;9.08;18.385;1.0;5.0;20.0;11.0;16.0;0.047619047619047616;0.23809523809523808;0.9523809523809523;0.5238095238095238;0.7619047619047619;58.262
08;1;3; densening;18;14.253;11.035;6.677;32.703;9.9;5.0;1.0;9.0;14.0;17.0;0.2777777777777778;0.05555555555555555;0.5;0.7777777777777778;0.9444444444444444;74.56800000000001
08;1;4; densening;9;10.424;13.888;6.125;12.252;10.984;1.0;7.0;2.0;5.0;8.0;0.1111111111111111;0.7777777777777778;0.2222222222222222;0.5555555555555556;0.8888888888888888;53.673
08;1;5; densening;15;11.201;14.066;9.183;5.816;6.674;1.0;11.0;8.0;14.0;4.0;0.06666666666666667;0.7333333333333333;0.5333333333333333;0.9333333333333333;0.26666666666666666;46.940000000000005
08;1;6; densening;9;36.187;7.904;8.297;15.536;10.108;2.0;8.0;1.0;5.0;7.0;0.2222222222222222;0.8888888888888888;0.1111111111111111;0.5555555555555556;0.7777777777777778;78.032
08;1;7; densening;21;20.817;19.666;9.718;12.754;9.017;20.0;16.0;1.0;11.0;5.0;0.9523809523809523;0.7619047619047619;0.047619047619047616;0.5238095238095238;0.23809523809523808;71.97200000000001
08;1;8; densening;15;13.501;14.813;6.778;5.051;10.822;11.0;8.0;4.0;14.0;1.0;0.7333333333333333;0.5333333333333333;0.26666666666666666;0.9333333333333333;0.06666666666666667;50.965
08;1;9; densening;6;9.659;7.071;8.704;6.517;7.365;3.0;2.0;5.0;4.0;1.0;0.5;0.3333333333333333;0.8333333333333334;0.6666666666666666;0.16666666666666666;39.316
08;1;10; densening;12;21.631;11.375;12.191;7.833;10.573;9.0;6.0;11.0;1.0;3.0;0.75;0.5;0.9166666666666666;0.08333333333333333;0.25;63.603
08;1;11; densening;6;9.11;8.096;9.473;10.186;6.083;5.0;2.0;1.0;4.0;3.0;0.8333333333333334;0.3333333333333333;0.16666666666666666;0.6666666666666666;0.5;42.948
08;1;12; densening;18;15.217;9.652;1.727;9.653;13.053;17.0;9.0;5.0;14.0;1.0;0.9444444444444444;0.5;0.2777777777777778;0.7777777777777778;0.05555555555555555;49.30200000000001
08;1;13; densening;12;13.468;8.736;6.069;7.692;8.231;11.0;6.0;9.0;1.0;3.0;0.9166666666666666;0.5;0.75;0.08333333333333333;0.25;44.196000000000005
08;1;14; densening;18;9.118;8.79;5.918;14.057;10.325;5.0;9.0;1.0;14.0;17.0;0.2777777777777778;0.5;0.05555555555555555;0.7777777777777778;0.9444444444444444;48.208
08;1;15; densening;6;23.177;7.153;4.444;6.163;6.431;5.0;4.0;3.0;1.0;2.0;0.8333333333333334;0.6666666666666666;0.5;0.16666666666666666;0.3333333333333333;47.367999999999995
08;1;16; densening;12;7.747;7.273;7.73;9.094;6.974;1.0;11.0;3.0;9.0;6.0;0.08333333333333333;0.9166666666666666;0.25;0.75;0.5;38.818
08;1;17; densening;9;9.737;13.349;7.797;11.011;7.988;8.0;7.0;2.0;5.0;1.0;0.8888888888888888;0.7777777777777778;0.2222222222222222;0.5555555555555556;0.1111111111111111;49.882
08;1;18; densening;21;7.487;23.354;6.104;12.153;11.198;1.0;20.0;5.0;16.0;11.0;0.047619047619047616;0.9523809523809523;0.23809523809523808;0.7619047619047619;0.5238095238095238;60.296
08;2;1; direct;21;340.853;10.261;13.402;8.595;7.91;1.0;16.0;20.0;5.0;11.0;0.047619047619047616;0.7619047619047619;0.9523809523809523;0.23809523809523808;0.5238095238095238;381.0210000000001
08;2;2; direct;12;6.528;6.183;10.001;5.883;6.681;6.0;3.0;9.0;1.0;11.0;0.5;0.25;0.75;0.08333333333333333;0.9166666666666666;35.275999999999996
08;2;3; direct;12;6.88;6.779;7.295;7.94;5.823;3.0;9.0;6.0;11.0;1.0;0.25;0.75;0.5;0.9166666666666666;0.08333333333333333;34.717
08;2;4; direct;15;41.208;20.026;8.796;5.033;9.026;14.0;11.0;8.0;4.0;1.0;0.9333333333333333;0.7333333333333333;0.5333333333333333;0.26666666666666666;0.06666666666666667;84.089
08;2;5; direct;18;12.648;9.817;5.084;8.25;7.451;17.0;14.0;5.0;9.0;1.0;0.9444444444444444;0.7777777777777778;0.2777777777777778;0.5;0.05555555555555555;43.25
08;2;6; direct;6;7.827;5.327;4.253;4.055;7.936;3.0;1.0;2.0;5.0;4.0;0.5;0.16666666666666666;0.3333333333333333;0.8333333333333334;0.6666666666666666;29.398
08;2;7; direct;21;8.68;10.979;6.069;7.137;9.275;20.0;11.0;5.0;1.0;16.0;0.9523809523809523;0.5238095238095238;0.23809523809523808;0.047619047619047616;0.7619047619047619;42.13999999999999
08;2;8; direct;9;6.578;5.557;5.893;7.94;6.698;7.0;2.0;5.0;8.0;1.0;0.7777777777777778;0.2222222222222222;0.5555555555555556;0.8888888888888888;0.1111111111111111;32.666000000000004
08;2;9; direct;18;6.62;7.674;7.686;9.014;7.109;1.0;5.0;17.0;14.0;9.0;0.05555555555555555;0.2777777777777778;0.9444444444444444;0.7777777777777778;0.5;38.103
08;2;10; direct;6;8.305;5.82;3.847;3.353;10.204;3.0;2.0;5.0;4.0;1.0;0.5;0.3333333333333333;0.8333333333333334;0.6666666666666666;0.16666666666666666;31.529000000000003
08;2;11; direct;21;13.474;17.522;11.691;18.983;10.135;16.0;5.0;11.0;1.0;20.0;0.7619047619047619;0.23809523809523808;0.5238095238095238;0.047619047619047616;0.9523809523809523;71.805
08;2;12; direct;15;14.206;10.644;6.909;11.0;12.396;4.0;11.0;1.0;14.0;8.0;0.26666666666666666;0.7333333333333333;0.06666666666666667;0.9333333333333333;0.5333333333333333;55.155
08;2;13; direct;15;19.006;23.709;7.764;10.749;12.983;11.0;4.0;8.0;1.0;14.0;0.7333333333333333;0.26666666666666666;0.5333333333333333;0.06666666666666667;0.9333333333333333;74.21100000000001
08;2;14; direct;18;38.573;20.237;10.646;11.619;12.741;5.0;17.0;14.0;1.0;9.0;0.2777777777777778;0.9444444444444444;0.7777777777777778;0.05555555555555555;0.5;93.816
08;2;15; direct;9;14.175;8.432;8.639;7.448;6.091;1.0;7.0;8.0;5.0;2.0;0.1111111111111111;0.7777777777777778;0.8888888888888888;0.5555555555555556;0.2222222222222222;44.785000000000004
08;2;16; direct;9;12.565;3.556;6.564;8.239;9.305;1.0;7.0;5.0;8.0;2.0;0.1111111111111111;0.7777777777777778;0.5555555555555556;0.8888888888888888;0.2222222222222222;40.229
08;2;17; direct;12;10.078;7.045;9.527;5.646;7.727;6.0;3.0;11.0;1.0;9.0;0.5;0.25;0.9166666666666666;0.08333333333333333;0.75;40.022999999999996
08;2;18; direct;6;5.739;8.232;5.261;5.641;4.669;5.0;4.0;1.0;3.0;2.0;0.8333333333333334;0.6666666666666666;0.16666666666666666;0.5;0.3333333333333333;29.541999999999998
08;3;1; widening;9;14.73;21.746;5.774;11.351;10.414;2.0;8.0;7.0;1.0;5.0;0.2222222222222222;0.8888888888888888;0.7777777777777778;0.1111111111111111;0.5555555555555556;64.015
08;3;2; widening;9;7.483;4.449;9.067;5.624;6.797;5.0;1.0;7.0;2.0;8.0;0.5555555555555556;0.1111111111111111;0.7777777777777778;0.2222222222222222;0.8888888888888888;33.419999999999995
08;3;3; widening;15;13.018;9.388;9.002;7.621;10.18;8.0;14.0;11.0;4.0;1.0;0.5333333333333333;0.9333333333333333;0.7333333333333333;0.26666666666666666;0.06666666666666667;49.209
08;3;4; widening;15;39.884;6.625;7.078;10.742;10.052;14.0;1.0;8.0;4.0;11.0;0.9333333333333333;0.06666666666666667;0.5333333333333333;0.26666666666666666;0.7333333333333333;74.381
08;3;5; widening;18;20.653;6.93;8.439;14.248;17.021;5.0;14.0;17.0;1.0;9.0;0.2777777777777778;0.7777777777777778;0.9444444444444444;0.05555555555555555;0.5;67.291
08;3;6; widening;12;29.434;10.74;7.868;8.685;7.094;3.0;11.0;9.0;1.0;6.0;0.25;0.9166666666666666;0.75;0.08333333333333333;0.5;63.821000000000005
08;3;7; widening;21;11.508;20.088;13.545;13.287;24.094;1.0;11.0;20.0;16.0;5.0;0.047619047619047616;0.5238095238095238;0.9523809523809523;0.7619047619047619;0.23809523809523808;82.52199999999999
08;3;8; widening;12;10.326;4.935;14.473;14.716;9.365;3.0;9.0;11.0;6.0;1.0;0.25;0.75;0.9166666666666666;0.5;0.08333333333333333;53.815000000000005
08;3;9; widening;12;6.528;13.868;4.827;13.253;8.73;1.0;6.0;11.0;9.0;3.0;0.08333333333333333;0.5;0.9166666666666666;0.75;0.25;47.206
08;3;10; widening;6;94.393;5.546;9.991;6.808;3.989;3.0;4.0;2.0;1.0;5.0;0.5;0.6666666666666666;0.3333333333333333;0.16666666666666666;0.8333333333333334;120.727
08;3;11; widening;21;21.607;13.037;13.226;8.961;8.382;5.0;1.0;11.0;16.0;20.0;0.23809523809523808;0.047619047619047616;0.5238095238095238;0.7619047619047619;0.9523809523809523;65.213
08;3;12; widening;18;7.744;7.67;5.587;10.366;18.636;17.0;9.0;5.0;14.0;1.0;0.9444444444444444;0.5;0.2777777777777778;0.7777777777777778;0.05555555555555555;50.003
08;3;13; widening;9;8.664;4.072;8.635;7.444;6.942;7.0;8.0;2.0;1.0;5.0;0.7777777777777778;0.8888888888888888;0.2222222222222222;0.1111111111111111;0.5555555555555556;35.757000000000005
