;;;;;Duration;Duration;Duration;Duration;Duration;Target;Target;Target;Target;Target;Target_Relative;Target_Relative;Target_Relative;Target_Relative;Target_Relative;Duration_Sum
Trial;;;;;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;
Proband;Block;Task;MappingMethod;NumLayers;;;;;;;;;;;;;;;;
12;2;14; densening;21;5.595;7.737;8.555;6.411;11.158;1.0;16.0;11.0;5.0;20.0;0.047619047619047616;0.7619047619047619;0.5238095238095238;0.23809523809523808;0.9523809523809523;39.456
12;2;15; densening;15;8.928;5.881;9.118;5.538;7.847;8.0;4.0;11.0;1.0;14.0;0.5333333333333333;0.26666666666666666;0.7333333333333333;0.06666666666666667;0.9333333333333333;37.312
12;2;16; densening;9;4.932;6.756;6.492;5.795;9.157;2.0;7.0;5.0;1.0;8.0;0.2222222222222222;0.7777777777777778;0.5555555555555556;0.1111111111111111;0.8888888888888888;33.132000000000005
12;2;17; densening;18;8.211;5.242;7.756;9.13;9.105;5.0;1.0;9.0;14.0;17.0;0.2777777777777778;0.05555555555555555;0.5;0.7777777777777778;0.9444444444444444;39.444
12;2;18; densening;6;6.835;6.278;4.976;6.066;5.842;4.0;3.0;5.0;1.0;2.0;0.6666666666666666;0.5;0.8333333333333334;0.16666666666666666;0.3333333333333333;29.996999999999996
12;3;1; widening;9;7.208;5.307;7.632;6.373;5.943;1.0;2.0;8.0;7.0;5.0;0.1111111111111111;0.2222222222222222;0.8888888888888888;0.7777777777777778;0.5555555555555556;32.463
12;3;2; widening;21;7.296;11.121;7.209;9.996;7.108;5.0;1.0;16.0;20.0;11.0;0.23809523809523808;0.047619047619047616;0.7619047619047619;0.9523809523809523;0.5238095238095238;42.73
12;3;3; widening;6;5.959;5.781;4.152;5.919;5.322;4.0;5.0;1.0;3.0;2.0;0.6666666666666666;0.8333333333333334;0.16666666666666666;0.5;0.3333333333333333;27.133
12;3;4; widening;6;5.366;6.109;4.691;5.298;5.242;1.0;5.0;4.0;3.0;2.0;0.16666666666666666;0.8333333333333334;0.6666666666666666;0.5;0.3333333333333333;26.706
12;3;5; widening;12;9.606;6.294;6.601;6.19;8.342;1.0;11.0;6.0;3.0;9.0;0.08333333333333333;0.9166666666666666;0.5;0.25;0.75;37.033
12;3;6; widening;21;6.225;7.214;6.803;8.006;9.37;5.0;16.0;11.0;20.0;1.0;0.23809523809523808;0.7619047619047619;0.5238095238095238;0.9523809523809523;0.047619047619047616;37.618
12;3;7; widening;18;8.456;10.237;7.548;7.963;8.91;1.0;17.0;9.0;14.0;5.0;0.05555555555555555;0.9444444444444444;0.5;0.7777777777777778;0.2777777777777778;43.114000000000004
12;3;8; widening;18;7.707;9.464;6.375;9.895;6.737;14.0;5.0;1.0;17.0;9.0;0.7777777777777778;0.2777777777777778;0.05555555555555555;0.9444444444444444;0.5;40.178000000000004
12;3;9; widening;12;6.925;6.098;7.115;9.909;6.559;11.0;6.0;3.0;9.0;1.0;0.9166666666666666;0.5;0.25;0.75;0.08333333333333333;36.605999999999995
12;3;10; widening;9;5.436;7.348;8.009;6.055;4.598;2.0;5.0;7.0;8.0;1.0;0.2222222222222222;0.5555555555555556;0.7777777777777778;0.8888888888888888;0.1111111111111111;31.445999999999998
12;3;11; widening;15;7.352;8.758;4.727;9.089;8.172;1.0;14.0;4.0;8.0;11.0;0.06666666666666667;0.9333333333333333;0.26666666666666666;0.5333333333333333;0.7333333333333333;38.098
12;3;12; widening;18;8.924;8.75;7.52;14.824;4.966;1.0;17.0;14.0;9.0;5.0;0.05555555555555555;0.9444444444444444;0.7777777777777778;0.5;0.2777777777777778;44.984
12;3;13; widening;15;7.104;9.78;7.306;7.583;7.323;11.0;1.0;14.0;4.0;8.0;0.7333333333333333;0.06666666666666667;0.9333333333333333;0.26666666666666666;0.5333333333333333;39.096000000000004
12;3;14; widening;6;5.372;5.058;5.099;5.818;5.395;2.0;1.0;4.0;5.0;3.0;0.3333333333333333;0.16666666666666666;0.6666666666666666;0.8333333333333334;0.5;26.742
12;3;15; widening;21;9.482;13.437;8.3;6.189;10.679;5.0;1.0;11.0;16.0;20.0;0.23809523809523808;0.047619047619047616;0.5238095238095238;0.7619047619047619;0.9523809523809523;48.087
12;3;16; widening;12;6.879;9.843;6.628;5.353;8.733;6.0;3.0;11.0;1.0;9.0;0.5;0.25;0.9166666666666666;0.08333333333333333;0.75;37.43600000000001
12;3;17; widening;9;9.538;5.901;9.822;6.056;6.853;1.0;2.0;8.0;5.0;7.0;0.1111111111111111;0.2222222222222222;0.8888888888888888;0.5555555555555556;0.7777777777777778;38.17
12;3;18; widening;15;7.004;6.549;7.385;5.892;8.722;8.0;11.0;14.0;4.0;1.0;0.5333333333333333;0.7333333333333333;0.9333333333333333;0.26666666666666666;0.06666666666666667;35.552
13;1;1; widening;21;19.82;10.791;24.606;9.578;8.775;5.0;20.0;1.0;11.0;16.0;0.23809523809523808;0.9523809523809523;0.047619047619047616;0.5238095238095238;0.7619047619047619;73.57000000000001
13;1;2; widening;12;10.485;8.72;15.751;7.062;8.109;11.0;9.0;1.0;6.0;3.0;0.9166666666666666;0.75;0.08333333333333333;0.5;0.25;50.126999999999995
13;1;3; widening;18;7.892;19.677;14.538;11.711;10.154;9.0;17.0;14.0;1.0;5.0;0.5;0.9444444444444444;0.7777777777777778;0.05555555555555555;0.2777777777777778;63.971999999999994
13;1;4; widening;12;12.769;6.034;6.241;7.96;5.37;11.0;6.0;3.0;1.0;9.0;0.9166666666666666;0.5;0.25;0.08333333333333333;0.75;38.373999999999995
13;1;5; widening;21;12.709;10.356;5.852;9.128;18.275;20.0;11.0;5.0;16.0;1.0;0.9523809523809523;0.5238095238095238;0.23809523809523808;0.7619047619047619;0.047619047619047616;56.32
13;1;6; widening;9;7.088;7.795;8.083;7.401;4.881;1.0;2.0;7.0;8.0;5.0;0.1111111111111111;0.2222222222222222;0.7777777777777778;0.8888888888888888;0.5555555555555556;35.248000000000005
13;1;7; widening;21;30.623;8.865;34.89;14.208;18.849;16.0;5.0;1.0;11.0;20.0;0.7619047619047619;0.23809523809523808;0.047619047619047616;0.5238095238095238;0.9523809523809523;107.435
13;1;8; widening;9;6.382;6.275;6.07;5.942;6.125;7.0;8.0;1.0;2.0;5.0;0.7777777777777778;0.8888888888888888;0.1111111111111111;0.2222222222222222;0.5555555555555556;30.794
13;1;9; widening;18;6.131;7.154;11.241;9.86;123.369;1.0;17.0;9.0;5.0;14.0;0.05555555555555555;0.9444444444444444;0.5;0.2777777777777778;0.7777777777777778;157.755
13;1;10; widening;12;15.745;8.77;7.174;9.783;6.868;3.0;9.0;1.0;11.0;6.0;0.25;0.75;0.08333333333333333;0.9166666666666666;0.5;48.34
13;1;11; widening;6;5.48;5.408;4.826;6.829;3.397;4.0;5.0;3.0;1.0;2.0;0.6666666666666666;0.8333333333333334;0.5;0.16666666666666666;0.3333333333333333;25.94
13;1;12; widening;6;6.659;3.689;5.964;4.596;6.344;5.0;2.0;3.0;4.0;1.0;0.8333333333333334;0.3333333333333333;0.5;0.6666666666666666;0.16666666666666666;27.252
13;1;13; widening;15;10.091;6.799;19.841;9.642;22.862;8.0;4.0;14.0;11.0;1.0;0.5333333333333333;0.26666666666666666;0.9333333333333333;0.7333333333333333;0.06666666666666667;69.235
13;1;14; widening;9;18.529;5.728;18.41;11.296;10.78;5.0;7.0;1.0;2.0;8.0;0.5555555555555556;0.7777777777777778;0.1111111111111111;0.2222222222222222;0.8888888888888888;64.743
13;1;15; widening;18;8.489;40.41;12.139;5.34;10.681;14.0;1.0;17.0;9.0;5.0;0.7777777777777778;0.05555555555555555;0.9444444444444444;0.5;0.2777777777777778;77.059
13;1;16; widening;15;15.742;8.196;6.386;9.446;7.462;1.0;14.0;4.0;11.0;8.0;0.06666666666666667;0.9333333333333333;0.26666666666666666;0.7333333333333333;0.5333333333333333;47.232
13;1;17; widening;15;8.294;17.941;7.469;7.798;7.93;14.0;1.0;8.0;4.0;11.0;0.9333333333333333;0.06666666666666667;0.5333333333333333;0.26666666666666666;0.7333333333333333;49.432
13;1;18; widening;6;10.098;5.976;3.611;3.515;5.067;3.0;4.0;1.0;5.0;2.0;0.5;0.6666666666666666;0.16666666666666666;0.8333333333333334;0.3333333333333333;28.267000000000003
13;2;1; densening;15;13.042;9.09;10.025;10.646;6.081;11.0;4.0;8.0;14.0;1.0;0.7333333333333333;0.26666666666666666;0.5333333333333333;0.9333333333333333;0.06666666666666667;48.884
13;2;2; densening;18;17.595;31.044;15.262;6.909;4.857;9.0;14.0;17.0;1.0;5.0;0.5;0.7777777777777778;0.9444444444444444;0.05555555555555555;0.2777777777777778;75.667
13;2;3; densening;9;8.477;8.699;8.27;5.774;9.849;5.0;7.0;2.0;1.0;8.0;0.5555555555555556;0.7777777777777778;0.2222222222222222;0.1111111111111111;0.8888888888888888;41.069
13;2;4; densening;21;8.331;6.268;7.446;10.362;17.176;11.0;1.0;5.0;16.0;20.0;0.5238095238095238;0.047619047619047616;0.23809523809523808;0.7619047619047619;0.9523809523809523;49.583
13;2;5; densening;9;9.072;5.752;5.56;2.822;8.134;7.0;1.0;2.0;8.0;5.0;0.7777777777777778;0.1111111111111111;0.2222222222222222;0.8888888888888888;0.5555555555555556;31.339999999999996
13;2;6; densening;6;5.618;5.9;5.01;4.19;14.862;1.0;3.0;2.0;4.0;5.0;0.16666666666666666;0.5;0.3333333333333333;0.6666666666666666;0.8333333333333334;35.58
13;2;7; densening;18;18.881;8.33;10.002;9.154;7.787;14.0;5.0;17.0;1.0;9.0;0.7777777777777778;0.2777777777777778;0.9444444444444444;0.05555555555555555;0.5;54.154
13;2;8; densening;12;6.935;9.836;76.522;15.14;7.709;6.0;9.0;11.0;1.0;3.0;0.5;0.75;0.9166666666666666;0.08333333333333333;0.25;116.14200000000001
13;2;9; densening;21;18.638;17.036;20.437;9.873;10.743;16.0;1.0;20.0;11.0;5.0;0.7619047619047619;0.047619047619047616;0.9523809523809523;0.5238095238095238;0.23809523809523808;76.727
13;2;10; densening;12;109.455;9.127;17.063;10.372;4.51;6.0;1.0;9.0;11.0;3.0;0.5;0.08333333333333333;0.75;0.9166666666666666;0.25;150.527
13;2;11; densening;6;4.801;5.697;8.4;5.504;11.187;1.0;2.0;5.0;4.0;3.0;0.16666666666666666;0.3333333333333333;0.8333333333333334;0.6666666666666666;0.5;35.589
13;2;12; densening;12;18.875;10.504;6.882;6.052;11.667;6.0;11.0;3.0;1.0;9.0;0.5;0.9166666666666666;0.25;0.08333333333333333;0.75;53.98
13;2;13; densening;15;7.186;7.96;11.176;6.996;12.186;8.0;4.0;11.0;1.0;14.0;0.5333333333333333;0.26666666666666666;0.7333333333333333;0.06666666666666667;0.9333333333333333;45.504000000000005
13;2;14; densening;21;8.167;7.78;19.878;9.802;10.728;1.0;5.0;16.0;20.0;11.0;0.047619047619047616;0.23809523809523808;0.7619047619047619;0.9523809523809523;0.5238095238095238;56.355000000000004
13;2;15; densening;15;6.427;8.375;9.672;6.988;11.295;14.0;4.0;8.0;1.0;11.0;0.9333333333333333;0.26666666666666666;0.5333333333333333;0.06666666666666667;0.7333333333333333;42.757
13;2;16; densening;6;6.277;8.358;6.038;4.31;7.394;4.0;2.0;1.0;5.0;3.0;0.6666666666666666;0.3333333333333333;0.16666666666666666;0.8333333333333334;0.5;32.377
13;2;17; densening;9;7.872;7.138;8.582;5.097;9.573;8.0;7.0;5.0;1.0;2.0;0.8888888888888888;0.7777777777777778;0.5555555555555556;0.1111111111111111;0.2222222222222222;38.262
13;2;18; densening;18;13.805;10.461;6.961;4.277;9.892;14.0;9.0;5.0;1.0;17.0;0.7777777777777778;0.5;0.2777777777777778;0.05555555555555555;0.9444444444444444;45.396
13;3;1; direct;6;307.572;3.953;2.441;4.819;5.044;4.0;2.0;3.0;5.0;1.0;0.6666666666666666;0.3333333333333333;0.5;0.8333333333333334;0.16666666666666666;323.82899999999995
13;3;2; direct;12;6.412;9.14;9.444;9.474;5.376;3.0;6.0;9.0;11.0;1.0;0.25;0.5;0.75;0.9166666666666666;0.08333333333333333;39.846
13;3;3; direct;12;8.077;6.229;24.771;9.565;5.033;9.0;6.0;1.0;11.0;3.0;0.75;0.5;0.08333333333333333;0.9166666666666666;0.25;53.675
13;3;4; direct;6;12.744;5.797;7.258;12.939;3.437;3.0;5.0;1.0;4.0;2.0;0.5;0.8333333333333334;0.16666666666666666;0.6666666666666666;0.3333333333333333;42.175
13;3;5; direct;18;7.44;2.262;9.158;12.318;11.78;5.0;17.0;9.0;1.0;14.0;0.2777777777777778;0.9444444444444444;0.5;0.05555555555555555;0.7777777777777778;42.958
13;3;6; direct;15;6.501;9.814;9.43;7.552;7.439;8.0;1.0;14.0;11.0;4.0;0.5333333333333333;0.06666666666666667;0.9333333333333333;0.7333333333333333;0.26666666666666666;40.736
13;3;7; direct;21;5.874;9.882;8.7;9.526;8.486;1.0;20.0;16.0;11.0;5.0;0.047619047619047616;0.9523809523809523;0.7619047619047619;0.5238095238095238;0.23809523809523808;42.468
13;3;8; direct;15;7.747;4.841;59.67;11.084;13.805;4.0;1.0;11.0;8.0;14.0;0.26666666666666666;0.06666666666666667;0.7333333333333333;0.5333333333333333;0.9333333333333333;97.14700000000002
13;3;9; direct;9;16.494;5.969;7.112;5.493;5.677;7.0;8.0;5.0;1.0;2.0;0.7777777777777778;0.8888888888888888;0.5555555555555556;0.1111111111111111;0.2222222222222222;40.745000000000005
13;3;10; direct;15;6.836;9.34;14.911;14.455;11.032;4.0;11.0;1.0;14.0;8.0;0.26666666666666666;0.7333333333333333;0.06666666666666667;0.9333333333333333;0.5333333333333333;56.574
13;3;11; direct;21;10.627;6.156;29.52;8.028;27.461;20.0;5.0;16.0;1.0;11.0;0.9523809523809523;0.23809523809523808;0.7619047619047619;0.047619047619047616;0.5238095238095238;81.792
13;3;12; direct;18;9.29;10.023;18.709;8.217;6.295;1.0;9.0;17.0;14.0;5.0;0.05555555555555555;0.5;0.9444444444444444;0.7777777777777778;0.2777777777777778;52.534
13;3;13; direct;12;9.742;6.267;6.864;9.184;7.473;11.0;3.0;1.0;9.0;6.0;0.9166666666666666;0.25;0.08333333333333333;0.75;0.5;39.53
13;3;14; direct;6;4.512;7.865;5.427;4.068;5.953;5.0;3.0;1.0;2.0;4.0;0.8333333333333334;0.5;0.16666666666666666;0.3333333333333333;0.6666666666666666;27.825
13;3;15; direct;21;8.366;5.513;4.97;8.39;8.835;16.0;20.0;5.0;11.0;1.0;0.7619047619047619;0.9523809523809523;0.23809523809523808;0.5238095238095238;0.047619047619047616;36.074
13;3;16; direct;9;8.373;6.426;7.111;6.028;7.702;7.0;5.0;1.0;2.0;8.0;0.7777777777777778;0.5555555555555556;0.1111111111111111;0.2222222222222222;0.8888888888888888;35.64
13;3;17; direct;18;8.12;6.986;13.096;18.031;8.626;9.0;5.0;1.0;14.0;17.0;0.5;0.2777777777777778;0.05555555555555555;0.7777777777777778;0.9444444444444444;54.858999999999995
13;3;18; direct;9;8.449;5.595;6.688;6.788;8.047;2.0;5.0;7.0;1.0;8.0;0.2222222222222222;0.5555555555555556;0.7777777777777778;0.1111111111111111;0.8888888888888888;35.567
14;1;1; densening;21;15.573;8.353;7.038;13.202;9.002;5.0;11.0;1.0;16.0;20.0;0.23809523809523808;0.5238095238095238;0.047619047619047616;0.7619047619047619;0.9523809523809523;53.168000000000006
14;1;2; densening;9;5.453;8.083;6.109;4.342;9.838;8.0;2.0;1.0;7.0;5.0;0.8888888888888888;0.2222222222222222;0.1111111111111111;0.7777777777777778;0.5555555555555556;33.825
14;1;3; densening;6;4.689;5.986;4.744;5.599;4.971;3.0;5.0;4.0;1.0;2.0;0.5;0.8333333333333334;0.6666666666666666;0.16666666666666666;0.3333333333333333;25.989
14;1;4; densening;6;5.996;5.639;22.21;5.876;5.202;5.0;2.0;1.0;4.0;3.0;0.8333333333333334;0.3333333333333333;0.16666666666666666;0.6666666666666666;0.5;44.922999999999995
14;1;5; densening;12;8.715;5.039;14.521;7.43;7.41;3.0;1.0;11.0;6.0;9.0;0.25;0.08333333333333333;0.9166666666666666;0.5;0.75;43.114999999999995
14;1;6; densening;18;7.949;8.046;8.028;9.39;7.462;9.0;5.0;14.0;17.0;1.0;0.5;0.2777777777777778;0.7777777777777778;0.9444444444444444;0.05555555555555555;40.875
14;1;7; densening;18;10.197;8.203;10.129;9.252;9.033;5.0;9.0;14.0;1.0;17.0;0.2777777777777778;0.5;0.7777777777777778;0.05555555555555555;0.9444444444444444;46.814
14;1;8; densening;15;9.196;9.82;6.806;7.75;9.252;14.0;4.0;1.0;11.0;8.0;0.9333333333333333;0.26666666666666666;0.06666666666666667;0.7333333333333333;0.5333333333333333;42.824000000000005
14;1;9; densening;15;6.392;7.638;9.247;7.727;8.622;4.0;8.0;14.0;11.0;1.0;0.26666666666666666;0.5333333333333333;0.9333333333333333;0.7333333333333333;0.06666666666666667;39.626000000000005
14;1;10; densening;12;9.122;5.789;11.195;10.293;4.388;9.0;1.0;11.0;6.0;3.0;0.75;0.08333333333333333;0.9166666666666666;0.5;0.25;40.787
14;1;11; densening;9;6.594;5.376;8.057;7.036;7.207;5.0;1.0;8.0;2.0;7.0;0.5555555555555556;0.1111111111111111;0.8888888888888888;0.2222222222222222;0.7777777777777778;34.27
14;1;12; densening;18;11.395;6.56;7.61;10.645;11.807;9.0;1.0;17.0;14.0;5.0;0.5;0.05555555555555555;0.9444444444444444;0.7777777777777778;0.2777777777777778;48.016999999999996
14;1;13; densening;6;4.96;5.141;5.24;4.058;7.086;1.0;3.0;4.0;5.0;2.0;0.16666666666666666;0.5;0.6666666666666666;0.8333333333333334;0.3333333333333333;26.485
14;1;14; densening;21;10.766;10.981;9.625;7.97;11.595;11.0;20.0;5.0;1.0;16.0;0.5238095238095238;0.9523809523809523;0.23809523809523808;0.047619047619047616;0.7619047619047619;50.937
14;1;15; densening;21;9.817;7.62;5.26;10.59;10.815;20.0;5.0;1.0;11.0;16.0;0.9523809523809523;0.23809523809523808;0.047619047619047616;0.5238095238095238;0.7619047619047619;44.102000000000004
14;1;16; densening;12;5.777;7.648;4.54;5.346;7.971;1.0;11.0;9.0;3.0;6.0;0.08333333333333333;0.9166666666666666;0.75;0.25;0.5;31.282
14;1;17; densening;9;6.263;7.162;6.875;5.061;6.913;1.0;8.0;5.0;2.0;7.0;0.1111111111111111;0.8888888888888888;0.5555555555555556;0.2222222222222222;0.7777777777777778;32.274
14;1;18; densening;15;11.704;8.709;5.976;6.123;10.887;1.0;11.0;14.0;4.0;8.0;0.06666666666666667;0.7333333333333333;0.9333333333333333;0.26666666666666666;0.5333333333333333;43.399
14;2;1; widening;12;7.047;5.271;7.177;5.35;5.395;6.0;9.0;3.0;1.0;11.0;0.5;0.75;0.25;0.08333333333333333;0.9166666666666666;30.24
14;2;2; widening;9;7.944;6.164;6.171;7.776;9.622;5.0;8.0;1.0;2.0;7.0;0.5555555555555556;0.8888888888888888;0.1111111111111111;0.2222222222222222;0.7777777777777778;37.677
14;2;3; widening;6;4.743;5.551;4.564;5.86;6.863;3.0;1.0;4.0;5.0;2.0;0.5;0.16666666666666666;0.6666666666666666;0.8333333333333334;0.3333333333333333;27.581
14;2;4; widening;15;5.597;25.003;9.501;7.235;7.376;4.0;8.0;11.0;14.0;1.0;0.26666666666666666;0.5333333333333333;0.7333333333333333;0.9333333333333333;0.06666666666666667;54.711999999999996
14;2;5; widening;18;8.834;5.943;21.399;9.517;7.038;17.0;1.0;5.0;9.0;14.0;0.9444444444444444;0.05555555555555555;0.2777777777777778;0.5;0.7777777777777778;52.730999999999995
14;2;6; widening;21;10.72;11.778;14.098;8.467;8.474;1.0;16.0;20.0;11.0;5.0;0.047619047619047616;0.7619047619047619;0.9523809523809523;0.5238095238095238;0.23809523809523808;53.537000000000006
14;2;7; widening;12;5.836;5.316;7.166;7.94;22.959;11.0;3.0;9.0;6.0;1.0;0.9166666666666666;0.25;0.75;0.5;0.08333333333333333;49.217
14;2;8; widening;6;4.079;4.527;2.981;5.102;6.674;4.0;5.0;1.0;2.0;3.0;0.6666666666666666;0.8333333333333334;0.16666666666666666;0.3333333333333333;0.5;23.363
14;2;9; widening;21;7.094;6.991;23.313;13.862;6.439;11.0;16.0;1.0;20.0;5.0;0.5238095238095238;0.7619047619047619;0.047619047619047616;0.9523809523809523;0.23809523809523808;57.699
14;2;10; widening;15;3.561;10.287;6.95;6.288;6.772;14.0;4.0;8.0;1.0;11.0;0.9333333333333333;0.26666666666666666;0.5333333333333333;0.06666666666666667;0.7333333333333333;33.858000000000004
14;2;11; widening;9;6.032;6.926;3.293;8.437;24.53;5.0;7.0;8.0;2.0;1.0;0.5555555555555556;0.7777777777777778;0.8888888888888888;0.2222222222222222;0.1111111111111111;49.218
14;2;12; widening;15;6.863;14.593;18.584;15.475;7.271;11.0;4.0;1.0;14.0;8.0;0.7333333333333333;0.26666666666666666;0.06666666666666667;0.9333333333333333;0.5333333333333333;62.786
14;2;13; widening;9;8.49;5.173;9.973;6.508;3.477;1.0;2.0;7.0;5.0;8.0;0.1111111111111111;0.2222222222222222;0.7777777777777778;0.5555555555555556;0.8888888888888888;33.621
14;2;14; widening;12;6.504;3.914;5.557;10.164;3.643;3.0;9.0;6.0;11.0;1.0;0.25;0.75;0.5;0.9166666666666666;0.08333333333333333;29.782
14;2;15; widening;6;5.027;5.869;5.543;4.149;4.071;4.0;2.0;1.0;5.0;3.0;0.6666666666666666;0.3333333333333333;0.16666666666666666;0.8333333333333334;0.5;24.659
14;2;16; widening;18;7.51;6.723;6.697;5.335;8.715;1.0;14.0;5.0;9.0;17.0;0.05555555555555555;0.7777777777777778;0.2777777777777778;0.5;0.9444444444444444;34.980000000000004
14;2;17; widening;21;59.012;8.276;8.766;16.943;6.007;1.0;5.0;20.0;16.0;11.0;0.047619047619047616;0.23809523809523808;0.9523809523809523;0.7619047619047619;0.5238095238095238;99.004
14;2;18; widening;18;10.919;9.099;7.941;9.491;13.604;1.0;17.0;9.0;5.0;14.0;0.05555555555555555;0.9444444444444444;0.5;0.2777777777777778;0.7777777777777778;51.054
14;3;1; direct;21;12.141;8.469;9.583;16.08;12.272;16.0;5.0;11.0;1.0;20.0;0.7619047619047619;0.23809523809523808;0.5238095238095238;0.047619047619047616;0.9523809523809523;58.544999999999995
14;3;2; direct;21;6.565;14.974;12.06;9.831;12.259;5.0;1.0;20.0;11.0;16.0;0.23809523809523808;0.047619047619047616;0.9523809523809523;0.5238095238095238;0.7619047619047619;55.68900000000001
14;3;3; direct;15;7.335;7.069;7.34;15.145;7.489;8.0;4.0;11.0;14.0;1.0;0.5333333333333333;0.26666666666666666;0.7333333333333333;0.9333333333333333;0.06666666666666667;44.37799999999999
14;3;4; direct;15;8.749;7.647;8.322;15.431;12.617;11.0;4.0;8.0;1.0;14.0;0.7333333333333333;0.26666666666666666;0.5333333333333333;0.06666666666666667;0.9333333333333333;52.766000000000005
14;3;5; direct;12;6.52;6.649;7.374;8.078;5.273;6.0;9.0;3.0;11.0;1.0;0.5;0.75;0.25;0.9166666666666666;0.08333333333333333;33.894
14;3;6; direct;15;15.164;7.409;8.66;13.193;5.548;8.0;4.0;1.0;14.0;11.0;0.5333333333333333;0.26666666666666666;0.06666666666666667;0.9333333333333333;0.7333333333333333;49.974000000000004
14;3;7; direct;6;6.182;4.066;6.132;7.504;6.953;4.0;1.0;2.0;5.0;3.0;0.6666666666666666;0.16666666666666666;0.3333333333333333;0.8333333333333334;0.5;30.837
14;3;8; direct;18;9.595;7.53;9.997;6.597;9.802;14.0;5.0;9.0;1.0;17.0;0.7777777777777778;0.2777777777777778;0.5;0.05555555555555555;0.9444444444444444;43.521
14;3;9; direct;12;6.956;9.8;6.57;6.904;5.875;3.0;11.0;9.0;1.0;6.0;0.25;0.9166666666666666;0.75;0.08333333333333333;0.5;36.105000000000004
14;3;10; direct;6;4.867;7.131;4.888;4.23;5.373;3.0;5.0;1.0;2.0;4.0;0.5;0.8333333333333334;0.16666666666666666;0.3333333333333333;0.6666666666666666;26.489000000000004
14;3;11; direct;9;6.075;7.968;6.321;6.786;5.465;8.0;1.0;7.0;5.0;2.0;0.8888888888888888;0.1111111111111111;0.7777777777777778;0.5555555555555556;0.2222222222222222;32.614999999999995
14;3;12; direct;12;8.297;7.062;7.191;14.034;5.726;11.0;6.0;9.0;1.0;3.0;0.9166666666666666;0.5;0.75;0.08333333333333333;0.25;42.31
14;3;13; direct;18;8.786;8.859;7.035;8.36;24.536;1.0;9.0;5.0;14.0;17.0;0.05555555555555555;0.5;0.2777777777777778;0.7777777777777778;0.9444444444444444;57.576
14;3;14; direct;21;18.738;4.225;9.89;11.009;8.091;20.0;1.0;16.0;11.0;5.0;0.9523809523809523;0.047619047619047616;0.7619047619047619;0.5238095238095238;0.23809523809523808;51.953
14;3;15; direct;9;7.228;9.563;6.278;10.323;8.73;2.0;5.0;1.0;7.0;8.0;0.2222222222222222;0.5555555555555556;0.1111111111111111;0.7777777777777778;0.8888888888888888;42.122
14;3;16; direct;6;6.489;7.678;5.121;6.591;7.07;2.0;4.0;3.0;5.0;1.0;0.3333333333333333;0.6666666666666666;0.5;0.8333333333333334;0.16666666666666666;32.949
14;3;17; direct;9;6.703;8.53;5.671;7.834;6.38;1.0;8.0;2.0;5.0;7.0;0.1111111111111111;0.8888888888888888;0.2222222222222222;0.5555555555555556;0.7777777777777778;35.118
14;3;18; direct;18;6.551;7.949;12.492;11.648;10.211;9.0;5.0;1.0;14.0;17.0;0.5;0.2777777777777778;0.05555555555555555;0.7777777777777778;0.9444444444444444;48.851
15;1;1; widening;21;10.219;12.55;24.528;11.599;11.351;11.0;20.0;16.0;1.0;5.0;0.5238095238095238;0.9523809523809523;0.7619047619047619;0.047619047619047616;0.23809523809523808;70.247
15;1;2; widening;6;7.066;3.706;6.029;11.279;9.439;2.0;1.0;4.0;3.0;5.0;0.3333333333333333;0.16666666666666666;0.6666666666666666;0.5;0.8333333333333334;37.519000000000005
15;1;3; widening;15;9.59;12.746;10.391;6.435;8.58;1.0;14.0;8.0;4.0;11.0;0.06666666666666667;0.9333333333333333;0.5333333333333333;0.26666666666666666;0.7333333333333333;47.742
15;1;4; widening;15;17.478;14.782;8.871;8.867;10.257;11.0;4.0;8.0;14.0;1.0;0.7333333333333333;0.26666666666666666;0.5333333333333333;0.9333333333333333;0.06666666666666667;60.255
15;1;5; widening;6;6.958;7.362;4.853;5.291;6.225;4.0;1.0;3.0;2.0;5.0;0.6666666666666666;0.16666666666666666;0.5;0.3333333333333333;0.8333333333333334;30.689
15;1;6; widening;9;8.814;10.031;6.369;7.254;7.033;1.0;2.0;7.0;5.0;8.0;0.1111111111111111;0.2222222222222222;0.7777777777777778;0.5555555555555556;0.8888888888888888;39.501
15;1;7; widening;21;10.278;6.49;9.315;8.266;7.623;1.0;5.0;16.0;20.0;11.0;0.047619047619047616;0.23809523809523808;0.7619047619047619;0.9523809523809523;0.5238095238095238;41.971999999999994
15;1;8; widening;12;7.632;7.567;5.948;7.583;7.668;9.0;11.0;6.0;3.0;1.0;0.75;0.9166666666666666;0.5;0.25;0.08333333333333333;36.397999999999996
15;1;9; widening;15;7.961;6.958;10.428;32.493;8.909;1.0;8.0;14.0;11.0;4.0;0.06666666666666667;0.5333333333333333;0.9333333333333333;0.7333333333333333;0.26666666666666666;66.74900000000001
15;1;10; widening;18;10.105;8.641;10.855;6.808;10.477;17.0;1.0;5.0;9.0;14.0;0.9444444444444444;0.05555555555555555;0.2777777777777778;0.5;0.7777777777777778;46.88600000000001
15;1;11; widening;18;10.862;15.39;7.204;11.978;7.702;14.0;1.0;5.0;17.0;9.0;0.7777777777777778;0.05555555555555555;0.2777777777777778;0.9444444444444444;0.5;53.136
