;;;;;Result;Result;Result;Result;Result;Peaks_Total;Peaks_Total;Peaks_Total;Peaks_Total;Peaks_Total;Peaks_BeforeHold;Peaks_BeforeHold;Peaks_BeforeHold;Peaks_BeforeHold;Peaks_BeforeHold;Peaks_AfterHold;Peaks_AfterHold;Peaks_AfterHold;Peaks_AfterHold;Peaks_AfterHold;Peaks_lower;Peaks_lower;Peaks_lower;Peaks_lower;Peaks_lower;Peaks_deeper;Peaks_deeper;Peaks_deeper;Peaks_deeper;Peaks_deeper;Peaks_between;Peaks_between;Peaks_between;Peaks_between;Peaks_between;TargetLayer;TargetLayer;TargetLayer;TargetLayer;TargetLayer;rate_before;rate_after;rate_lower;rate_deeper;rate_between;rate_sum
Trial;;;;;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;;;;;;
Proband;Block;Task;MappingMethod;NumLayers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1;3; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;3;3;0;1;1;3;3;0;0;0;0;0;0;1;1;1;1;0;0;0;2;2;0;0;0;0;0;4;3;5;1;2;1.6;0.0;0.8;0.8;0.0;1.6
12;1;4; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;3;3;3;0;1;3;3;3;0;0;0;0;0;0;1;1;1;1;0;0;2;1;0;0;0;0;1;2;4;5;1;2;3;2.0;0.0;0.8;0.6;0.6;2.0
12;1;5; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;2;4;3;4;1;2;4;3;4;0;0;0;0;0;1;2;1;3;4;0;0;3;0;0;0;0;0;0;0;3;11;1;6;9;2.8;0.0;2.2;0.6;0.0;2.8
12;1;6; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;3;4;2;6;1;3;4;2;6;0;0;0;0;0;1;1;3;2;6;0;2;0;0;0;0;0;1;0;0;3;1;6;9;11;3.2;0.0;2.6;0.4;0.2;3.2
12;1;7; direct;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;2;4;3;11;4;2;4;3;11;4;0;0;0;0;0;2;1;1;11;4;0;3;2;0;0;0;0;0;0;0;8;1;4;14;11;4.8;0.0;3.8;1.0;0.0;4.8
12;1;8; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;2;5;1;6;1;2;5;1;6;0;0;0;0;0;1;1;5;1;1;0;1;0;0;5;0;0;0;0;0;3;2;5;4;1;3.0;0.0;1.8;1.2;0.0;3.0
12;1;9; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;6;2;10;6;2;6;2;10;5;2;0;0;0;1;0;6;1;10;6;2;0;1;0;0;0;0;0;0;0;0;1;2;8;7;5;5.0;0.2;5.0;0.2;0.0;5.2
12;1;10; direct;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;3;3;3;3;0;3;3;3;3;0;0;0;0;0;0;1;1;3;3;0;2;2;0;0;0;0;0;0;0;17;5;1;9;14;2.4;0.0;1.6;0.8;0.0;2.4
12;1;11; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;3;1;2;2;1;3;1;2;2;0;0;0;0;0;1;3;1;2;1;0;0;0;0;1;0;0;0;0;0;1;5;8;7;2;1.8;0.0;1.6;0.2;0.0;1.8
12;1;12; direct;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;3;6;1;4;1;3;6;1;4;0;0;0;0;0;1;1;6;1;1;0;2;0;0;3;0;0;0;0;0;6;3;9;11;1;3.0;0.0;2.0;1.0;0.0;3.0
12;1;13; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;2;3;8;4;1;2;3;8;4;0;0;0;0;0;1;2;3;1;1;0;0;0;7;3;0;0;0;0;0;5;8;7;2;1;3.6;0.0;1.6;2.0;0.0;3.6
12;1;14; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;2;3;5;4;1;2;3;5;4;0;0;0;0;0;1;2;1;5;1;0;0;2;0;3;0;0;0;0;0;8;11;4;14;1;3.0;0.0;2.0;1.0;0.0;3.0
12;1;15; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;5;7;5;11;4;5;7;5;11;4;0;0;0;0;0;5;4;1;11;1;0;3;4;0;3;0;0;0;0;0;16;5;1;20;11;6.4;0.0;4.4;2.0;0.0;6.4
12;1;16; direct;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;2;5;4;5;3;2;5;4;5;3;0;0;0;0;0;2;5;1;5;3;0;0;3;0;0;0;0;0;0;0;1;14;5;17;9;3.8;0.0;3.2;0.6;0.0;3.8
12;1;17; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;4;5;3;3;2;4;5;3;3;0;0;0;0;0;2;4;1;2;1;0;0;4;0;2;0;0;0;1;0;20;16;1;11;5;3.4;0.0;2.0;1.2;0.2;3.4
12;1;18; direct;18; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;5;5;2;4;6;5;5;2;4;6;0;0;0;0;0;5;5;1;1;1;0;0;1;3;5;0;0;0;0;0;14;17;9;1;5;4.4;0.0;2.6;1.8;0.0;4.4
12;2;1; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;2;2;7;6;4;2;2;7;6;4;0;0;0;0;0;2;1;7;6;4;0;1;0;0;0;0;0;0;0;0;5;1;16;20;11;4.2;0.0;4.0;0.2;0.0;4.2
12;2;2; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;5;2;6;6;5;5;2;6;6;5;0;0;0;0;0;5;1;6;1;5;0;1;0;5;0;0;0;0;0;0;9;3;11;1;6;4.8;0.0;3.6;1.2;0.0;4.8
12;2;3; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;3;1;4;2;3;3;1;4;2;3;0;0;0;0;0;3;1;4;1;1;0;0;0;1;2;0;0;0;0;0;5;8;7;2;1;2.6;0.0;2.0;0.6;0.0;2.6
12;2;4; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;3;4;3;6;2;3;4;3;6;0;0;0;0;0;2;1;4;3;6;0;2;0;0;0;0;0;0;0;0;3;1;6;9;11;3.6;0.0;3.2;0.4;0.0;3.6
12;2;5; densening;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;4;3;3;3;3;4;3;3;3;3;0;0;0;0;0;4;3;1;1;1;0;0;2;2;0;0;0;0;0;2;11;9;1;3;6;3.2;0.0;2.0;0.8;0.4;3.2
12;2;6; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;3;3;2;3;6;3;3;2;3;6;0;0;0;0;0;3;3;2;1;1;0;0;0;2;3;0;0;0;0;2;14;9;17;1;5;3.4;0.0;2.0;1.0;0.4;3.4
12;2;7; densening;6; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;0;3;2;1;3;0;3;2;1;3;0;0;0;0;0;0;3;2;1;3;0;0;0;0;0;0;0;0;0;0;1;2;3;4;5;1.8;0.0;1.8;0.0;0.0;1.8
12;2;8; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;4;5;6;4;3;4;5;6;4;3;0;0;0;0;0;4;1;6;1;3;0;4;0;3;0;0;0;0;0;0;14;1;17;5;9;4.4;0.0;3.0;1.4;0.0;4.4
12;2;9; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;2;3;5;7;0;2;3;5;7;0;0;0;0;0;0;1;3;5;1;0;1;0;0;5;0;0;0;0;1;14;1;11;8;4;3.4;0.0;2.0;1.2;0.2;3.4
12;2;10; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;2;1;1;1;1;2;1;1;0;0;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;3;4;1;5;2;1.2;0.0;1.0;0.2;0.0;1.2
12;2;11; densening;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;2;3;5;6;2;2;3;5;6;0;0;0;0;0;2;1;3;5;6;0;1;0;0;0;0;0;0;0;0;4;1;14;11;8;3.6;0.0;3.4;0.2;0.0;3.6
12;2;12; densening;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;7;3;6;1;2;7;2;6;1;2;0;1;0;0;0;7;3;3;1;1;0;0;0;0;1;0;0;3;0;0;5;16;11;20;1;3.6;0.2;3.0;0.2;0.6;3.8000000000000003
12;2;13; densening;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;2;3;2;1;2;1;3;2;1;2;1;0;0;0;0;2;1;2;1;2;0;2;0;0;0;0;0;0;0;0;1;2;8;7;5;1.8;0.2;1.6;0.4;0.0;2.0
12;2;14; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;3;3;4;3;1;3;3;4;3;0;0;0;0;0;1;3;3;1;3;0;0;0;3;0;0;0;0;0;0;1;16;11;5;20;2.8;0.0;2.2;0.6;0.0;2.8
12;2;15; densening;15; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;2;3;2;3;2;2;3;2;3;2;0;0;0;0;0;2;1;2;1;2;0;2;0;2;0;0;0;0;0;0;8;4;11;1;14;2.4;0.0;1.6;0.8;0.0;2.4
12;2;16; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;3;3;3;0;1;3;3;3;0;0;0;0;0;0;1;3;1;3;0;0;0;2;0;0;0;0;0;0;2;7;5;1;8;2.0;0.0;1.6;0.4;0.0;2.0
12;2;17; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;3;2;4;5;3;3;2;4;5;3;0;0;0;0;0;3;1;4;5;3;0;1;0;0;0;0;0;0;0;0;5;1;9;14;17;3.4;0.0;3.2;0.2;0.0;3.4
12;2;18; densening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;2;2;3;1;0;2;2;3;1;0;0;0;0;0;0;2;2;1;1;0;0;0;2;0;0;0;0;0;0;4;3;5;1;2;1.6;0.0;1.2;0.4;0.0;1.6
12;3;1; widening;9; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;4;1;3;3;0;4;1;3;3;0;0;0;0;0;0;1;1;3;1;0;3;0;0;1;0;0;0;0;1;1;2;8;7;5;2.2;0.0;1.2;0.8;0.2;2.2
12;3;2; widening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;2;4;2;6;3;2;4;2;6;3;0;0;0;0;0;2;1;1;6;1;0;3;0;0;2;0;0;1;0;0;5;1;16;20;11;3.4;0.0;2.2;1.0;0.2;3.4
12;3;3; widening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;1;2;2;0;1;1;2;2;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;0;4;5;1;3;2;1.2;0.0;0.8;0.2;0.2;1.2
12;3;4; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;2;2;1;1;1;2;2;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;1;5;4;3;2;1.4;0.0;1.0;0.4;0.0;1.4
12;3;5; widening;12; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;3;1;3;1;4;3;1;3;1;4;0;0;0;0;0;2;1;1;1;4;1;0;2;0;0;0;0;0;0;0;1;11;6;3;9;2.4;0.0;1.8;0.6;0.0;2.4
12;3;6; widening;21; COMPLETED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;2;3;4;7;3;2;3;4;7;3;0;0;0;0;0;2;3;1;7;1;0;0;3;0;2;0;0;0;0;0;5;16;11;20;1;3.8;0.0;2.8;1.0;0.0;3.8
12;3;7; widening;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;3;4;4;6;2;3;4;4;6;0;0;0;0;0;2;3;1;4;1;0;0;3;0;5;0;0;0;0;0;1;17;9;14;5;3.8;0.0;2.2;1.6;0.0;3.8
12;3;8; widening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;2;7;2;4;3;2;7;2;4;3;0;0;0;0;0;2;1;1;4;1;0;6;1;0;2;0;0;0;0;0;14;5;1;17;9;3.6;0.0;1.8;1.8;0.0;3.6
12;3;9; widening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;2;5;2;2;0;2;5;2;2;0;0;0;0;0;0;1;1;2;1;0;1;4;0;1;0;0;0;0;0;11;6;3;9;1;2.2;0.0;1.0;1.2;0.0;2.2
12;3;10; widening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;2;2;1;1;1;2;2;1;1;0;0;0;0;0;1;1;2;1;1;0;0;0;0;0;0;1;0;0;0;2;5;7;8;1;1.4;0.0;1.2;0.0;0.2;1.4
12;3;11; widening;15; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;4;2;2;3;4;4;2;2;3;4;0;0;0;0;0;4;2;1;1;4;0;0;1;1;0;0;0;0;1;0;1;14;4;8;11;3.0;0.0;2.4;0.4;0.2;3.0
12;3;12; widening;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;3;2;3;9;2;3;2;3;9;2;0;0;0;0;0;3;2;1;1;1;0;0;0;8;1;0;0;2;0;0;1;17;14;9;5;3.8;0.0;1.6;1.8;0.4;3.8
12;3;13; widening;15; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;3;3;6;3;1;3;3;6;3;0;0;0;0;0;1;1;3;1;1;0;2;0;5;1;0;0;0;0;1;11;1;14;4;8;3.2;0.0;1.4;1.6;0.2;3.2
12;3;14; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;2;1;1;2;1;2;1;1;2;0;0;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;2;1;4;5;3;1.4;0.0;1.0;0.4;0.0;1.4
12;3;15; widening;21; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;6;8;5;4;5;6;6;5;4;5;0;2;0;0;0;6;1;2;4;5;0;7;3;0;0;0;0;0;0;0;5;1;11;16;20;5.2;0.4;3.6;2.0;0.0;5.6000000000000005
12;3;16; widening;12; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;2;8;1;1;3;2;8;1;1;3;0;0;0;0;0;2;1;1;1;3;0;7;0;0;0;0;0;0;0;0;6;3;11;1;9;3.0;0.0;1.6;1.4;0.0;3.0
12;3;17; widening;9; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;2;3;11;2;2;2;3;11;2;2;0;0;0;0;0;2;1;11;1;2;0;2;0;1;0;0;0;0;0;0;1;2;8;5;7;4.0;0.0;3.4;0.6;0.0;4.0
12;3;18; widening;15; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;2;2;1;3;6;2;2;1;3;6;0;0;0;0;0;2;2;1;1;1;0;0;0;2;5;0;0;0;0;0;8;11;14;4;1;2.8;0.0;1.4;1.4;0.0;2.8
13;1;1; widening;21; COMPLETED; COMPLETED; FAILED; COMPLETED; COMPLETED;6;2;1;4;2;6;2;1;4;2;0;0;0;0;0;6;2;1;1;2;0;0;0;2;0;0;0;0;1;0;5;20;1;11;16;3.0;0.0;2.4;0.4;0.2;3.0
13;1;2; widening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;2;1;3;0;1;2;1;3;0;0;0;0;0;0;1;2;1;1;0;0;0;0;2;0;0;0;0;0;11;9;1;6;3;1.4;0.0;1.0;0.4;0.0;1.4
13;1;3; widening;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;6;2;5;3;1;6;2;5;3;0;0;0;0;0;1;6;2;1;1;0;0;0;4;2;0;0;0;0;0;9;17;14;1;5;3.4;0.0;2.2;1.2;0.0;3.4
13;1;4; widening;12; COMPLETED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;2;3;3;3;2;2;3;3;3;2;0;0;0;0;0;2;3;1;1;2;0;0;2;2;0;0;0;0;0;0;11;6;3;1;9;2.6;0.0;1.8;0.8;0.0;2.6
13;1;5; widening;21; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;3;3;1;3;1;3;3;1;3;0;0;0;0;0;1;3;1;1;1;0;0;2;0;2;0;0;0;0;0;20;11;5;16;1;2.2;0.0;1.4;0.8;0.0;2.2
13;1;6; widening;9; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;3;2;1;0;1;2;2;1;0;0;1;0;0;0;1;3;2;1;0;0;0;0;0;0;0;0;0;0;1;2;7;8;5;1.2;0.2;1.4;0.0;0.0;1.4
13;1;7; widening;21; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;2;5;15;6;7;2;5;15;6;7;0;0;0;0;0;2;2;10;6;7;0;3;5;0;0;0;0;0;0;0;16;5;1;11;20;7.0;0.0;5.4;1.6;0.0;7.0
13;1;8; widening;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;2;2;2;2;1;2;2;2;2;0;0;0;0;0;1;2;1;1;2;0;0;1;1;0;0;0;0;0;0;7;8;1;2;5;1.8;0.0;1.4;0.4;0.0;1.8
13;1;9; widening;18; TERMINATED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;2;1;6;4;7;2;1;6;4;7;0;0;0;0;0;2;1;6;1;7;0;0;0;3;0;0;0;0;0;0;1;17;9;5;14;4.0;0.0;3.4;0.6;0.0;4.0
13;1;10; widening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;3;3;2;2;5;3;3;2;2;5;0;0;0;0;0;3;3;1;2;4;0;0;1;0;0;0;0;0;0;1;3;9;1;11;6;3.0;0.0;2.6;0.2;0.2;3.0
13;1;11; widening;6; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;0;2;1;3;3;0;2;1;3;3;0;0;0;0;0;0;2;1;1;1;0;0;0;2;2;0;0;0;0;0;4;5;3;1;2;1.8;0.0;1.0;0.8;0.0;1.8
13;1;12; widening;6; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;2;3;1;2;3;2;3;1;2;3;0;0;0;0;0;2;1;1;2;1;0;2;0;0;2;0;0;0;0;0;5;2;3;4;1;2.2;0.0;1.4;0.8;0.0;2.2
13;1;13; widening;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;3;3;11;3;11;3;3;11;3;11;0;0;0;0;0;3;1;11;3;1;0;2;0;0;10;0;0;0;0;0;8;4;14;11;1;6.2;0.0;3.8;2.4;0.0;6.2
13;1;14; widening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;2;7;10;5;2;2;7;10;5;0;0;0;0;0;2;2;1;1;5;0;0;6;9;0;0;0;0;0;0;5;7;1;2;8;5.2;0.0;2.2;3.0;0.0;5.2
13;1;15; widening;18; COMPLETED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;2;23;7;3;6;2;22;7;3;6;0;1;0;0;0;2;1;7;3;1;0;22;0;0;3;0;0;0;0;2;14;1;17;9;5;8.0;0.2;2.8;5.0;0.4;8.2
13;1;16; widening;15; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;8;1;1;4;4;8;1;1;4;4;0;0;0;0;0;8;1;1;4;4;0;0;0;0;0;0;0;0;0;0;1;14;4;11;8;3.6;0.0;3.6;0.0;0.0;3.6
13;1;17; widening;15; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;10;2;2;1;1;10;2;2;1;0;0;0;0;0;1;1;2;2;1;0;9;0;0;0;0;0;0;0;0;14;1;8;4;11;3.2;0.0;1.4;1.8;0.0;3.2
13;1;18; widening;6; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;4;0;0;1;0;4;0;0;1;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;4;1;5;2;1.0;0.0;1.0;0.0;0.0;1.0
13;2;1; densening;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;6;4;3;4;3;6;3;3;4;3;0;1;0;0;0;6;4;3;4;1;0;0;0;0;2;0;0;0;0;0;11;4;8;14;1;3.8;0.2;3.6;0.4;0.0;4.0
13;2;2; densening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;8;21;5;2;1;8;21;5;2;1;0;0;0;0;0;8;21;5;1;1;0;0;0;1;0;0;0;0;0;0;9;14;17;1;5;7.4;0.0;7.2;0.2;0.0;7.4
13;2;3; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;3;4;2;3;1;2;4;2;3;0;1;0;0;0;1;3;4;1;3;0;0;0;0;0;0;0;0;1;0;5;7;2;1;8;2.4;0.2;2.4;0.0;0.2;2.6
13;2;4; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;3;2;2;3;10;3;2;2;3;10;0;0;0;0;0;3;1;2;3;10;0;1;0;0;0;0;0;0;0;0;11;1;5;16;20;4.0;0.0;3.8;0.2;0.0;4.0
13;2;5; densening;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;2;2;1;2;1;2;2;1;2;0;0;0;0;0;1;1;2;1;2;0;1;0;0;0;0;0;0;0;0;7;1;2;8;5;1.6;0.0;1.4;0.2;0.0;1.6
13;2;6; densening;6; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;2;1;1;1;8;2;1;1;1;8;0;0;0;0;0;2;1;1;1;8;0;0;0;0;0;0;0;0;0;0;1;3;2;4;5;2.6;0.0;2.6;0.0;0.0;2.6
13;2;7; densening;18; TERMINATED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;8;3;6;6;3;8;3;6;6;3;0;0;0;0;0;8;3;6;4;3;0;0;0;1;0;0;0;0;1;0;14;5;17;1;9;5.2;0.0;4.8;0.2;0.2;5.2
13;2;8; densening;12; TERMINATED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;4;13;6;3;1;4;13;5;3;0;0;0;1;0;1;4;13;1;3;0;0;0;5;0;0;0;0;0;0;6;9;11;1;3;5.2;0.2;4.4;1.0;0.0;5.4
13;2;9; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;7;8;10;4;6;7;8;10;4;6;0;0;0;0;0;7;5;10;2;1;0;2;0;1;5;0;1;0;1;0;16;1;20;11;5;7.0;0.0;5.0;1.6;0.4;7.0
13;2;10; densening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;4;5;7;2;3;4;5;7;2;3;0;0;0;0;0;4;1;7;2;3;0;3;0;0;0;0;1;0;0;0;6;1;9;11;3;4.2;0.0;3.4;0.6;0.2;4.2
13;2;11; densening;6; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;3;2;7;1;1;3;2;7;0;0;0;0;0;1;1;3;2;7;0;0;0;0;0;0;0;0;0;0;1;2;5;4;3;2.8;0.0;2.8;0.0;0.0;2.8
13;2;12; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;7;2;2;3;3;7;2;2;3;3;0;0;0;0;0;7;2;2;1;3;0;0;0;1;0;0;0;0;1;0;6;11;3;1;9;3.4;0.0;3.0;0.2;0.2;3.4
13;2;13; densening;15; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;0;5;2;2;4;0;5;2;2;4;0;0;0;0;0;0;5;2;1;4;0;0;0;1;0;0;0;0;0;0;8;4;11;1;14;2.6;0.0;2.4;0.2;0.0;2.6
13;2;14; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;3;8;2;5;2;3;8;2;5;0;0;0;0;0;2;2;8;2;5;0;0;0;0;0;0;1;0;0;0;1;5;16;20;11;4.0;0.0;3.8;0.0;0.2;4.0
13;2;15; densening;15; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;3;3;2;3;0;3;3;2;3;0;0;0;0;0;0;2;3;1;3;0;0;0;0;0;0;1;0;1;0;14;4;8;1;11;2.2;0.0;1.8;0.0;0.4;2.2
13;2;16; densening;6; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;5;2;1;4;1;5;2;1;4;0;0;0;0;0;1;5;1;1;1;0;0;0;0;0;0;0;1;0;3;4;2;1;5;3;2.6;0.0;1.8;0.0;0.8;2.6
13;2;17; densening;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;2;5;3;4;1;2;5;3;4;0;0;0;0;0;1;2;5;1;1;0;0;0;1;2;0;0;0;1;1;8;7;5;1;2;3.0;0.0;2.0;0.6;0.4;3.0
13;2;18; densening;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;3;12;3;3;4;3;12;3;3;4;0;0;0;0;0;3;12;1;1;4;0;0;0;2;0;0;0;2;0;0;14;9;5;1;17;5.0;0.0;4.2;0.4;0.4;5.0
13;3;1; direct;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;5;2;11;5;6;5;2;2;5;6;0;0;9;0;0;5;1;11;5;1;0;0;0;0;5;0;1;0;0;0;4;2;3;5;1;4.0;1.8;4.6;1.0;0.2;5.8
13;3;2; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;2;3;3;5;4;2;3;3;5;4;0;0;0;0;0;2;3;3;5;1;0;0;0;0;3;0;0;0;0;0;3;6;9;11;1;3.4;0.0;2.8;0.6;0.0;3.4
13;3;3; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;2;2;16;3;0;2;2;16;3;0;0;0;0;0;0;2;2;1;3;0;0;0;15;0;0;0;0;0;0;0;9;6;1;11;3;4.6;0.0;1.6;3.0;0.0;4.6
13;3;4; direct;6; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;0;3;11;2;1;0;3;11;2;0;0;0;0;0;1;0;1;11;1;0;0;0;0;0;0;0;2;0;1;3;5;1;4;2;3.4;0.0;2.8;0.0;0.6;3.4
13;3;5; direct;18; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;4;1;3;10;3;4;1;3;10;3;0;0;0;0;0;4;1;3;1;3;0;0;0;9;0;0;0;0;0;0;5;17;9;1;14;4.2;0.0;2.4;1.8;0.0;4.2
13;3;6; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;5;8;3;3;1;5;8;3;3;0;0;0;0;0;1;1;8;3;3;0;4;0;0;0;0;0;0;0;0;8;1;14;11;4;4.0;0.0;3.2;0.8;0.0;4.0
13;3;7; direct;21; TERMINATED; COMPLETED; COMPLETED; TERMINATED; FAILED;0;4;3;3;2;0;4;3;3;2;0;0;0;0;0;0;4;3;1;2;0;0;0;2;0;0;0;0;0;0;1;20;16;11;5;2.4;0.0;2.0;0.4;0.0;2.4
13;3;8; direct;15; COMPLETED; TERMINATED; FAILED; COMPLETED; COMPLETED;2;4;4;6;5;2;4;4;6;5;0;0;0;0;0;2;1;4;4;5;0;3;0;0;0;0;0;0;2;0;4;1;11;8;14;4.2;0.0;3.2;0.6;0.4;4.2
