;;;;;Result;Result;Result;Result;Result;Peaks_Total;Peaks_Total;Peaks_Total;Peaks_Total;Peaks_Total;Peaks_BeforeHold;Peaks_BeforeHold;Peaks_BeforeHold;Peaks_BeforeHold;Peaks_BeforeHold;Peaks_AfterHold;Peaks_AfterHold;Peaks_AfterHold;Peaks_AfterHold;Peaks_AfterHold;Peaks_lower;Peaks_lower;Peaks_lower;Peaks_lower;Peaks_lower;Peaks_deeper;Peaks_deeper;Peaks_deeper;Peaks_deeper;Peaks_deeper;Peaks_between;Peaks_between;Peaks_between;Peaks_between;Peaks_between;TargetLayer;TargetLayer;TargetLayer;TargetLayer;TargetLayer;rate_before;rate_after;rate_lower;rate_deeper;rate_between;rate_sum
Trial;;;;;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;0;1;2;3;4;;;;;;
Proband;Block;Task;MappingMethod;NumLayers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;18; direct;6; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;1;1;2;1;1;1;1;2;1;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;4;2;5;1;3;1.2;0.0;1.0;0.2;0.0;1.2
6;3;1; widening;9; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;5;1;1;1;3;5;1;1;1;3;0;0;0;0;0;5;1;1;1;1;0;0;0;0;2;0;0;0;0;0;5;8;1;7;2;2.2;0.0;1.8;0.4;0.0;2.2
6;3;2; widening;12; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;2;3;1;1;1;2;3;1;1;0;0;0;0;0;1;2;1;1;1;0;0;0;0;0;0;0;2;0;0;3;9;6;1;11;1.6;0.0;1.2;0.0;0.4;1.6
6;3;3; widening;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; FAILED;4;4;3;1;2;4;4;3;1;2;0;0;0;0;0;4;4;1;1;1;0;0;2;0;1;0;0;0;0;0;8;11;4;14;1;2.8;0.0;2.2;0.6;0.0;2.8
6;3;4; widening;18; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;3;1;4;2;1;3;1;4;2;0;0;0;0;0;1;3;1;1;2;0;0;0;3;0;0;0;0;0;0;17;14;1;5;9;2.2;0.0;1.6;0.6;0.0;2.2
6;3;5; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;2;3;1;1;2;2;3;1;1;0;0;0;0;0;1;2;3;1;1;0;0;0;0;0;1;0;0;0;0;1;2;4;3;5;1.8;0.0;1.6;0.0;0.2;1.8
6;3;6; widening;12; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;2;3;3;1;3;2;3;3;1;3;0;0;0;0;0;2;3;1;1;3;0;0;2;0;0;0;0;0;0;0;6;9;3;1;11;2.4;0.0;2.0;0.4;0.0;2.4
6;3;7; widening;9; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;8;2;2;1;2;8;2;2;1;2;0;0;0;0;0;8;1;2;1;2;0;0;0;0;0;0;1;0;0;0;1;2;5;8;7;3.0;0.0;2.8;0.0;0.2;3.0
6;3;8; widening;21; FAILED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;4;2;6;1;3;4;2;6;1;3;0;0;0;0;0;2;2;2;1;1;2;0;0;0;0;0;0;4;0;2;1;16;11;20;5;3.2;0.0;1.6;0.4;1.2;3.2
6;3;9; widening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;2;3;0;2;0;2;3;0;2;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;1;0;1;5;3;1;4;2;1.4;0.0;0.6;0.2;0.6;1.4
6;3;10; widening;21; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;5;2;1;6;2;5;2;1;6;2;0;0;0;0;0;5;2;1;1;2;0;0;0;5;0;0;0;0;0;0;11;16;1;5;20;3.2;0.0;2.2;1.0;0.0;3.2
6;3;11; widening;21; COMPLETED; COMPLETED; COMPLETED; FAILED; TERMINATED;1;2;1;1;4;1;2;1;1;4;0;0;0;0;0;1;2;1;1;1;0;0;0;0;3;0;0;0;0;0;11;16;20;1;5;1.8;0.0;1.2;0.6;0.0;1.8
6;3;12; widening;18; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;1;3;3;4;1;1;3;3;4;0;0;0;0;0;1;1;1;3;4;0;0;2;0;0;0;0;0;0;0;14;1;5;9;17;2.4;0.0;2.0;0.4;0.0;2.4
6;3;13; widening;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;5;2;2;1;7;5;2;2;1;7;0;0;0;0;0;5;2;1;1;1;0;0;1;0;6;0;0;0;0;0;7;5;2;8;1;3.4;0.0;2.0;1.4;0.0;3.4
6;3;14; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;4;2;2;1;0;4;2;2;1;0;0;0;0;0;0;4;1;2;1;0;0;1;0;0;0;0;0;0;0;3;5;1;4;2;1.8;0.0;1.6;0.2;0.0;1.8
6;3;15; widening;12; COMPLETED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;0;3;1;2;3;0;3;1;2;3;0;0;0;0;0;0;1;1;2;1;0;2;0;0;2;0;0;0;0;0;11;1;6;9;3;1.8;0.0;1.0;0.8;0.0;1.8
6;3;16; widening;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;3;1;2;2;0;3;1;2;2;0;0;0;0;0;0;3;1;2;1;0;0;0;0;1;0;0;0;0;0;14;11;1;8;4;1.6;0.0;1.4;0.2;0.0;1.6
6;3;17; widening;18; COMPLETED; FAILED; COMPLETED; COMPLETED; COMPLETED;1;2;6;2;3;1;2;6;2;3;0;0;0;0;0;1;1;1;2;1;0;1;5;0;2;0;0;0;0;0;14;1;5;17;9;2.8;0.0;1.2;1.6;0.0;2.8
6;3;18; widening;15; COMPLETED; COMPLETED; COMPLETED; FAILED; COMPLETED;1;2;2;2;4;1;2;2;2;4;0;0;0;0;0;1;2;1;1;4;0;0;0;1;0;0;0;1;0;0;4;14;8;1;11;2.2;0.0;1.8;0.2;0.2;2.2
7;1;1; widening;18; COMPLETED; FAILED; COMPLETED; COMPLETED; COMPLETED;2;1;3;2;3;1;1;3;2;3;1;0;0;0;0;2;1;1;2;1;0;0;0;0;2;0;0;2;0;0;17;1;9;14;5;2.0;0.2;1.4;0.4;0.4;2.2
7;1;2; widening;15; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;0;2;3;2;1;0;2;3;2;1;0;0;0;0;0;0;2;3;1;1;0;0;0;1;0;0;0;0;0;0;11;8;14;1;4;1.6;0.0;1.4;0.2;0.0;1.6
7;1;3; widening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;2;2;2;3;0;2;2;2;2;0;0;0;0;1;0;2;2;1;3;0;0;0;1;0;0;0;0;0;0;11;6;3;1;9;1.6;0.2;1.6;0.2;0.0;1.8
7;1;4; widening;12; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;2;0;1;1;1;2;0;1;1;1;0;0;0;0;0;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;6;11;3;1;9;1.0;0.0;1.0;0.0;0.0;1.0
7;1;5; widening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;3;3;4;3;2;3;3;4;3;2;0;0;0;0;0;3;1;4;3;1;0;2;0;0;1;0;0;0;0;0;5;1;20;16;11;3.0;0.0;2.4;0.6;0.0;3.0
7;1;6; widening;6; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;2;4;5;3;1;0.8;0.0;0.8;0.0;0.0;0.8
7;1;7; widening;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;4;1;1;1;3;4;1;1;1;3;0;0;0;0;0;1;1;1;1;1;1;0;0;0;2;2;0;0;0;0;1;5;8;7;2;2.0;0.0;1.0;0.6;0.4;2.0
7;1;8; widening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;3;1;1;4;0;3;1;1;4;0;0;0;0;0;0;1;1;1;1;0;2;0;0;3;0;0;0;0;0;9;5;14;17;1;1.8;0.0;0.8;1.0;0.0;1.8
7;1;9; widening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;0;1;2;4;0;0;1;2;4;0;0;0;0;0;0;0;1;2;4;0;0;0;0;0;0;0;0;0;0;14;17;1;5;9;1.4;0.0;1.4;0.0;0.0;1.4
7;1;10; widening;21; COMPLETED; COMPLETED; FAILED; COMPLETED; FAILED;3;1;1;6;2;3;1;1;6;2;0;0;0;0;0;3;1;1;6;1;0;0;0;0;1;0;0;0;0;0;11;20;1;16;5;2.6;0.0;2.4;0.2;0.0;2.6
7;1;11; widening;9; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;2;2;1;1;1;2;2;1;1;1;0;0;0;0;0;2;1;1;1;1;0;1;0;0;0;0;0;0;0;0;7;1;2;5;8;1.4;0.0;1.2;0.2;0.0;1.4
7;1;12; widening;6; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;2;1;1;1;1;2;1;0;0;0;0;0;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;5;2;1;4;3;1.2;0.0;1.2;0.0;0.0;1.2
7;1;13; widening;21; COMPLETED; FAILED; TERMINATED; COMPLETED; TERMINATED;1;0;1;3;3;1;0;1;3;3;0;0;0;0;0;1;0;1;1;3;0;0;0;2;0;0;0;0;0;0;16;5;1;20;11;1.6;0.0;1.2;0.4;0.0;1.6
7;1;14; widening;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;3;3;3;3;1;3;3;3;3;0;0;0;0;0;1;3;1;3;3;0;0;2;0;0;0;0;0;0;0;1;11;4;14;8;2.6;0.0;2.2;0.4;0.0;2.6
7;1;15; widening;9; TERMINATED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;2;0;1;1;1;2;0;1;1;1;0;0;0;0;0;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;2;1;5;8;7;1.0;0.0;1.0;0.0;0.0;1.0
7;1;16; widening;6; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;2;2;1;2;0;1;2;1;2;0;1;0;0;0;0;1;1;1;1;0;0;1;0;0;0;1;0;0;1;4;3;1;5;2;1.2;0.2;0.8;0.2;0.4;1.4
7;1;17; widening;12; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;1;0;4;3;1;1;0;4;3;0;0;0;0;0;1;1;0;4;1;0;0;0;0;2;0;0;0;0;0;6;3;11;9;1;1.8;0.0;1.4;0.4;0.0;1.8
7;1;18; widening;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; FAILED;1;1;4;4;1;1;1;4;4;1;0;0;0;0;0;1;1;4;4;1;0;0;0;0;0;0;0;0;0;0;14;4;8;11;1;2.2;0.0;2.2;0.0;0.0;2.2
7;2;1; direct;9; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;0;1;1;1;2;0;1;1;1;2;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;7;5;8;2;1.0;0.0;0.8;0.0;0.2;1.0
7;2;2; direct;21; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;2;2;1;6;8;2;2;1;6;8;0;0;0;0;0;2;1;1;6;8;0;1;0;0;0;0;0;0;0;0;5;1;20;11;16;3.8;0.0;3.6;0.2;0.0;3.8
7;2;3; direct;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;3;5;1;5;4;3;5;1;5;4;0;0;0;0;0;3;1;1;5;4;0;3;0;0;0;0;1;0;0;0;11;3;6;9;1;3.6;0.0;2.8;0.6;0.2;3.6
7;2;4; direct;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;2;2;2;2;4;2;2;2;2;4;0;0;0;0;0;2;2;1;2;4;0;0;1;0;0;0;0;0;0;0;14;8;1;4;11;2.4;0.0;2.2;0.2;0.0;2.4
7;2;5; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;2;4;3;5;1;2;4;3;5;0;0;0;0;0;1;2;4;3;5;0;0;0;0;0;0;0;0;0;0;1;5;11;16;20;3.0;0.0;3.0;0.0;0.0;3.0
7;2;6; direct;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;2;2;3;4;4;2;2;3;4;4;0;0;0;0;0;2;2;3;1;4;0;0;0;3;0;0;0;0;0;0;9;5;17;1;14;3.0;0.0;2.4;0.6;0.0;3.0
7;2;7; direct;6; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;2;1;1;0;1;2;1;1;0;0;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;3;1;2;5;4;1.0;0.0;1.0;0.0;0.0;1.0
7;2;8; direct;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;2;0;1;1;1;2;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;1;9;3;6;11;1.0;0.0;1.0;0.0;0.0;1.0
7;2;9; direct;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;2;4;2;3;2;2;4;2;3;0;0;0;0;0;2;1;4;1;3;0;1;0;1;0;0;0;0;0;0;14;4;8;1;11;2.6;0.0;2.2;0.4;0.0;2.6
7;2;10; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;2;2;3;5;1;2;2;3;5;0;0;0;0;0;1;2;2;3;1;0;0;0;0;3;0;0;0;0;1;3;11;6;9;1;2.6;0.0;1.8;0.6;0.2;2.6
7;2;11; direct;21; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;1;3;2;4;1;1;3;2;4;0;0;0;0;0;1;1;3;2;1;0;0;0;0;2;0;0;0;0;1;16;5;11;20;1;2.2;0.0;1.6;0.4;0.2;2.2
7;2;12; direct;6; COMPLETED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;2;5;4;3;0.8;0.0;0.8;0.0;0.0;0.8
7;2;13; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;2;1;3;2;1;2;1;3;2;0;0;0;0;0;1;1;1;3;2;0;0;0;0;0;0;1;0;0;0;2;1;8;5;7;1.8;0.0;1.6;0.0;0.2;1.8
7;2;14; direct;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;2;2;2;6;0;2;2;2;6;0;0;0;0;0;0;2;2;1;6;0;0;0;1;0;0;0;0;0;0;0;11;14;1;8;4;2.4;0.0;2.2;0.2;0.0;2.4
7;2;15; direct;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;1;2;5;2;0;1;2;5;2;0;0;0;0;0;0;1;2;5;2;0;0;0;0;0;0;0;0;0;0;0;5;17;14;9;1;2.0;0.0;2.0;0.0;0.0;2.0
7;2;16; direct;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;1;3;6;3;1;1;3;6;3;1;0;0;0;0;0;1;3;6;3;1;0;0;0;0;0;0;0;0;0;0;17;9;14;5;1;2.8;0.0;2.8;0.0;0.0;2.8
7;2;17; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;2;3;1;2;0;2;3;1;2;0;0;0;0;0;0;1;3;1;1;0;0;0;0;1;0;1;0;0;0;5;1;7;8;2;1.6;0.0;1.2;0.2;0.2;1.6
7;2;18; direct;6; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;2;2;2;0;1;2;2;2;0;0;0;0;0;0;1;2;2;2;0;0;0;0;0;0;0;0;0;0;5;2;1;4;3;1.4;0.0;1.4;0.0;0.0;1.4
7;3;1; densening;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;2;3;4;5;3;2;3;4;5;3;0;0;0;0;0;2;1;4;5;3;0;1;0;0;0;0;1;0;0;0;4;1;11;14;8;3.4;0.0;3.0;0.2;0.2;3.4
7;3;2; densening;21; COMPLETED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;2;5;4;2;20;2;4;4;2;20;0;1;0;0;0;2;5;4;1;20;0;0;0;1;0;0;0;0;0;0;5;20;11;1;16;6.4;0.2;6.4;0.2;0.0;6.6000000000000005
7;3;3; densening;21; COMPLETED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;2;2;4;2;1;2;2;4;2;1;0;0;0;0;0;2;2;4;1;1;0;0;0;1;0;0;0;0;0;0;5;16;11;1;20;2.2;0.0;2.0;0.2;0.0;2.2
7;3;4; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;2;2;3;2;1;2;2;3;2;0;0;0;0;0;1;2;2;3;1;0;0;0;0;0;0;0;0;0;1;9;6;3;11;1;2.0;0.0;1.8;0.0;0.2;2.0
7;3;5; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;3;7;1;2;1;3;6;1;2;0;0;1;0;0;1;3;7;1;2;0;0;0;0;0;0;0;0;0;0;6;11;9;1;3;2.6;0.2;2.8;0.0;0.0;2.8000000000000003
7;3;6; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;2;2;3;3;2;2;2;3;3;0;0;0;0;0;2;1;2;3;3;0;0;0;0;0;0;1;0;0;0;5;1;2;7;8;2.4;0.0;2.2;0.0;0.2;2.4
7;3;7; densening;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;4;9;1;6;4;4;9;1;6;4;0;0;0;0;0;4;9;1;6;1;0;0;0;0;2;0;0;0;0;1;20;11;1;16;5;4.8;0.0;4.2;0.4;0.2;4.8
7;3;8; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;2;2;2;4;0;2;2;2;4;0;0;0;0;0;0;2;2;1;4;0;0;0;1;0;0;0;0;0;0;5;3;4;1;2;2.0;0.0;1.8;0.2;0.0;2.0
7;3;9; densening;15; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;2;5;5;4;1;2;5;5;4;1;0;0;0;0;0;2;5;5;4;1;0;0;0;0;0;0;0;0;0;0;4;8;11;14;1;3.4;0.0;3.4;0.0;0.0;3.4
7;3;10; densening;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;2;2;4;2;4;2;2;4;2;4;0;0;0;0;0;2;2;4;1;4;0;0;0;1;0;0;0;0;0;0;2;5;7;1;8;2.8;0.0;2.6;0.2;0.0;2.8
7;3;11; densening;18; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;2;2;3;6;1;2;2;3;6;0;0;0;0;0;1;1;2;3;6;0;1;0;0;0;0;0;0;0;0;14;1;5;9;17;2.8;0.0;2.6;0.2;0.0;2.8
7;3;12; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;3;2;6;4;4;3;2;6;4;4;0;0;0;0;0;3;1;6;4;4;0;1;0;0;0;0;0;0;0;0;9;1;5;14;17;3.8;0.0;3.6;0.2;0.0;3.8
7;3;13; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;7;5;2;1;1;7;5;2;1;0;0;0;0;0;1;7;1;2;1;0;0;4;0;0;0;0;0;0;0;1;14;5;9;17;3.2;0.0;2.4;0.8;0.0;3.2
7;3;14; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;2;2;1;1;1;2;2;1;1;0;0;0;0;0;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;1;2;3;4;5;1.4;0.0;1.4;0.0;0.0;1.4
7;3;15; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;3;2;5;2;0;2;2;5;2;0;1;0;0;0;0;3;2;1;2;0;0;0;3;0;0;0;0;1;0;5;3;4;1;2;2.2;0.2;1.6;0.6;0.2;2.4000000000000004
7;3;16; densening;15; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;2;2;4;2;3;2;2;4;2;3;0;0;0;0;0;2;2;1;2;3;0;0;3;0;0;0;0;0;0;0;14;8;1;4;11;2.6;0.0;2.0;0.6;0.0;2.6
7;3;17; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;2;2;2;1;1;2;2;2;0;0;0;0;0;1;1;2;1;2;0;0;0;0;0;0;0;0;1;0;5;8;7;1;2;1.6;0.0;1.4;0.0;0.2;1.6
7;3;18; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;3;2;3;3;0;3;2;3;3;0;0;0;0;0;0;3;1;3;3;0;0;0;0;0;0;0;1;0;0;1;6;3;11;9;2.2;0.0;2.0;0.0;0.2;2.2
8;1;1; densening;15; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;2;7;5;4;4;2;7;5;4;4;0;0;0;0;0;2;7;4;4;4;0;0;0;0;0;0;0;1;0;0;8;11;1;14;4;4.4;0.0;4.2;0.0;0.2;4.4
8;1;2; densening;21; COMPLETED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;3;3;4;3;8;3;3;4;3;8;0;0;0;0;0;3;3;4;3;8;0;0;0;0;0;0;0;0;0;0;1;5;20;11;16;4.2;0.0;4.2;0.0;0.0;4.2
8;1;3; densening;18; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;2;2;3;8;3;2;2;3;8;3;0;0;0;0;0;2;1;3;8;3;0;1;0;0;0;0;0;0;0;0;5;1;9;14;17;3.6;0.0;3.4;0.2;0.0;3.6
8;1;4; densening;9; TERMINATED; FAILED; COMPLETED; COMPLETED; COMPLETED;2;5;2;3;3;2;5;2;3;3;0;0;0;0;0;2;5;2;3;3;0;0;0;0;0;0;0;0;0;0;1;7;2;5;8;3.0;0.0;3.0;0.0;0.0;3.0
8;1;5; densening;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;5;5;3;1;0;5;5;3;1;0;0;0;0;0;0;5;5;3;1;0;0;0;0;0;0;0;0;0;0;0;1;11;8;14;4;2.8;0.0;2.8;0.0;0.0;2.8
8;1;6; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;7;2;2;7;2;7;2;2;7;2;0;0;0;0;0;7;2;1;7;2;0;0;0;0;0;0;0;1;0;0;2;8;1;5;7;4.0;0.0;3.8;0.0;0.2;4.0
8;1;7; densening;21; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;3;8;6;8;5;3;8;6;7;5;0;0;0;1;0;3;8;4;8;5;0;0;1;0;0;0;0;1;0;0;20;16;1;11;5;5.8;0.2;5.6;0.2;0.2;6.0
8;1;8; densening;15; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;4;7;7;1;4;4;7;7;1;4;0;0;0;0;0;4;7;7;1;1;0;0;0;0;1;0;0;0;0;2;11;8;4;14;1;4.6;0.0;4.0;0.2;0.4;4.6
8;1;9; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;2;5;3;2;2;2;5;3;2;0;0;0;0;0;2;2;5;3;1;0;0;0;0;1;0;0;0;0;0;3;2;5;4;1;2.8;0.0;2.6;0.2;0.0;2.8
8;1;10; densening;12; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;9;5;4;3;5;6;5;4;3;5;3;0;0;0;0;9;5;4;2;5;0;0;0;0;0;0;0;0;1;0;9;6;11;1;3;4.6;0.6;5.0;0.0;0.2;5.199999999999999
8;1;11; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;4;3;3;2;2;4;3;3;2;0;0;0;0;0;2;4;1;3;2;0;0;0;0;0;0;0;2;0;0;5;2;1;4;3;2.8;0.0;2.4;0.0;0.4;2.8
8;1;12; densening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;2;5;1;4;4;2;5;1;4;4;0;0;0;0;0;2;5;1;4;1;0;0;0;0;3;0;0;0;0;0;17;9;5;14;1;3.2;0.0;2.6;0.6;0.0;3.2
8;1;13; densening;12; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;3;2;3;3;1;3;2;3;3;0;0;0;0;0;1;3;2;1;3;0;0;0;2;0;0;0;0;0;0;11;6;9;1;3;2.4;0.0;2.0;0.4;0.0;2.4
8;1;14; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;5;2;5;3;1;4;2;5;3;0;1;0;0;0;1;5;1;5;3;0;0;1;0;0;0;0;0;0;0;5;9;1;14;17;3.0;0.2;3.0;0.2;0.0;3.2
8;1;15; densening;6; TERMINATED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;6;3;1;2;3;6;3;1;2;3;0;0;0;0;0;6;3;1;1;3;0;0;0;0;0;0;0;0;1;0;5;4;3;1;2;3.0;0.0;2.8;0.0;0.2;3.0
8;1;16; densening;12; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;1;3;2;2;1;1;3;2;2;0;0;0;0;0;1;1;3;2;2;0;0;0;0;0;0;0;0;0;0;1;11;3;9;6;1.8;0.0;1.8;0.0;0.0;1.8
8;1;17; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;3;3;4;4;0;3;3;4;4;0;0;0;0;0;0;3;3;4;1;0;0;0;0;0;0;0;0;0;3;8;7;2;5;1;2.8;0.0;2.2;0.0;0.6;2.8
8;1;18; densening;21; COMPLETED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;1;10;2;4;9;1;10;2;4;9;0;0;0;0;0;1;10;1;4;9;0;0;0;0;0;0;0;1;0;0;1;20;5;16;11;5.2;0.0;5.0;0.0;0.2;5.2
8;2;1; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;9;3;2;5;4;9;2;2;4;4;0;1;0;1;0;9;3;2;5;4;0;0;0;0;0;0;0;0;0;0;1;16;20;5;11;4.2;0.4;4.6;0.0;0.0;4.6000000000000005
8;2;2; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;3;2;1;1;2;3;2;1;1;2;0;0;0;0;0;3;1;1;1;2;0;0;0;0;0;0;1;0;0;0;6;3;9;1;11;1.8;0.0;1.6;0.0;0.2;1.8
8;2;3; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;2;1;3;1;2;2;1;3;1;2;0;0;0;0;0;2;1;3;1;1;0;0;0;0;1;0;0;0;0;0;3;9;6;11;1;1.8;0.0;1.6;0.2;0.0;1.8
8;2;4; direct;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;14;7;6;2;4;14;7;6;2;4;0;0;0;0;0;14;7;6;2;1;0;0;0;0;2;0;0;0;0;1;14;11;8;4;1;6.6;0.0;6.0;0.4;0.2;6.6
8;2;5; direct;18; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;2;2;1;1;5;2;2;1;1;5;0;0;0;0;0;2;2;1;1;2;0;0;0;0;2;0;0;0;0;1;17;14;5;9;1;2.2;0.0;1.6;0.4;0.2;2.2
