;Proband;Block;Task;Trial;MappingMethod;NumLayers;Target;Target_Relative;Result;Result_Numeric
2742;10;1;9;2; widening;6;5;0.8333333333333334; TERMINATED;0
2743;10;1;9;3; widening;6;2;0.3333333333333333; COMPLETED;1
2744;10;1;9;4; widening;6;4;0.6666666666666666; TERMINATED;0
2745;10;1;10;0; widening;18;5;0.2777777777777778; COMPLETED;1
2746;10;1;10;1; widening;18;17;0.9444444444444444; COMPLETED;1
2747;10;1;10;2; widening;18;1;0.05555555555555555; TERMINATED;0
2748;10;1;10;3; widening;18;9;0.5; COMPLETED;1
2749;10;1;10;4; widening;18;14;0.7777777777777778; COMPLETED;1
2750;10;1;11;0; widening;9;5;0.5555555555555556; COMPLETED;1
2751;10;1;11;1; widening;9;2;0.2222222222222222; COMPLETED;1
2752;10;1;11;2; widening;9;8;0.8888888888888888; TERMINATED;0
2753;10;1;11;3; widening;9;7;0.7777777777777778; TERMINATED;0
2754;10;1;11;4; widening;9;1;0.1111111111111111; TERMINATED;0
2755;10;1;12;0; widening;12;9;0.75; TERMINATED;0
2756;10;1;12;1; widening;12;1;0.08333333333333333; COMPLETED;1
2757;10;1;12;2; widening;12;11;0.9166666666666666; TERMINATED;0
2758;10;1;12;3; widening;12;3;0.25; COMPLETED;1
2759;10;1;12;4; widening;12;6;0.5; COMPLETED;1
2760;10;1;13;0; widening;9;5;0.5555555555555556; TERMINATED;0
2761;10;1;13;1; widening;9;1;0.1111111111111111; COMPLETED;1
2762;10;1;13;2; widening;9;2;0.2222222222222222; COMPLETED;1
2763;10;1;13;3; widening;9;8;0.8888888888888888; TERMINATED;0
2764;10;1;13;4; widening;9;7;0.7777777777777778; TERMINATED;0
2765;10;1;14;0; widening;12;11;0.9166666666666666; TERMINATED;0
2766;10;1;14;1; widening;12;6;0.5; COMPLETED;1
2767;10;1;14;2; widening;12;1;0.08333333333333333; TERMINATED;0
2768;10;1;14;3; widening;12;9;0.75; TERMINATED;0
2769;10;1;14;4; widening;12;3;0.25; TERMINATED;0
2770;10;1;15;0; widening;15;11;0.7333333333333333; COMPLETED;1
2771;10;1;15;1; widening;15;14;0.9333333333333333; TERMINATED;0
2772;10;1;15;2; widening;15;8;0.5333333333333333; TERMINATED;0
2773;10;1;15;3; widening;15;4;0.26666666666666666; TERMINATED;0
2774;10;1;15;4; widening;15;1;0.06666666666666667; TERMINATED;0
2775;10;1;16;0; widening;18;14;0.7777777777777778; COMPLETED;1
2776;10;1;16;1; widening;18;9;0.5; COMPLETED;1
2777;10;1;16;2; widening;18;1;0.05555555555555555; TERMINATED;0
2778;10;1;16;3; widening;18;5;0.2777777777777778; COMPLETED;1
2779;10;1;16;4; widening;18;17;0.9444444444444444; COMPLETED;1
2780;10;1;17;0; widening;15;1;0.06666666666666667; TERMINATED;0
2781;10;1;17;1; widening;15;8;0.5333333333333333; COMPLETED;1
2782;10;1;17;2; widening;15;4;0.26666666666666666; TERMINATED;0
2783;10;1;17;3; widening;15;14;0.9333333333333333; COMPLETED;1
2784;10;1;17;4; widening;15;11;0.7333333333333333; COMPLETED;1
2785;10;1;18;0; widening;6;3;0.5; TERMINATED;0
2786;10;1;18;1; widening;6;1;0.16666666666666666; COMPLETED;1
2787;10;1;18;2; widening;6;5;0.8333333333333334; TERMINATED;0
2788;10;1;18;3; widening;6;2;0.3333333333333333; COMPLETED;1
2789;10;1;18;4; widening;6;4;0.6666666666666666; TERMINATED;0
2790;10;2;1;0; densening;18;1;0.05555555555555555; COMPLETED;1
2791;10;2;1;1; densening;18;17;0.9444444444444444; TERMINATED;0
2792;10;2;1;2; densening;18;5;0.2777777777777778; TERMINATED;0
2793;10;2;1;3; densening;18;14;0.7777777777777778; COMPLETED;1
2794;10;2;1;4; densening;18;9;0.5; COMPLETED;1
2795;10;2;2;0; densening;15;1;0.06666666666666667; COMPLETED;1
2796;10;2;2;1; densening;15;14;0.9333333333333333; TERMINATED;0
2797;10;2;2;2; densening;15;8;0.5333333333333333; TERMINATED;0
2798;10;2;2;3; densening;15;11;0.7333333333333333; TERMINATED;0
2799;10;2;2;4; densening;15;4;0.26666666666666666; COMPLETED;1
2800;10;2;3;0; densening;15;4;0.26666666666666666; COMPLETED;1
2801;10;2;3;1; densening;15;8;0.5333333333333333; COMPLETED;1
2802;10;2;3;2; densening;15;11;0.7333333333333333; COMPLETED;1
2803;10;2;3;3; densening;15;14;0.9333333333333333; COMPLETED;1
2804;10;2;3;4; densening;15;1;0.06666666666666667; COMPLETED;1
2805;10;2;4;0; densening;18;17;0.9444444444444444; TERMINATED;0
2806;10;2;4;1; densening;18;14;0.7777777777777778; TERMINATED;0
2807;10;2;4;2; densening;18;9;0.5; TERMINATED;0
2808;10;2;4;3; densening;18;5;0.2777777777777778; TERMINATED;0
2809;10;2;4;4; densening;18;1;0.05555555555555555; COMPLETED;1
2810;10;2;5;0; densening;6;3;0.5; TERMINATED;0
2811;10;2;5;1; densening;6;4;0.6666666666666666; TERMINATED;0
2812;10;2;5;2; densening;6;5;0.8333333333333334; TERMINATED;0
2813;10;2;5;3; densening;6;1;0.16666666666666666; COMPLETED;1
2814;10;2;5;4; densening;6;2;0.3333333333333333; TERMINATED;0
2815;10;2;6;0; densening;12;3;0.25; TERMINATED;0
2816;10;2;6;1; densening;12;6;0.5; TERMINATED;0
2817;10;2;6;2; densening;12;11;0.9166666666666666; TERMINATED;0
2818;10;2;6;3; densening;12;1;0.08333333333333333; COMPLETED;1
2819;10;2;6;4; densening;12;9;0.75; TERMINATED;0
2820;10;2;7;0; densening;6;5;0.8333333333333334; TERMINATED;0
2821;10;2;7;1; densening;6;2;0.3333333333333333; TERMINATED;0
2822;10;2;7;2; densening;6;3;0.5; TERMINATED;0
2823;10;2;7;3; densening;6;4;0.6666666666666666; TERMINATED;0
2824;10;2;7;4; densening;6;1;0.16666666666666666; COMPLETED;1
2825;10;2;8;0; densening;18;14;0.7777777777777778; COMPLETED;1
2826;10;2;8;1; densening;18;17;0.9444444444444444; COMPLETED;1
2827;10;2;8;2; densening;18;9;0.5; COMPLETED;1
2828;10;2;8;3; densening;18;5;0.2777777777777778; TERMINATED;0
2829;10;2;8;4; densening;18;1;0.05555555555555555; COMPLETED;1
2830;10;2;9;0; densening;15;11;0.7333333333333333; COMPLETED;1
2831;10;2;9;1; densening;15;1;0.06666666666666667; TERMINATED;0
2832;10;2;9;2; densening;15;4;0.26666666666666666; TERMINATED;0
2833;10;2;9;3; densening;15;14;0.9333333333333333; TERMINATED;0
2834;10;2;9;4; densening;15;8;0.5333333333333333; TERMINATED;0
2835;10;2;10;0; densening;21;11;0.5238095238095238; TERMINATED;0
2836;10;2;10;1; densening;21;20;0.9523809523809523; TERMINATED;0
2837;10;2;10;2; densening;21;16;0.7619047619047619; TERMINATED;0
2838;10;2;10;3; densening;21;1;0.047619047619047616; COMPLETED;1
2839;10;2;10;4; densening;21;5;0.23809523809523808; TERMINATED;0
2840;10;2;11;0; densening;9;8;0.8888888888888888; TERMINATED;0
2841;10;2;11;1; densening;9;1;0.1111111111111111; COMPLETED;1
2842;10;2;11;2; densening;9;2;0.2222222222222222; COMPLETED;1
2843;10;2;11;3; densening;9;5;0.5555555555555556; TERMINATED;0
2844;10;2;11;4; densening;9;7;0.7777777777777778; TERMINATED;0
2845;10;2;12;0; densening;21;5;0.23809523809523808; COMPLETED;1
2846;10;2;12;1; densening;21;11;0.5238095238095238; COMPLETED;1
2847;10;2;12;2; densening;21;1;0.047619047619047616; TERMINATED;0
2848;10;2;12;3; densening;21;20;0.9523809523809523; TERMINATED;0
2849;10;2;12;4; densening;21;16;0.7619047619047619; TERMINATED;0
2850;10;2;13;0; densening;9;1;0.1111111111111111; COMPLETED;1
2851;10;2;13;1; densening;9;5;0.5555555555555556; TERMINATED;0
2852;10;2;13;2; densening;9;7;0.7777777777777778; TERMINATED;0
2853;10;2;13;3; densening;9;2;0.2222222222222222; TERMINATED;0
2854;10;2;13;4; densening;9;8;0.8888888888888888; TERMINATED;0
2855;10;2;14;0; densening;12;9;0.75; TERMINATED;0
2856;10;2;14;1; densening;12;3;0.25; TERMINATED;0
2857;10;2;14;2; densening;12;6;0.5; TERMINATED;0
2858;10;2;14;3; densening;12;11;0.9166666666666666; TERMINATED;0
2859;10;2;14;4; densening;12;1;0.08333333333333333; COMPLETED;1
2860;10;2;15;0; densening;6;4;0.6666666666666666; TERMINATED;0
2861;10;2;15;1; densening;6;2;0.3333333333333333; TERMINATED;0
2862;10;2;15;2; densening;6;5;0.8333333333333334; TERMINATED;0
2863;10;2;15;3; densening;6;3;0.5; TERMINATED;0
2864;10;2;15;4; densening;6;1;0.16666666666666666; COMPLETED;1
2865;10;2;16;0; densening;9;7;0.7777777777777778; TERMINATED;0
2866;10;2;16;1; densening;9;8;0.8888888888888888; TERMINATED;0
2867;10;2;16;2; densening;9;1;0.1111111111111111; COMPLETED;1
2868;10;2;16;3; densening;9;2;0.2222222222222222; TERMINATED;0
2869;10;2;16;4; densening;9;5;0.5555555555555556; TERMINATED;0
2870;10;2;17;0; densening;12;3;0.25; TERMINATED;0
2871;10;2;17;1; densening;12;6;0.5; COMPLETED;1
2872;10;2;17;2; densening;12;11;0.9166666666666666; COMPLETED;1
2873;10;2;17;3; densening;12;1;0.08333333333333333; COMPLETED;1
2874;10;2;17;4; densening;12;9;0.75; COMPLETED;1
2875;10;2;18;0; densening;21;11;0.5238095238095238; TERMINATED;0
2876;10;2;18;1; densening;21;5;0.23809523809523808; COMPLETED;1
2877;10;2;18;2; densening;21;1;0.047619047619047616; TERMINATED;0
2878;10;2;18;3; densening;21;16;0.7619047619047619; TERMINATED;0
2879;10;2;18;4; densening;21;20;0.9523809523809523; COMPLETED;1
2880;10;3;1;0; direct;6;4;0.6666666666666666; TERMINATED;0
2881;10;3;1;1; direct;6;5;0.8333333333333334; TERMINATED;0
2882;10;3;1;2; direct;6;1;0.16666666666666666; COMPLETED;1
2883;10;3;1;3; direct;6;2;0.3333333333333333; TERMINATED;0
2884;10;3;1;4; direct;6;3;0.5; TERMINATED;0
2885;10;3;2;0; direct;9;8;0.8888888888888888; COMPLETED;1
2886;10;3;2;1; direct;9;1;0.1111111111111111; TERMINATED;0
2887;10;3;2;2; direct;9;2;0.2222222222222222; COMPLETED;1
2888;10;3;2;3; direct;9;7;0.7777777777777778; TERMINATED;0
2889;10;3;2;4; direct;9;5;0.5555555555555556; COMPLETED;1
2890;10;3;3;0; direct;12;9;0.75; TERMINATED;0
2891;10;3;3;1; direct;12;1;0.08333333333333333; COMPLETED;1
2892;10;3;3;2; direct;12;11;0.9166666666666666; TERMINATED;0
2893;10;3;3;3; direct;12;3;0.25; TERMINATED;0
2894;10;3;3;4; direct;12;6;0.5; COMPLETED;1
2895;10;3;4;0; direct;15;11;0.7333333333333333; COMPLETED;1
2896;10;3;4;1; direct;15;1;0.06666666666666667; COMPLETED;1
2897;10;3;4;2; direct;15;8;0.5333333333333333; COMPLETED;1
2898;10;3;4;3; direct;15;4;0.26666666666666666; TERMINATED;0
2899;10;3;4;4; direct;15;14;0.9333333333333333; COMPLETED;1
2900;10;3;5;0; direct;21;11;0.5238095238095238; COMPLETED;1
2901;10;3;5;1; direct;21;1;0.047619047619047616; COMPLETED;1
2902;10;3;5;2; direct;21;16;0.7619047619047619; COMPLETED;1
2903;10;3;5;3; direct;21;5;0.23809523809523808; COMPLETED;1
2904;10;3;5;4; direct;21;20;0.9523809523809523; COMPLETED;1
2905;10;3;6;0; direct;15;14;0.9333333333333333; COMPLETED;1
2906;10;3;6;1; direct;15;8;0.5333333333333333; COMPLETED;1
2907;10;3;6;2; direct;15;11;0.7333333333333333; COMPLETED;1
2908;10;3;6;3; direct;15;1;0.06666666666666667; COMPLETED;1
2909;10;3;6;4; direct;15;4;0.26666666666666666; TERMINATED;0
2910;10;3;7;0; direct;6;1;0.16666666666666666; COMPLETED;1
2911;10;3;7;1; direct;6;3;0.5; TERMINATED;0
2912;10;3;7;2; direct;6;2;0.3333333333333333; COMPLETED;1
2913;10;3;7;3; direct;6;4;0.6666666666666666; TERMINATED;0
2914;10;3;7;4; direct;6;5;0.8333333333333334; TERMINATED;0
2915;10;3;8;0; direct;12;9;0.75; TERMINATED;0
2916;10;3;8;1; direct;12;1;0.08333333333333333; COMPLETED;1
2917;10;3;8;2; direct;12;3;0.25; COMPLETED;1
2918;10;3;8;3; direct;12;11;0.9166666666666666; COMPLETED;1
2919;10;3;8;4; direct;12;6;0.5; COMPLETED;1
2920;10;3;9;0; direct;21;11;0.5238095238095238; TERMINATED;0
2921;10;3;9;1; direct;21;16;0.7619047619047619; COMPLETED;1
2922;10;3;9;2; direct;21;1;0.047619047619047616; TERMINATED;0
2923;10;3;9;3; direct;21;20;0.9523809523809523; COMPLETED;1
2924;10;3;9;4; direct;21;5;0.23809523809523808; COMPLETED;1
2925;10;3;10;0; direct;15;1;0.06666666666666667; COMPLETED;1
2926;10;3;10;1; direct;15;8;0.5333333333333333; TERMINATED;0
2927;10;3;10;2; direct;15;14;0.9333333333333333; TERMINATED;0
2928;10;3;10;3; direct;15;11;0.7333333333333333; COMPLETED;1
2929;10;3;10;4; direct;15;4;0.26666666666666666; COMPLETED;1
2930;10;3;11;0; direct;18;9;0.5; COMPLETED;1
2931;10;3;11;1; direct;18;14;0.7777777777777778; COMPLETED;1
2932;10;3;11;2; direct;18;1;0.05555555555555555; COMPLETED;1
2933;10;3;11;3; direct;18;17;0.9444444444444444; COMPLETED;1
2934;10;3;11;4; direct;18;5;0.2777777777777778; TERMINATED;0
2935;10;3;12;0; direct;21;20;0.9523809523809523; COMPLETED;1
2936;10;3;12;1; direct;21;5;0.23809523809523808; TERMINATED;0
2937;10;3;12;2; direct;21;11;0.5238095238095238; TERMINATED;0
2938;10;3;12;3; direct;21;1;0.047619047619047616; TERMINATED;0
2939;10;3;12;4; direct;21;16;0.7619047619047619; TERMINATED;0
2940;10;3;13;0; direct;9;7;0.7777777777777778; TERMINATED;0
2941;10;3;13;1; direct;9;8;0.8888888888888888; TERMINATED;0
2942;10;3;13;2; direct;9;5;0.5555555555555556; COMPLETED;1
2943;10;3;13;3; direct;9;2;0.2222222222222222; COMPLETED;1
2944;10;3;13;4; direct;9;1;0.1111111111111111; COMPLETED;1
2945;10;3;14;0; direct;12;3;0.25; COMPLETED;1
2946;10;3;14;1; direct;12;11;0.9166666666666666; TERMINATED;0
2947;10;3;14;2; direct;12;1;0.08333333333333333; COMPLETED;1
2948;10;3;14;3; direct;12;6;0.5; COMPLETED;1
2949;10;3;14;4; direct;12;9;0.75; COMPLETED;1
2950;10;3;15;0; direct;18;9;0.5; COMPLETED;1
2951;10;3;15;1; direct;18;1;0.05555555555555555; COMPLETED;1
2952;10;3;15;2; direct;18;5;0.2777777777777778; COMPLETED;1
2953;10;3;15;3; direct;18;14;0.7777777777777778; COMPLETED;1
2954;10;3;15;4; direct;18;17;0.9444444444444444; COMPLETED;1
2955;10;3;16;0; direct;18;5;0.2777777777777778; COMPLETED;1
2956;10;3;16;1; direct;18;1;0.05555555555555555; COMPLETED;1
2957;10;3;16;2; direct;18;14;0.7777777777777778; COMPLETED;1
2958;10;3;16;3; direct;18;17;0.9444444444444444; COMPLETED;1
2959;10;3;16;4; direct;18;9;0.5; TERMINATED;0
2960;10;3;17;0; direct;6;3;0.5; TERMINATED;0
2961;10;3;17;1; direct;6;4;0.6666666666666666; TERMINATED;0
2962;10;3;17;2; direct;6;5;0.8333333333333334; TERMINATED;0
2963;10;3;17;3; direct;6;2;0.3333333333333333; COMPLETED;1
2964;10;3;17;4; direct;6;1;0.16666666666666666; COMPLETED;1
2965;10;3;18;0; direct;9;1;0.1111111111111111; COMPLETED;1
2966;10;3;18;1; direct;9;5;0.5555555555555556; TERMINATED;0
2967;10;3;18;2; direct;9;2;0.2222222222222222; TERMINATED;0
2968;10;3;18;3; direct;9;8;0.8888888888888888; COMPLETED;1
2969;10;3;18;4; direct;9;7;0.7777777777777778; COMPLETED;1
2970;11;1;1;0; direct;15;1;0.06666666666666667; COMPLETED;1
2971;11;1;1;1; direct;15;8;0.5333333333333333; COMPLETED;1
2972;11;1;1;2; direct;15;11;0.7333333333333333; COMPLETED;1
2973;11;1;1;3; direct;15;4;0.26666666666666666; COMPLETED;1
2974;11;1;1;4; direct;15;14;0.9333333333333333; TERMINATED;0
2975;11;1;2;0; direct;21;11;0.5238095238095238; COMPLETED;1
2976;11;1;2;1; direct;21;1;0.047619047619047616; COMPLETED;1
2977;11;1;2;2; direct;21;20;0.9523809523809523; COMPLETED;1
2978;11;1;2;3; direct;21;16;0.7619047619047619; COMPLETED;1
2979;11;1;2;4; direct;21;5;0.23809523809523808; COMPLETED;1
2980;11;1;3;0; direct;6;4;0.6666666666666666; COMPLETED;1
2981;11;1;3;1; direct;6;3;0.5; COMPLETED;1
2982;11;1;3;2; direct;6;5;0.8333333333333334; COMPLETED;1
2983;11;1;3;3; direct;6;1;0.16666666666666666; COMPLETED;1
2984;11;1;3;4; direct;6;2;0.3333333333333333; COMPLETED;1
2985;11;1;4;0; direct;6;4;0.6666666666666666; COMPLETED;1
2986;11;1;4;1; direct;6;5;0.8333333333333334; COMPLETED;1
2987;11;1;4;2; direct;6;1;0.16666666666666666; COMPLETED;1
2988;11;1;4;3; direct;6;2;0.3333333333333333; COMPLETED;1
2989;11;1;4;4; direct;6;3;0.5; COMPLETED;1
2990;11;1;5;0; direct;12;3;0.25; COMPLETED;1
2991;11;1;5;1; direct;12;11;0.9166666666666666; COMPLETED;1
2992;11;1;5;2; direct;12;1;0.08333333333333333; COMPLETED;1
2993;11;1;5;3; direct;12;6;0.5; COMPLETED;1
2994;11;1;5;4; direct;12;9;0.75; COMPLETED;1
2995;11;1;6;0; direct;12;3;0.25; COMPLETED;1
2996;11;1;6;1; direct;12;1;0.08333333333333333; COMPLETED;1
2997;11;1;6;2; direct;12;6;0.5; COMPLETED;1
2998;11;1;6;3; direct;12;9;0.75; COMPLETED;1
2999;11;1;6;4; direct;12;11;0.9166666666666666; TERMINATED;0
3000;11;1;7;0; direct;15;8;0.5333333333333333; COMPLETED;1
3001;11;1;7;1; direct;15;1;0.06666666666666667; COMPLETED;1
3002;11;1;7;2; direct;15;4;0.26666666666666666; COMPLETED;1
3003;11;1;7;3; direct;15;14;0.9333333333333333; TERMINATED;0
3004;11;1;7;4; direct;15;11;0.7333333333333333; COMPLETED;1
3005;11;1;8;0; direct;6;3;0.5; COMPLETED;1
3006;11;1;8;1; direct;6;2;0.3333333333333333; COMPLETED;1
3007;11;1;8;2; direct;6;5;0.8333333333333334; COMPLETED;1
3008;11;1;8;3; direct;6;4;0.6666666666666666; COMPLETED;1
3009;11;1;8;4; direct;6;1;0.16666666666666666; TERMINATED;0
3010;11;1;9;0; direct;9;1;0.1111111111111111; COMPLETED;1
3011;11;1;9;1; direct;9;2;0.2222222222222222; COMPLETED;1
3012;11;1;9;2; direct;9;8;0.8888888888888888; COMPLETED;1
3013;11;1;9;3; direct;9;7;0.7777777777777778; COMPLETED;1
3014;11;1;9;4; direct;9;5;0.5555555555555556; COMPLETED;1
3015;11;1;10;0; direct;18;17;0.9444444444444444; COMPLETED;1
3016;11;1;10;1; direct;18;5;0.2777777777777778; COMPLETED;1
3017;11;1;10;2; direct;18;1;0.05555555555555555; COMPLETED;1
3018;11;1;10;3; direct;18;9;0.5; COMPLETED;1
3019;11;1;10;4; direct;18;14;0.7777777777777778; COMPLETED;1
3020;11;1;11;0; direct;9;1;0.1111111111111111; COMPLETED;1
3021;11;1;11;1; direct;9;5;0.5555555555555556; COMPLETED;1
3022;11;1;11;2; direct;9;8;0.8888888888888888; COMPLETED;1
3023;11;1;11;3; direct;9;7;0.7777777777777778; COMPLETED;1
3024;11;1;11;4; direct;9;2;0.2222222222222222; COMPLETED;1
3025;11;1;12;0; direct;12;6;0.5; COMPLETED;1
3026;11;1;12;1; direct;12;3;0.25; COMPLETED;1
3027;11;1;12;2; direct;12;9;0.75; TERMINATED;0
3028;11;1;12;3; direct;12;11;0.9166666666666666; COMPLETED;1
3029;11;1;12;4; direct;12;1;0.08333333333333333; TERMINATED;0
3030;11;1;13;0; direct;9;5;0.5555555555555556; COMPLETED;1
3031;11;1;13;1; direct;9;8;0.8888888888888888; COMPLETED;1
3032;11;1;13;2; direct;9;7;0.7777777777777778; COMPLETED;1
3033;11;1;13;3; direct;9;2;0.2222222222222222; COMPLETED;1
3034;11;1;13;4; direct;9;1;0.1111111111111111; COMPLETED;1
3035;11;1;14;0; direct;15;8;0.5333333333333333; COMPLETED;1
3036;11;1;14;1; direct;15;11;0.7333333333333333; COMPLETED;1
3037;11;1;14;2; direct;15;4;0.26666666666666666; COMPLETED;1
3038;11;1;14;3; direct;15;14;0.9333333333333333; COMPLETED;1
3039;11;1;14;4; direct;15;1;0.06666666666666667; TERMINATED;0
3040;11;1;15;0; direct;21;16;0.7619047619047619; COMPLETED;1
3041;11;1;15;1; direct;21;5;0.23809523809523808; COMPLETED;1
3042;11;1;15;2; direct;21;1;0.047619047619047616; COMPLETED;1
3043;11;1;15;3; direct;21;20;0.9523809523809523; COMPLETED;1
3044;11;1;15;4; direct;21;11;0.5238095238095238; COMPLETED;1
3045;11;1;16;0; direct;18;1;0.05555555555555555; TERMINATED;0
3046;11;1;16;1; direct;18;14;0.7777777777777778; COMPLETED;1
3047;11;1;16;2; direct;18;5;0.2777777777777778; COMPLETED;1
3048;11;1;16;3; direct;18;17;0.9444444444444444; COMPLETED;1
3049;11;1;16;4; direct;18;9;0.5; TERMINATED;0
3050;11;1;17;0; direct;21;20;0.9523809523809523; COMPLETED;1
3051;11;1;17;1; direct;21;16;0.7619047619047619; COMPLETED;1
3052;11;1;17;2; direct;21;1;0.047619047619047616; COMPLETED;1
3053;11;1;17;3; direct;21;11;0.5238095238095238; COMPLETED;1
3054;11;1;17;4; direct;21;5;0.23809523809523808; COMPLETED;1
3055;11;1;18;0; direct;18;14;0.7777777777777778; COMPLETED;1
3056;11;1;18;1; direct;18;17;0.9444444444444444; TERMINATED;0
3057;11;1;18;2; direct;18;9;0.5; COMPLETED;1
3058;11;1;18;3; direct;18;1;0.05555555555555555; COMPLETED;1
3059;11;1;18;4; direct;18;5;0.2777777777777778; COMPLETED;1
3060;11;2;1;0; densening;21;5;0.23809523809523808; COMPLETED;1
3061;11;2;1;1; densening;21;1;0.047619047619047616; COMPLETED;1
3062;11;2;1;2; densening;21;16;0.7619047619047619; COMPLETED;1
3063;11;2;1;3; densening;21;20;0.9523809523809523; COMPLETED;1
3064;11;2;1;4; densening;21;11;0.5238095238095238; TERMINATED;0
3065;11;2;2;0; densening;12;9;0.75; COMPLETED;1
3066;11;2;2;1; densening;12;3;0.25; COMPLETED;1
3067;11;2;2;2; densening;12;11;0.9166666666666666; COMPLETED;1
3068;11;2;2;3; densening;12;1;0.08333333333333333; COMPLETED;1
3069;11;2;2;4; densening;12;6;0.5; COMPLETED;1
3070;11;2;3;0; densening;9;5;0.5555555555555556; COMPLETED;1
3071;11;2;3;1; densening;9;8;0.8888888888888888; COMPLETED;1
3072;11;2;3;2; densening;9;7;0.7777777777777778; COMPLETED;1
3073;11;2;3;3; densening;9;2;0.2222222222222222; COMPLETED;1
3074;11;2;3;4; densening;9;1;0.1111111111111111; COMPLETED;1
3075;11;2;4;0; densening;12;3;0.25; COMPLETED;1
3076;11;2;4;1; densening;12;1;0.08333333333333333; COMPLETED;1
3077;11;2;4;2; densening;12;6;0.5; COMPLETED;1
3078;11;2;4;3; densening;12;9;0.75; COMPLETED;1
3079;11;2;4;4; densening;12;11;0.9166666666666666; COMPLETED;1
3080;11;2;5;0; densening;12;11;0.9166666666666666; TERMINATED;0
3081;11;2;5;1; densening;12;9;0.75; COMPLETED;1
3082;11;2;5;2; densening;12;1;0.08333333333333333; COMPLETED;1
3083;11;2;5;3; densening;12;3;0.25; COMPLETED;1
3084;11;2;5;4; densening;12;6;0.5; COMPLETED;1
3085;11;2;6;0; densening;18;14;0.7777777777777778; COMPLETED;1
3086;11;2;6;1; densening;18;9;0.5; COMPLETED;1
3087;11;2;6;2; densening;18;17;0.9444444444444444; COMPLETED;1
3088;11;2;6;3; densening;18;1;0.05555555555555555; COMPLETED;1
3089;11;2;6;4; densening;18;5;0.2777777777777778; COMPLETED;1
3090;11;2;7;0; densening;6;1;0.16666666666666666; COMPLETED;1
3091;11;2;7;1; densening;6;2;0.3333333333333333; TERMINATED;0
3092;11;2;7;2; densening;6;3;0.5; TERMINATED;0
3093;11;2;7;3; densening;6;4;0.6666666666666666; COMPLETED;1
3094;11;2;7;4; densening;6;5;0.8333333333333334; COMPLETED;1
3095;11;2;8;0; densening;18;14;0.7777777777777778; COMPLETED;1
3096;11;2;8;1; densening;18;1;0.05555555555555555; COMPLETED;1
3097;11;2;8;2; densening;18;17;0.9444444444444444; COMPLETED;1
3098;11;2;8;3; densening;18;5;0.2777777777777778; COMPLETED;1
3099;11;2;8;4; densening;18;9;0.5; COMPLETED;1
3100;11;2;9;0; densening;15;14;0.9333333333333333; COMPLETED;1
3101;11;2;9;1; densening;15;1;0.06666666666666667; COMPLETED;1
3102;11;2;9;2; densening;15;11;0.7333333333333333; COMPLETED;1
3103;11;2;9;3; densening;15;8;0.5333333333333333; COMPLETED;1
3104;11;2;9;4; densening;15;4;0.26666666666666666; COMPLETED;1
3105;11;2;10;0; densening;6;3;0.5; COMPLETED;1
3106;11;2;10;1; densening;6;4;0.6666666666666666; COMPLETED;1
3107;11;2;10;2; densening;6;1;0.16666666666666666; COMPLETED;1
3108;11;2;10;3; densening;6;5;0.8333333333333334; COMPLETED;1
3109;11;2;10;4; densening;6;2;0.3333333333333333; COMPLETED;1
3110;11;2;11;0; densening;15;4;0.26666666666666666; TERMINATED;0
3111;11;2;11;1; densening;15;1;0.06666666666666667; COMPLETED;1
3112;11;2;11;2; densening;15;14;0.9333333333333333; COMPLETED;1
3113;11;2;11;3; densening;15;11;0.7333333333333333; COMPLETED;1
3114;11;2;11;4; densening;15;8;0.5333333333333333; COMPLETED;1
3115;11;2;12;0; densening;21;5;0.23809523809523808; COMPLETED;1
3116;11;2;12;1; densening;21;16;0.7619047619047619; COMPLETED;1
3117;11;2;12;2; densening;21;11;0.5238095238095238; COMPLETED;1
3118;11;2;12;3; densening;21;20;0.9523809523809523; TERMINATED;0
3119;11;2;12;4; densening;21;1;0.047619047619047616; COMPLETED;1
3120;11;2;13;0; densening;9;1;0.1111111111111111; COMPLETED;1
3121;11;2;13;1; densening;9;2;0.2222222222222222; COMPLETED;1
3122;11;2;13;2; densening;9;8;0.8888888888888888; COMPLETED;1
3123;11;2;13;3; densening;9;7;0.7777777777777778; TERMINATED;0
3124;11;2;13;4; densening;9;5;0.5555555555555556; COMPLETED;1
3125;11;2;14;0; densening;21;1;0.047619047619047616; COMPLETED;1
3126;11;2;14;1; densening;21;16;0.7619047619047619; COMPLETED;1
3127;11;2;14;2; densening;21;11;0.5238095238095238; COMPLETED;1
3128;11;2;14;3; densening;21;5;0.23809523809523808; COMPLETED;1
3129;11;2;14;4; densening;21;20;0.9523809523809523; COMPLETED;1
3130;11;2;15;0; densening;15;8;0.5333333333333333; COMPLETED;1
3131;11;2;15;1; densening;15;4;0.26666666666666666; TERMINATED;0
3132;11;2;15;2; densening;15;11;0.7333333333333333; COMPLETED;1
3133;11;2;15;3; densening;15;1;0.06666666666666667; COMPLETED;1
3134;11;2;15;4; densening;15;14;0.9333333333333333; COMPLETED;1
3135;11;2;16;0; densening;9;2;0.2222222222222222; COMPLETED;1
3136;11;2;16;1; densening;9;7;0.7777777777777778; COMPLETED;1
3137;11;2;16;2; densening;9;5;0.5555555555555556; COMPLETED;1
