;Proband;Block;Task;Trial;MappingMethod;NumLayers;Target;Target_Relative;Result;Result_Numeric
835;3;1;6;0; densening;12;1;0.08333333333333333; COMPLETED;1
836;3;1;6;1; densening;12;3;0.25; COMPLETED;1
837;3;1;6;2; densening;12;9;0.75; TERMINATED;0
838;3;1;6;3; densening;12;11;0.9166666666666666; COMPLETED;1
839;3;1;6;4; densening;12;6;0.5; COMPLETED;1
840;3;1;7;0; densening;12;3;0.25; COMPLETED;1
841;3;1;7;1; densening;12;6;0.5; COMPLETED;1
842;3;1;7;2; densening;12;11;0.9166666666666666; TERMINATED;0
843;3;1;7;3; densening;12;1;0.08333333333333333; COMPLETED;1
844;3;1;7;4; densening;12;9;0.75; TERMINATED;0
845;3;1;8;0; densening;21;5;0.23809523809523808; TERMINATED;0
846;3;1;8;1; densening;21;16;0.7619047619047619; COMPLETED;1
847;3;1;8;2; densening;21;11;0.5238095238095238; TERMINATED;0
848;3;1;8;3; densening;21;20;0.9523809523809523; TERMINATED;0
849;3;1;8;4; densening;21;1;0.047619047619047616; TERMINATED;0
850;3;1;9;0; densening;21;5;0.23809523809523808; TERMINATED;0
851;3;1;9;1; densening;21;16;0.7619047619047619; TERMINATED;0
852;3;1;9;2; densening;21;1;0.047619047619047616; COMPLETED;1
853;3;1;9;3; densening;21;20;0.9523809523809523; COMPLETED;1
854;3;1;9;4; densening;21;11;0.5238095238095238; COMPLETED;1
855;3;1;10;0; densening;9;8;0.8888888888888888; COMPLETED;1
856;3;1;10;1; densening;9;5;0.5555555555555556; COMPLETED;1
857;3;1;10;2; densening;9;1;0.1111111111111111; COMPLETED;1
858;3;1;10;3; densening;9;2;0.2222222222222222; TERMINATED;0
859;3;1;10;4; densening;9;7;0.7777777777777778; COMPLETED;1
860;3;1;11;0; densening;6;3;0.5; COMPLETED;1
861;3;1;11;1; densening;6;4;0.6666666666666666; TERMINATED;0
862;3;1;11;2; densening;6;1;0.16666666666666666; COMPLETED;1
863;3;1;11;3; densening;6;5;0.8333333333333334; TERMINATED;0
864;3;1;11;4; densening;6;2;0.3333333333333333; TERMINATED;0
865;3;1;12;0; densening;9;7;0.7777777777777778; TERMINATED;0
866;3;1;12;1; densening;9;5;0.5555555555555556; COMPLETED;1
867;3;1;12;2; densening;9;2;0.2222222222222222; COMPLETED;1
868;3;1;12;3; densening;9;1;0.1111111111111111; TERMINATED;0
869;3;1;12;4; densening;9;8;0.8888888888888888; TERMINATED;0
870;3;1;13;0; densening;18;17;0.9444444444444444; TERMINATED;0
871;3;1;13;1; densening;18;14;0.7777777777777778; COMPLETED;1
872;3;1;13;2; densening;18;9;0.5; TERMINATED;0
873;3;1;13;3; densening;18;1;0.05555555555555555; TERMINATED;0
874;3;1;13;4; densening;18;5;0.2777777777777778; TERMINATED;0
875;3;1;14;0; densening;15;1;0.06666666666666667; TERMINATED;0
876;3;1;14;1; densening;15;11;0.7333333333333333; COMPLETED;1
877;3;1;14;2; densening;15;4;0.26666666666666666; TERMINATED;0
878;3;1;14;3; densening;15;8;0.5333333333333333; TERMINATED;0
879;3;1;14;4; densening;15;14;0.9333333333333333; COMPLETED;1
880;3;1;15;0; densening;18;5;0.2777777777777778; COMPLETED;1
881;3;1;15;1; densening;18;17;0.9444444444444444; TERMINATED;0
882;3;1;15;2; densening;18;9;0.5; TERMINATED;0
883;3;1;15;3; densening;18;14;0.7777777777777778; TERMINATED;0
884;3;1;15;4; densening;18;1;0.05555555555555555; COMPLETED;1
885;3;1;16;0; densening;6;3;0.5; COMPLETED;1
886;3;1;16;1; densening;6;4;0.6666666666666666; TERMINATED;0
887;3;1;16;2; densening;6;1;0.16666666666666666; COMPLETED;1
888;3;1;16;3; densening;6;2;0.3333333333333333; TERMINATED;0
889;3;1;16;4; densening;6;5;0.8333333333333334; TERMINATED;0
890;3;1;17;0; densening;6;4;0.6666666666666666; COMPLETED;1
891;3;1;17;1; densening;6;2;0.3333333333333333; COMPLETED;1
892;3;1;17;2; densening;6;1;0.16666666666666666; COMPLETED;1
893;3;1;17;3; densening;6;5;0.8333333333333334; COMPLETED;1
894;3;1;17;4; densening;6;3;0.5; TERMINATED;0
895;3;1;18;0; densening;9;2;0.2222222222222222; COMPLETED;1
896;3;1;18;1; densening;9;8;0.8888888888888888; COMPLETED;1
897;3;1;18;2; densening;9;7;0.7777777777777778; COMPLETED;1
898;3;1;18;3; densening;9;5;0.5555555555555556; COMPLETED;1
899;3;1;18;4; densening;9;1;0.1111111111111111; COMPLETED;1
900;3;2;1;0; direct;18;14;0.7777777777777778; COMPLETED;1
901;3;2;1;1; direct;18;17;0.9444444444444444; COMPLETED;1
902;3;2;1;2; direct;18;5;0.2777777777777778; TERMINATED;0
903;3;2;1;3; direct;18;1;0.05555555555555555; TERMINATED;0
904;3;2;1;4; direct;18;9;0.5; COMPLETED;1
905;3;2;2;0; direct;6;3;0.5; COMPLETED;1
906;3;2;2;1; direct;6;1;0.16666666666666666; TERMINATED;0
907;3;2;2;2; direct;6;4;0.6666666666666666; TERMINATED;0
908;3;2;2;3; direct;6;5;0.8333333333333334; TERMINATED;0
909;3;2;2;4; direct;6;2;0.3333333333333333; COMPLETED;1
910;3;2;3;0; direct;21;16;0.7619047619047619; TERMINATED;0
911;3;2;3;1; direct;21;11;0.5238095238095238; TERMINATED;0
912;3;2;3;2; direct;21;1;0.047619047619047616; TERMINATED;0
913;3;2;3;3; direct;21;5;0.23809523809523808; COMPLETED;1
914;3;2;3;4; direct;21;20;0.9523809523809523; COMPLETED;1
915;3;2;4;0; direct;21;16;0.7619047619047619; COMPLETED;1
916;3;2;4;1; direct;21;1;0.047619047619047616; TERMINATED;0
917;3;2;4;2; direct;21;20;0.9523809523809523; COMPLETED;1
918;3;2;4;3; direct;21;5;0.23809523809523808; TERMINATED;0
919;3;2;4;4; direct;21;11;0.5238095238095238; TERMINATED;0
920;3;2;5;0; direct;9;8;0.8888888888888888; TERMINATED;0
921;3;2;5;1; direct;9;7;0.7777777777777778; COMPLETED;1
922;3;2;5;2; direct;9;5;0.5555555555555556; COMPLETED;1
923;3;2;5;3; direct;9;1;0.1111111111111111; TERMINATED;0
924;3;2;5;4; direct;9;2;0.2222222222222222; COMPLETED;1
925;3;2;6;0; direct;9;5;0.5555555555555556; COMPLETED;1
926;3;2;6;1; direct;9;8;0.8888888888888888; TERMINATED;0
927;3;2;6;2; direct;9;7;0.7777777777777778; TERMINATED;0
928;3;2;6;3; direct;9;1;0.1111111111111111; COMPLETED;1
929;3;2;6;4; direct;9;2;0.2222222222222222; COMPLETED;1
930;3;2;7;0; direct;9;7;0.7777777777777778; COMPLETED;1
931;3;2;7;1; direct;9;8;0.8888888888888888; TERMINATED;0
932;3;2;7;2; direct;9;1;0.1111111111111111; COMPLETED;1
933;3;2;7;3; direct;9;5;0.5555555555555556; TERMINATED;0
934;3;2;7;4; direct;9;2;0.2222222222222222; TERMINATED;0
935;3;2;8;0; direct;12;9;0.75; TERMINATED;0
936;3;2;8;1; direct;12;11;0.9166666666666666; COMPLETED;1
937;3;2;8;2; direct;12;1;0.08333333333333333; TERMINATED;0
938;3;2;8;3; direct;12;3;0.25; COMPLETED;1
939;3;2;8;4; direct;12;6;0.5; TERMINATED;0
940;3;2;9;0; direct;15;1;0.06666666666666667; TERMINATED;0
941;3;2;9;1; direct;15;11;0.7333333333333333; TERMINATED;0
942;3;2;9;2; direct;15;14;0.9333333333333333; COMPLETED;1
943;3;2;9;3; direct;15;4;0.26666666666666666; TERMINATED;0
944;3;2;9;4; direct;15;8;0.5333333333333333; TERMINATED;0
945;3;2;10;0; direct;6;4;0.6666666666666666; COMPLETED;1
946;3;2;10;1; direct;6;2;0.3333333333333333; TERMINATED;0
947;3;2;10;2; direct;6;3;0.5; COMPLETED;1
948;3;2;10;3; direct;6;1;0.16666666666666666; COMPLETED;1
949;3;2;10;4; direct;6;5;0.8333333333333334; TERMINATED;0
950;3;2;11;0; direct;15;1;0.06666666666666667; TERMINATED;0
951;3;2;11;1; direct;15;14;0.9333333333333333; COMPLETED;1
952;3;2;11;2; direct;15;11;0.7333333333333333; COMPLETED;1
953;3;2;11;3; direct;15;8;0.5333333333333333; TERMINATED;0
954;3;2;11;4; direct;15;4;0.26666666666666666; TERMINATED;0
955;3;2;12;0; direct;12;11;0.9166666666666666; COMPLETED;1
956;3;2;12;1; direct;12;3;0.25; TERMINATED;0
957;3;2;12;2; direct;12;6;0.5; TERMINATED;0
958;3;2;12;3; direct;12;9;0.75; COMPLETED;1
959;3;2;12;4; direct;12;1;0.08333333333333333; TERMINATED;0
960;3;2;13;0; direct;18;14;0.7777777777777778; COMPLETED;1
961;3;2;13;1; direct;18;9;0.5; TERMINATED;0
962;3;2;13;2; direct;18;17;0.9444444444444444; COMPLETED;1
963;3;2;13;3; direct;18;5;0.2777777777777778; TERMINATED;0
964;3;2;13;4; direct;18;1;0.05555555555555555; COMPLETED;1
965;3;2;14;0; direct;21;1;0.047619047619047616; TERMINATED;0
966;3;2;14;1; direct;21;11;0.5238095238095238; COMPLETED;1
967;3;2;14;2; direct;21;5;0.23809523809523808; TERMINATED;0
968;3;2;14;3; direct;21;16;0.7619047619047619; TERMINATED;0
969;3;2;14;4; direct;21;20;0.9523809523809523; TERMINATED;0
970;3;2;15;0; direct;15;14;0.9333333333333333; COMPLETED;1
971;3;2;15;1; direct;15;4;0.26666666666666666; COMPLETED;1
972;3;2;15;2; direct;15;11;0.7333333333333333; TERMINATED;0
973;3;2;15;3; direct;15;8;0.5333333333333333; TERMINATED;0
974;3;2;15;4; direct;15;1;0.06666666666666667; TERMINATED;0
975;3;2;16;0; direct;6;4;0.6666666666666666; TERMINATED;0
976;3;2;16;1; direct;6;1;0.16666666666666666; COMPLETED;1
977;3;2;16;2; direct;6;3;0.5; TERMINATED;0
978;3;2;16;3; direct;6;5;0.8333333333333334; COMPLETED;1
979;3;2;16;4; direct;6;2;0.3333333333333333; COMPLETED;1
980;3;2;17;0; direct;12;1;0.08333333333333333; TERMINATED;0
981;3;2;17;1; direct;12;9;0.75; TERMINATED;0
982;3;2;17;2; direct;12;3;0.25; TERMINATED;0
983;3;2;17;3; direct;12;6;0.5; TERMINATED;0
984;3;2;17;4; direct;12;11;0.9166666666666666; COMPLETED;1
985;3;2;18;0; direct;18;1;0.05555555555555555; TERMINATED;0
986;3;2;18;1; direct;18;17;0.9444444444444444; TERMINATED;0
987;3;2;18;2; direct;18;5;0.2777777777777778; TERMINATED;0
988;3;2;18;3; direct;18;9;0.5; TERMINATED;0
989;3;2;18;4; direct;18;14;0.7777777777777778; TERMINATED;0
990;3;3;1;0; widening;18;17;0.9444444444444444; COMPLETED;1
991;3;3;1;1; widening;18;1;0.05555555555555555; TERMINATED;0
992;3;3;1;2; widening;18;5;0.2777777777777778; TERMINATED;0
993;3;3;1;3; widening;18;14;0.7777777777777778; TERMINATED;0
994;3;3;1;4; widening;18;9;0.5; TERMINATED;0
995;3;3;2;0; widening;9;5;0.5555555555555556; COMPLETED;1
996;3;3;2;1; widening;9;2;0.2222222222222222; TERMINATED;0
997;3;3;2;2; widening;9;1;0.1111111111111111; TERMINATED;0
998;3;3;2;3; widening;9;8;0.8888888888888888; TERMINATED;0
999;3;3;2;4; widening;9;7;0.7777777777777778; COMPLETED;1
1000;3;3;3;0; widening;12;6;0.5; COMPLETED;1
1001;3;3;3;1; widening;12;11;0.9166666666666666; COMPLETED;1
1002;3;3;3;2; widening;12;3;0.25; TERMINATED;0
1003;3;3;3;3; widening;12;9;0.75; TERMINATED;0
1004;3;3;3;4; widening;12;1;0.08333333333333333; TERMINATED;0
1005;3;3;4;0; widening;21;1;0.047619047619047616; TERMINATED;0
1006;3;3;4;1; widening;21;20;0.9523809523809523; COMPLETED;1
1007;3;3;4;2; widening;21;5;0.23809523809523808; TERMINATED;0
1008;3;3;4;3; widening;21;11;0.5238095238095238; TERMINATED;0
1009;3;3;4;4; widening;21;16;0.7619047619047619; COMPLETED;1
1010;3;3;5;0; widening;9;5;0.5555555555555556; COMPLETED;1
1011;3;3;5;1; widening;9;7;0.7777777777777778; COMPLETED;1
1012;3;3;5;2; widening;9;8;0.8888888888888888; TERMINATED;0
1013;3;3;5;3; widening;9;1;0.1111111111111111; TERMINATED;0
1014;3;3;5;4; widening;9;2;0.2222222222222222; COMPLETED;1
1015;3;3;6;0; widening;21;20;0.9523809523809523; COMPLETED;1
1016;3;3;6;1; widening;21;5;0.23809523809523808; TERMINATED;0
1017;3;3;6;2; widening;21;1;0.047619047619047616; TERMINATED;0
1018;3;3;6;3; widening;21;16;0.7619047619047619; TERMINATED;0
1019;3;3;6;4; widening;21;11;0.5238095238095238; TERMINATED;0
1020;3;3;7;0; widening;6;5;0.8333333333333334; COMPLETED;1
1021;3;3;7;1; widening;6;1;0.16666666666666666; COMPLETED;1
1022;3;3;7;2; widening;6;3;0.5; TERMINATED;0
1023;3;3;7;3; widening;6;4;0.6666666666666666; TERMINATED;0
1024;3;3;7;4; widening;6;2;0.3333333333333333; COMPLETED;1
1025;3;3;8;0; widening;15;8;0.5333333333333333; TERMINATED;0
1026;3;3;8;1; widening;15;4;0.26666666666666666; TERMINATED;0
1027;3;3;8;2; widening;15;14;0.9333333333333333; COMPLETED;1
1028;3;3;8;3; widening;15;11;0.7333333333333333; TERMINATED;0
1029;3;3;8;4; widening;15;1;0.06666666666666667; TERMINATED;0
1030;3;3;9;0; widening;18;14;0.7777777777777778; COMPLETED;1
1031;3;3;9;1; widening;18;17;0.9444444444444444; TERMINATED;0
1032;3;3;9;2; widening;18;1;0.05555555555555555; TERMINATED;0
1033;3;3;9;3; widening;18;9;0.5; TERMINATED;0
1034;3;3;9;4; widening;18;5;0.2777777777777778; TERMINATED;0
1035;3;3;10;0; widening;6;2;0.3333333333333333; COMPLETED;1
1036;3;3;10;1; widening;6;3;0.5; COMPLETED;1
1037;3;3;10;2; widening;6;5;0.8333333333333334; TERMINATED;0
1038;3;3;10;3; widening;6;1;0.16666666666666666; TERMINATED;0
1039;3;3;10;4; widening;6;4;0.6666666666666666; TERMINATED;0
1040;3;3;11;0; widening;15;1;0.06666666666666667; TERMINATED;0
1041;3;3;11;1; widening;15;8;0.5333333333333333; TERMINATED;0
1042;3;3;11;2; widening;15;11;0.7333333333333333; TERMINATED;0
1043;3;3;11;3; widening;15;14;0.9333333333333333; COMPLETED;1
1044;3;3;11;4; widening;15;4;0.26666666666666666; TERMINATED;0
1045;3;3;12;0; widening;15;14;0.9333333333333333; TERMINATED;0
1046;3;3;12;1; widening;15;4;0.26666666666666666; TERMINATED;0
1047;3;3;12;2; widening;15;1;0.06666666666666667; TERMINATED;0
1048;3;3;12;3; widening;15;8;0.5333333333333333; TERMINATED;0
1049;3;3;12;4; widening;15;11;0.7333333333333333; COMPLETED;1
1050;3;3;13;0; widening;9;5;0.5555555555555556; TERMINATED;0
1051;3;3;13;1; widening;9;8;0.8888888888888888; COMPLETED;1
1052;3;3;13;2; widening;9;7;0.7777777777777778; COMPLETED;1
1053;3;3;13;3; widening;9;1;0.1111111111111111; TERMINATED;0
1054;3;3;13;4; widening;9;2;0.2222222222222222; COMPLETED;1
1055;3;3;14;0; widening;21;1;0.047619047619047616; TERMINATED;0
1056;3;3;14;1; widening;21;11;0.5238095238095238; TERMINATED;0
1057;3;3;14;2; widening;21;5;0.23809523809523808; TERMINATED;0
1058;3;3;14;3; widening;21;16;0.7619047619047619; TERMINATED;0
1059;3;3;14;4; widening;21;20;0.9523809523809523; COMPLETED;1
1060;3;3;15;0; widening;18;1;0.05555555555555555; TERMINATED;0
1061;3;3;15;1; widening;18;5;0.2777777777777778; TERMINATED;0
1062;3;3;15;2; widening;18;17;0.9444444444444444; COMPLETED;1
1063;3;3;15;3; widening;18;14;0.7777777777777778; TERMINATED;0
1064;3;3;15;4; widening;18;9;0.5; TERMINATED;0
1065;3;3;16;0; widening;12;11;0.9166666666666666; COMPLETED;1
1066;3;3;16;1; widening;12;1;0.08333333333333333; TERMINATED;0
1067;3;3;16;2; widening;12;6;0.5; TERMINATED;0
1068;3;3;16;3; widening;12;3;0.25; TERMINATED;0
1069;3;3;16;4; widening;12;9;0.75; TERMINATED;0
1070;3;3;17;0; widening;6;2;0.3333333333333333; COMPLETED;1
1071;3;3;17;1; widening;6;5;0.8333333333333334; TERMINATED;0
1072;3;3;17;2; widening;6;1;0.16666666666666666; COMPLETED;1
1073;3;3;17;3; widening;6;3;0.5; TERMINATED;0
1074;3;3;17;4; widening;6;4;0.6666666666666666; COMPLETED;1
1075;3;3;18;0; widening;12;9;0.75; TERMINATED;0
1076;3;3;18;1; widening;12;11;0.9166666666666666; COMPLETED;1
1077;3;3;18;2; widening;12;3;0.25; TERMINATED;0
1078;3;3;18;3; widening;12;1;0.08333333333333333; TERMINATED;0
1079;3;3;18;4; widening;12;6;0.5; TERMINATED;0
1080;4;1;1;0; densening;15;1;0.06666666666666667; COMPLETED;1
1081;4;1;1;1; densening;15;4;0.26666666666666666; TERMINATED;0
1082;4;1;1;2; densening;15;8;0.5333333333333333; TERMINATED;0
1083;4;1;1;3; densening;15;14;0.9333333333333333; COMPLETED;1
1084;4;1;1;4; densening;15;11;0.7333333333333333; COMPLETED;1
1085;4;1;2;0; densening;21;5;0.23809523809523808; TERMINATED;0
1086;4;1;2;1; densening;21;1;0.047619047619047616; COMPLETED;1
1087;4;1;2;2; densening;21;11;0.5238095238095238; COMPLETED;1
1088;4;1;2;3; densening;21;20;0.9523809523809523; TERMINATED;0
1089;4;1;2;4; densening;21;16;0.7619047619047619; COMPLETED;1
1090;4;1;3;0; densening;21;5;0.23809523809523808; COMPLETED;1
1091;4;1;3;1; densening;21;16;0.7619047619047619; COMPLETED;1
1092;4;1;3;2; densening;21;11;0.5238095238095238; COMPLETED;1
1093;4;1;3;3; densening;21;20;0.9523809523809523; COMPLETED;1
1094;4;1;3;4; densening;21;1;0.047619047619047616; TERMINATED;0
1095;4;1;4;0; densening;15;8;0.5333333333333333; COMPLETED;1
1096;4;1;4;1; densening;15;11;0.7333333333333333; TERMINATED;0
1097;4;1;4;2; densening;15;1;0.06666666666666667; COMPLETED;1
1098;4;1;4;3; densening;15;4;0.26666666666666666; COMPLETED;1
1099;4;1;4;4; densening;15;14;0.9333333333333333; COMPLETED;1
1100;4;1;5;0; densening;12;11;0.9166666666666666; COMPLETED;1
1101;4;1;5;1; densening;12;1;0.08333333333333333; COMPLETED;1
1102;4;1;5;2; densening;12;9;0.75; COMPLETED;1
1103;4;1;5;3; densening;12;6;0.5; COMPLETED;1
1104;4;1;5;4; densening;12;3;0.25; COMPLETED;1
1105;4;1;6;0; densening;6;5;0.8333333333333334; TERMINATED;0
1106;4;1;6;1; densening;6;2;0.3333333333333333; COMPLETED;1
1107;4;1;6;2; densening;6;4;0.6666666666666666; COMPLETED;1
1108;4;1;6;3; densening;6;1;0.16666666666666666; COMPLETED;1
1109;4;1;6;4; densening;6;3;0.5; COMPLETED;1
1110;4;1;7;0; densening;9;7;0.7777777777777778; COMPLETED;1
1111;4;1;7;1; densening;9;5;0.5555555555555556; COMPLETED;1
1112;4;1;7;2; densening;9;2;0.2222222222222222; COMPLETED;1
1113;4;1;7;3; densening;9;1;0.1111111111111111; COMPLETED;1
1114;4;1;7;4; densening;9;8;0.8888888888888888; COMPLETED;1
1115;4;1;8;0; densening;9;5;0.5555555555555556; COMPLETED;1
1116;4;1;8;1; densening;9;1;0.1111111111111111; COMPLETED;1
1117;4;1;8;2; densening;9;7;0.7777777777777778; COMPLETED;1
1118;4;1;8;3; densening;9;2;0.2222222222222222; COMPLETED;1
1119;4;1;8;4; densening;9;8;0.8888888888888888; TERMINATED;0
1120;4;1;9;0; densening;18;17;0.9444444444444444; TERMINATED;0
1121;4;1;9;1; densening;18;9;0.5; COMPLETED;1
1122;4;1;9;2; densening;18;5;0.2777777777777778; COMPLETED;1
1123;4;1;9;3; densening;18;1;0.05555555555555555; COMPLETED;1
1124;4;1;9;4; densening;18;14;0.7777777777777778; COMPLETED;1
1125;4;1;10;0; densening;12;11;0.9166666666666666; COMPLETED;1
1126;4;1;10;1; densening;12;6;0.5; COMPLETED;1
1127;4;1;10;2; densening;12;3;0.25; COMPLETED;1
1128;4;1;10;3; densening;12;1;0.08333333333333333; COMPLETED;1
1129;4;1;10;4; densening;12;9;0.75; COMPLETED;1
1130;4;1;11;0; densening;6;4;0.6666666666666666; TERMINATED;0
1131;4;1;11;1; densening;6;2;0.3333333333333333; COMPLETED;1
1132;4;1;11;2; densening;6;5;0.8333333333333334; COMPLETED;1
1133;4;1;11;3; densening;6;3;0.5; COMPLETED;1
1134;4;1;11;4; densening;6;1;0.16666666666666666; COMPLETED;1
1135;4;1;12;0; densening;6;3;0.5; COMPLETED;1
1136;4;1;12;1; densening;6;5;0.8333333333333334; COMPLETED;1
1137;4;1;12;2; densening;6;1;0.16666666666666666; COMPLETED;1
1138;4;1;12;3; densening;6;2;0.3333333333333333; COMPLETED;1
1139;4;1;12;4; densening;6;4;0.6666666666666666; TERMINATED;0
1140;4;1;13;0; densening;15;11;0.7333333333333333; COMPLETED;1
1141;4;1;13;1; densening;15;4;0.26666666666666666; COMPLETED;1
1142;4;1;13;2; densening;15;14;0.9333333333333333; TERMINATED;0
1143;4;1;13;3; densening;15;1;0.06666666666666667; TERMINATED;0
1144;4;1;13;4; densening;15;8;0.5333333333333333; COMPLETED;1
1145;4;1;14;0; densening;12;11;0.9166666666666666; COMPLETED;1
1146;4;1;14;1; densening;12;1;0.08333333333333333; COMPLETED;1
1147;4;1;14;2; densening;12;9;0.75; COMPLETED;1
1148;4;1;14;3; densening;12;6;0.5; COMPLETED;1
1149;4;1;14;4; densening;12;3;0.25; COMPLETED;1
1150;4;1;15;0; densening;9;2;0.2222222222222222; COMPLETED;1
1151;4;1;15;1; densening;9;8;0.8888888888888888; COMPLETED;1
1152;4;1;15;2; densening;9;7;0.7777777777777778; COMPLETED;1
1153;4;1;15;3; densening;9;5;0.5555555555555556; TERMINATED;0
1154;4;1;15;4; densening;9;1;0.1111111111111111; COMPLETED;1
1155;4;1;16;0; densening;18;17;0.9444444444444444; COMPLETED;1
1156;4;1;16;1; densening;18;14;0.7777777777777778; COMPLETED;1
1157;4;1;16;2; densening;18;9;0.5; COMPLETED;1
1158;4;1;16;3; densening;18;5;0.2777777777777778; COMPLETED;1
1159;4;1;16;4; densening;18;1;0.05555555555555555; COMPLETED;1
1160;4;1;17;0; densening;18;14;0.7777777777777778; COMPLETED;1
1161;4;1;17;1; densening;18;17;0.9444444444444444; COMPLETED;1
1162;4;1;17;2; densening;18;1;0.05555555555555555; COMPLETED;1
1163;4;1;17;3; densening;18;5;0.2777777777777778; COMPLETED;1
1164;4;1;17;4; densening;18;9;0.5; COMPLETED;1
1165;4;1;18;0; densening;21;11;0.5238095238095238; COMPLETED;1
1166;4;1;18;1; densening;21;16;0.7619047619047619; COMPLETED;1
1167;4;1;18;2; densening;21;1;0.047619047619047616; COMPLETED;1
1168;4;1;18;3; densening;21;5;0.23809523809523808; COMPLETED;1
1169;4;1;18;4; densening;21;20;0.9523809523809523; COMPLETED;1
1170;4;2;1;0; widening;15;14;0.9333333333333333; TERMINATED;0
1171;4;2;1;1; widening;15;8;0.5333333333333333; COMPLETED;1
1172;4;2;1;2; widening;15;1;0.06666666666666667; TERMINATED;0
1173;4;2;1;3; widening;15;4;0.26666666666666666; COMPLETED;1
1174;4;2;1;4; widening;15;11;0.7333333333333333; COMPLETED;1
1175;4;2;2;0; widening;9;7;0.7777777777777778; COMPLETED;1
1176;4;2;2;1; widening;9;2;0.2222222222222222; COMPLETED;1
1177;4;2;2;2; widening;9;5;0.5555555555555556; COMPLETED;1
1178;4;2;2;3; widening;9;8;0.8888888888888888; TERMINATED;0
1179;4;2;2;4; widening;9;1;0.1111111111111111; TERMINATED;0
1180;4;2;3;0; widening;21;11;0.5238095238095238; COMPLETED;1
1181;4;2;3;1; widening;21;20;0.9523809523809523; COMPLETED;1
1182;4;2;3;2; widening;21;5;0.23809523809523808; TERMINATED;0
1183;4;2;3;3; widening;21;1;0.047619047619047616; TERMINATED;0
1184;4;2;3;4; widening;21;16;0.7619047619047619; COMPLETED;1
1185;4;2;4;0; widening;15;8;0.5333333333333333; COMPLETED;1
1186;4;2;4;1; widening;15;4;0.26666666666666666; TERMINATED;0
1187;4;2;4;2; widening;15;14;0.9333333333333333; COMPLETED;1
1188;4;2;4;3; widening;15;1;0.06666666666666667; FAILED;0
1189;4;2;4;4; widening;15;11;0.7333333333333333; COMPLETED;1
1190;4;2;5;0; widening;6;5;0.8333333333333334; COMPLETED;1
1191;4;2;5;1; widening;6;2;0.3333333333333333; COMPLETED;1
1192;4;2;5;2; widening;6;3;0.5; COMPLETED;1
1193;4;2;5;3; widening;6;4;0.6666666666666666; COMPLETED;1
1194;4;2;5;4; widening;6;1;0.16666666666666666; COMPLETED;1
1195;4;2;6;0; widening;6;4;0.6666666666666666; COMPLETED;1
1196;4;2;6;1; widening;6;5;0.8333333333333334; COMPLETED;1
1197;4;2;6;2; widening;6;3;0.5; COMPLETED;1
1198;4;2;6;3; widening;6;2;0.3333333333333333; COMPLETED;1
1199;4;2;6;4; widening;6;1;0.16666666666666666; COMPLETED;1
1200;4;2;7;0; widening;12;3;0.25; COMPLETED;1
1201;4;2;7;1; widening;12;1;0.08333333333333333; TERMINATED;0
1202;4;2;7;2; widening;12;6;0.5; COMPLETED;1
1203;4;2;7;3; widening;12;11;0.9166666666666666; TERMINATED;0
1204;4;2;7;4; widening;12;9;0.75; COMPLETED;1
1205;4;2;8;0; widening;18;17;0.9444444444444444; COMPLETED;1
1206;4;2;8;1; widening;18;9;0.5; COMPLETED;1
1207;4;2;8;2; widening;18;5;0.2777777777777778; COMPLETED;1
1208;4;2;8;3; widening;18;14;0.7777777777777778; COMPLETED;1
1209;4;2;8;4; widening;18;1;0.05555555555555555; TERMINATED;0
1210;4;2;9;0; widening;15;8;0.5333333333333333; COMPLETED;1
1211;4;2;9;1; widening;15;11;0.7333333333333333; COMPLETED;1
1212;4;2;9;2; widening;15;1;0.06666666666666667; TERMINATED;0
1213;4;2;9;3; widening;15;14;0.9333333333333333; COMPLETED;1
1214;4;2;9;4; widening;15;4;0.26666666666666666; COMPLETED;1
1215;4;2;10;0; widening;21;20;0.9523809523809523; COMPLETED;1
1216;4;2;10;1; widening;21;1;0.047619047619047616; TERMINATED;0
1217;4;2;10;2; widening;21;11;0.5238095238095238; COMPLETED;1
1218;4;2;10;3; widening;21;16;0.7619047619047619; COMPLETED;1
1219;4;2;10;4; widening;21;5;0.23809523809523808; TERMINATED;0
1220;4;2;11;0; widening;12;6;0.5; COMPLETED;1
1221;4;2;11;1; widening;12;9;0.75; COMPLETED;1
1222;4;2;11;2; widening;12;1;0.08333333333333333; TERMINATED;0
1223;4;2;11;3; widening;12;3;0.25; COMPLETED;1
1224;4;2;11;4; widening;12;11;0.9166666666666666; COMPLETED;1
1225;4;2;12;0; widening;18;5;0.2777777777777778; TERMINATED;0
1226;4;2;12;1; widening;18;1;0.05555555555555555; TERMINATED;0
1227;4;2;12;2; widening;18;14;0.7777777777777778; COMPLETED;1
1228;4;2;12;3; widening;18;9;0.5; TERMINATED;0
1229;4;2;12;4; widening;18;17;0.9444444444444444; COMPLETED;1
1230;4;2;13;0; widening;6;3;0.5; COMPLETED;1
1231;4;2;13;1; widening;6;5;0.8333333333333334; COMPLETED;1
1232;4;2;13;2; widening;6;2;0.3333333333333333; TERMINATED;0
1233;4;2;13;3; widening;6;4;0.6666666666666666; COMPLETED;1
1234;4;2;13;4; widening;6;1;0.16666666666666666; TERMINATED;0
1235;4;2;14;0; widening;21;1;0.047619047619047616; TERMINATED;0
