;Proband;Block;Task;Trial;MappingMethod;NumLayers;Target;Target_Relative;Duration
471;1;3;5;1; direct;21;1;0.047619047619047616;8.776
472;1;3;5;2; direct;21;16;0.7619047619047619;10.059
473;1;3;5;3; direct;21;5;0.23809523809523808;6.41
474;1;3;5;4; direct;21;20;0.9523809523809523;11.891
475;1;3;6;0; direct;15;14;0.9333333333333333;14.193
476;1;3;6;1; direct;15;8;0.5333333333333333;8.146
477;1;3;6;2; direct;15;11;0.7333333333333333;11.731
478;1;3;6;3; direct;15;1;0.06666666666666667;6.197
479;1;3;6;4; direct;15;4;0.26666666666666666;7.325
480;1;3;7;0; direct;6;1;0.16666666666666666;7.434
481;1;3;7;1; direct;6;3;0.5;4.038
482;1;3;7;2; direct;6;2;0.3333333333333333;7.06
483;1;3;7;3; direct;6;4;0.6666666666666666;5.365
484;1;3;7;4; direct;6;5;0.8333333333333334;6.629
485;1;3;8;0; direct;12;9;0.75;7.039
486;1;3;8;1; direct;12;1;0.08333333333333333;6.157
487;1;3;8;2; direct;12;3;0.25;5.325
488;1;3;8;3; direct;12;11;0.9166666666666666;13.636
489;1;3;8;4; direct;12;6;0.5;7.273
490;1;3;9;0; direct;21;11;0.5238095238095238;7.629
491;1;3;9;1; direct;21;16;0.7619047619047619;11.078
492;1;3;9;2; direct;21;1;0.047619047619047616;10.542
493;1;3;9;3; direct;21;20;0.9523809523809523;13.295
494;1;3;9;4; direct;21;5;0.23809523809523808;8.205
495;1;3;10;0; direct;15;1;0.06666666666666667;7.325
496;1;3;10;1; direct;15;8;0.5333333333333333;9.295
497;1;3;10;2; direct;15;14;0.9333333333333333;8.978
498;1;3;10;3; direct;15;11;0.7333333333333333;8.753
499;1;3;10;4; direct;15;4;0.26666666666666666;7.425
500;1;3;11;0; direct;18;9;0.5;11.426
501;1;3;11;1; direct;18;14;0.7777777777777778;11.401
502;1;3;11;2; direct;18;1;0.05555555555555555;13.198
503;1;3;11;3; direct;18;17;0.9444444444444444;14.969
504;1;3;11;4; direct;18;5;0.2777777777777778;4.572
505;1;3;12;0; direct;21;20;0.9523809523809523;17.106
506;1;3;12;1; direct;21;5;0.23809523809523808;5.632
507;1;3;12;2; direct;21;11;0.5238095238095238;7.619
508;1;3;12;3; direct;21;1;0.047619047619047616;6.936
509;1;3;12;4; direct;21;16;0.7619047619047619;8.981
510;1;3;13;0; direct;9;7;0.7777777777777778;7.164
511;1;3;13;1; direct;9;8;0.8888888888888888;6.659
512;1;3;13;2; direct;9;5;0.5555555555555556;6.446
513;1;3;13;3; direct;9;2;0.2222222222222222;4.224
514;1;3;13;4; direct;9;1;0.1111111111111111;4.206
515;1;3;14;0; direct;12;3;0.25;8.57
516;1;3;14;1; direct;12;11;0.9166666666666666;10.568
517;1;3;14;2; direct;12;1;0.08333333333333333;6.119
518;1;3;14;3; direct;12;6;0.5;6.645
519;1;3;14;4; direct;12;9;0.75;8.727
520;1;3;15;0; direct;18;9;0.5;11.292
521;1;3;15;1; direct;18;1;0.05555555555555555;9.588
522;1;3;15;2; direct;18;5;0.2777777777777778;6.693
523;1;3;15;3; direct;18;14;0.7777777777777778;9.735
524;1;3;15;4; direct;18;17;0.9444444444444444;8.948
525;1;3;16;0; direct;18;5;0.2777777777777778;8.972
526;1;3;16;1; direct;18;1;0.05555555555555555;5.781
527;1;3;16;2; direct;18;14;0.7777777777777778;14.042
528;1;3;16;3; direct;18;17;0.9444444444444444;12.198
529;1;3;16;4; direct;18;9;0.5;4.782
530;1;3;17;0; direct;6;3;0.5;5.55
531;1;3;17;1; direct;6;4;0.6666666666666666;3.618
532;1;3;17;2; direct;6;5;0.8333333333333334;4.84
533;1;3;17;3; direct;6;2;0.3333333333333333;5.123
534;1;3;17;4; direct;6;1;0.16666666666666666;4.278
535;1;3;18;0; direct;9;1;0.1111111111111111;6.573
536;1;3;18;1; direct;9;5;0.5555555555555556;2.958
537;1;3;18;2; direct;9;2;0.2222222222222222;3.536
538;1;3;18;3; direct;9;8;0.8888888888888888;13.482
539;1;3;18;4; direct;9;7;0.7777777777777778;7.908
