;;;;;Result;Result;Result;Result;Result;Result_Numeric;Result_Numeric;Result_Numeric;Result_Numeric;Result_Numeric
Trial;;;;;0;1;2;3;4;0;1;2;3;4
Proband;Block;Task;MappingMethod;NumLayers;;;;;;;;;;
05;2;9; widening;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
05;2;10; widening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
05;2;11; widening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
05;2;12; widening;18; TERMINATED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;0;0;1;0;1
05;2;13; widening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
05;2;14; widening;21; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
05;2;15; widening;18; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
05;2;16; widening;9; TERMINATED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;0;1;0;1;0
05;2;17; widening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
05;2;18; widening;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
05;3;1; direct;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
05;3;2; direct;21; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
05;3;3; direct;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
05;3;4; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
05;3;5; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
05;3;6; direct;21; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
05;3;7; direct;9; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
05;3;8; direct;18; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
05;3;9; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
05;3;10; direct;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
05;3;11; direct;21; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
05;3;12; direct;18; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
05;3;13; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
05;3;14; direct;18; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
05;3;15; direct;12; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
05;3;16; direct;15; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
05;3;17; direct;15; TERMINATED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;0;1;0;0;1
05;3;18; direct;9; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
06;1;1; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
06;1;2; densening;9; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
06;1;3; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
06;1;4; densening;12; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
06;1;5; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
06;1;6; densening;21; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
06;1;7; densening;18; COMPLETED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;1;0;0;0;1
06;1;8; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
06;1;9; densening;6; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
06;1;10; densening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
06;1;11; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
06;1;12; densening;21; TERMINATED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;0;0;1;1;0
06;1;13; densening;12; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
06;1;14; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
06;1;15; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
06;1;16; densening;18; COMPLETED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;1;0;0;0;1
06;1;17; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
06;1;18; densening;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
06;2;1; direct;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
06;2;2; direct;12; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
06;2;3; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
06;2;4; direct;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
06;2;5; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
06;2;6; direct;9; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
06;2;7; direct;18; TERMINATED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;0;0;0;0;1
06;2;8; direct;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
06;2;9; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
06;2;10; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
06;2;11; direct;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
06;2;12; direct;9; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
06;2;13; direct;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
06;2;14; direct;18; TERMINATED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;0;0;1;0;1
06;2;15; direct;9; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
06;2;16; direct;21; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
06;2;17; direct;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
06;2;18; direct;6; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
06;3;1; widening;9; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
06;3;2; widening;12; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
06;3;3; widening;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; FAILED;1;1;0;1;0
06;3;4; widening;18; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
06;3;5; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
06;3;6; widening;12; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
06;3;7; widening;9; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
06;3;8; widening;21; FAILED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;0;1;0;0;1
06;3;9; widening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
06;3;10; widening;21; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
06;3;11; widening;21; COMPLETED; COMPLETED; COMPLETED; FAILED; TERMINATED;1;1;1;0;0
06;3;12; widening;18; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
06;3;13; widening;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
06;3;14; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
06;3;15; widening;12; COMPLETED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;1;0;0;0;1
06;3;16; widening;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
06;3;17; widening;18; COMPLETED; FAILED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
06;3;18; widening;15; COMPLETED; COMPLETED; COMPLETED; FAILED; COMPLETED;1;1;1;0;1
07;1;1; widening;18; COMPLETED; FAILED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
07;1;2; widening;15; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
07;1;3; widening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
07;1;4; widening;12; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
07;1;5; widening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
07;1;6; widening;6; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
07;1;7; widening;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
07;1;8; widening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
07;1;9; widening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
07;1;10; widening;21; COMPLETED; COMPLETED; FAILED; COMPLETED; FAILED;1;1;0;1;0
07;1;11; widening;9; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
07;1;12; widening;6; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
07;1;13; widening;21; COMPLETED; FAILED; TERMINATED; COMPLETED; TERMINATED;1;0;0;1;0
07;1;14; widening;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
07;1;15; widening;9; TERMINATED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;0;0;1;0;1
07;1;16; widening;6; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
07;1;17; widening;12; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
07;1;18; widening;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; FAILED;1;1;1;0;0
07;2;1; direct;9; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
07;2;2; direct;21; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
07;2;3; direct;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
07;2;4; direct;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
07;2;5; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
07;2;6; direct;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
07;2;7; direct;6; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
07;2;8; direct;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
07;2;9; direct;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
07;2;10; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
07;2;11; direct;21; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
07;2;12; direct;6; COMPLETED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;1;0;0;0;1
07;2;13; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
07;2;14; direct;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
07;2;15; direct;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;1;1;1;0;0
07;2;16; direct;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;1;1;1;0;0
07;2;17; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
07;2;18; direct;6; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
07;3;1; densening;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;1;1;1;0;0
07;3;2; densening;21; COMPLETED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;1;0;0;0;1
07;3;3; densening;21; COMPLETED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;1;1;0;0;0
07;3;4; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
07;3;5; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
07;3;6; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
07;3;7; densening;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;1;1;1;0;0
07;3;8; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
07;3;9; densening;15; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
07;3;10; densening;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
07;3;11; densening;18; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
07;3;12; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
07;3;13; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
07;3;14; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
07;3;15; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
07;3;16; densening;15; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
07;3;17; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
07;3;18; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
08;1;1; densening;15; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
08;1;2; densening;21; COMPLETED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;1;0;0;0;1
08;1;3; densening;18; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
08;1;4; densening;9; TERMINATED; FAILED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
08;1;5; densening;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
08;1;6; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
08;1;7; densening;21; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
08;1;8; densening;15; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
08;1;9; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
08;1;10; densening;12; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
08;1;11; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
08;1;12; densening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
08;1;13; densening;12; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
08;1;14; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
08;1;15; densening;6; TERMINATED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;0;0;0;1;1
08;1;16; densening;12; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
08;1;17; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
08;1;18; densening;21; COMPLETED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;1;0;0;1;0
08;2;1; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
08;2;2; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
08;2;3; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
08;2;4; direct;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
08;2;5; direct;18; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
08;2;6; direct;6; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
08;2;7; direct;21; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
08;2;8; direct;9; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
08;2;9; direct;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
08;2;10; direct;6; COMPLETED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;1;1;0;0;0
08;2;11; direct;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;1;1;1;0;0
08;2;12; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
08;2;13; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
08;2;14; direct;18; TERMINATED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;0;1;1;0;0
08;2;15; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
08;2;16; direct;9; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
08;2;17; direct;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
08;2;18; direct;6; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
08;3;1; widening;9; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
08;3;2; widening;9; COMPLETED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;1;0;1;0;0
08;3;3; widening;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
08;3;4; widening;15; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
08;3;5; widening;18; TERMINATED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;0;0;1;0;0
08;3;6; widening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
08;3;7; widening;21; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;1;1;0
08;3;8; widening;12; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
08;3;9; widening;12; COMPLETED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;1;1;0;0;0
08;3;10; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
08;3;11; widening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
08;3;12; widening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
08;3;13; widening;9; COMPLETED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;1;0;1;0;0
08;3;14; widening;6; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
08;3;15; widening;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;1;1;1;0;0
08;3;16; widening;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;1;1;1;0;0
08;3;17; widening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
08;3;18; widening;18; TERMINATED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;0;0;0;0;0
09;1;1; widening;12; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
09;1;2; widening;18; COMPLETED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;1;1;0;0;1
09;1;3; widening;9; TERMINATED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;0;1;0;0;0
09;1;4; widening;15; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
09;1;5; widening;15; COMPLETED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;1;1;0;0;0
09;1;6; widening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
09;1;7; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;1;8; widening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;1;9; widening;6; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;1;1;0
09;1;10; widening;18; TERMINATED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;0;1;0;0;1
09;1;11; widening;12; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
09;1;12; widening;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
09;1;13; widening;21; TERMINATED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;0;0;0;1;1
09;1;14; widening;21; TERMINATED; COMPLETED; TERMINATED; TERMINATED; COMPLETED;0;1;0;0;1
09;1;15; widening;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;1;1;1;0;0
09;1;16; widening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
09;1;17; widening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
09;1;18; widening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;2;1; densening;9; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
09;2;2; densening;15; COMPLETED; TERMINATED; COMPLETED; FAILED; COMPLETED;1;0;1;0;1
09;2;3; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;2;4; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;2;5; densening;18; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
09;2;6; densening;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
09;2;7; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;2;8; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;2;9; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;2;10; densening;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
09;2;11; densening;21; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
09;2;12; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;2;13; densening;18; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
09;2;14; densening;6; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
09;2;15; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;2;16; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;2;17; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;2;18; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;3;1; direct;6; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
09;3;2; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;3;3; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;3;4; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;3;5; direct;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;3;6; direct;9; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
09;3;7; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;3;8; direct;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
09;3;9; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;3;10; direct;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;3;11; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;3;12; direct;21; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
09;3;13; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;3;14; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;3;15; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;3;16; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;3;17; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
09;3;18; direct;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
10;1;1; densening;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
10;1;2; densening;12; TERMINATED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;0;1;1;0;0
10;1;3; densening;9; FAILED; TERMINATED; FAILED; COMPLETED; FAILED;0;0;0;1;0
10;1;4; densening;6; TERMINATED; TERMINATED; FAILED; COMPLETED; COMPLETED;0;0;0;1;1
