;;;;;Result;Result;Result;Result;Result;Result_Numeric;Result_Numeric;Result_Numeric;Result_Numeric;Result_Numeric
Trial;;;;;0;1;2;3;4;0;1;2;3;4
Proband;Block;Task;MappingMethod;NumLayers;;;;;;;;;;
14;3;1; direct;21; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
14;3;2; direct;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
14;3;3; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
14;3;4; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
14;3;5; direct;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
14;3;6; direct;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
14;3;7; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
14;3;8; direct;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
14;3;9; direct;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
14;3;10; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
14;3;11; direct;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
14;3;12; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
14;3;13; direct;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
14;3;14; direct;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
14;3;15; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
14;3;16; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
14;3;17; direct;9; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
14;3;18; direct;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
15;1;1; widening;21; COMPLETED; COMPLETED; COMPLETED; FAILED; COMPLETED;1;1;1;0;1
15;1;2; widening;6; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
15;1;3; widening;15; FAILED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
15;1;4; widening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; FAILED;1;1;1;1;0
15;1;5; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;1;6; widening;9; FAILED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
15;1;7; widening;21; FAILED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
15;1;8; widening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
15;1;9; widening;15; FAILED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
15;1;10; widening;18; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
15;1;11; widening;18; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
15;1;12; widening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
15;1;13; widening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
15;1;14; widening;18; COMPLETED; FAILED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
15;1;15; widening;21; COMPLETED; FAILED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
15;1;16; widening;12; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
15;1;17; widening;9; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
15;1;18; widening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;2;1; densening;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
15;2;2; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;2;3; densening;6; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
15;2;4; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;2;5; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;2;6; densening;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
15;2;7; densening;6; COMPLETED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;1;1;0;0;0
15;2;8; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;2;9; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;2;10; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;2;11; densening;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
15;2;12; densening;6; TERMINATED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;0;1;1;0;0
15;2;13; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
15;2;14; densening;15; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
15;2;15; densening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
15;2;16; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;2;17; densening;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
15;2;18; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;3;1; direct;6; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
15;3;2; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;3;3; direct;6; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
15;3;4; direct;9; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
15;3;5; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;3;6; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;3;7; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
15;3;8; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;3;9; direct;9; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
15;3;10; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;3;11; direct;9; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
15;3;12; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;3;13; direct;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;3;14; direct;6; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
15;3;15; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;3;16; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;3;17; direct;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
15;3;18; direct;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
16;1;1; widening;12; COMPLETED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;1;0;0;0;0
16;1;2; widening;6; TERMINATED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;0;0;0;1;1
16;1;3; widening;18; TERMINATED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;0;1;0;1;0
16;1;4; widening;6; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
16;1;5; widening;12; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
16;1;6; widening;15; TERMINATED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;0;1;0;1;0
16;1;7; widening;15; FAILED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;0;1;0;1;0
16;1;8; widening;18; TERMINATED; TERMINATED; FAILED; TERMINATED; COMPLETED;0;0;0;0;1
16;1;9; widening;6; FAILED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
16;1;10; widening;18; COMPLETED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;1;0;0;0;0
16;1;11; widening;9; COMPLETED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;1;0;1;0;0
16;1;12; widening;15; COMPLETED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;1;0;0;0;0
16;1;13; widening;9; TERMINATED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;0;0;0;0;0
16;1;14; widening;12; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
16;1;15; widening;21; TERMINATED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;0;0;0;0;0
16;1;16; widening;21; COMPLETED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;1;0;0;0;0
16;1;17; widening;21; TERMINATED; FAILED; COMPLETED; TERMINATED; TERMINATED;0;0;1;0;0
16;1;18; widening;9; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;1;1;0
16;2;1; direct;15; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
16;2;2; direct;12; TERMINATED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;0;1;0;1;0
16;2;3; direct;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
16;2;4; direct;21; TERMINATED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;0;0;0;0;0
16;2;5; direct;9; COMPLETED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;1;0;0;1;0
16;2;6; direct;15; TERMINATED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;0;1;1;0;0
16;2;7; direct;12; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
16;2;8; direct;9; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
16;2;9; direct;18; TERMINATED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;0;0;0;0;1
16;2;10; direct;18; TERMINATED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;0;0;1;0;1
16;2;11; direct;6; COMPLETED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;1;0;0;0;1
16;2;12; direct;6; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
16;2;13; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
16;2;14; direct;21; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
16;2;15; direct;12; TERMINATED; TERMINATED; COMPLETED; TERMINATED; TERMINATED;0;0;1;0;0
16;2;16; direct;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
16;2;17; direct;21; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
16;2;18; direct;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
16;3;1; densening;9; TERMINATED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;0;1;0;0;0
16;3;2; densening;21; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
16;3;3; densening;12; TERMINATED; TERMINATED; TERMINATED; TERMINATED; COMPLETED;0;0;0;0;1
16;3;4; densening;6; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
16;3;5; densening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
16;3;6; densening;6; FAILED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
16;3;7; densening;21; TERMINATED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;0;0;1;1;0
16;3;8; densening;12; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
16;3;9; densening;18; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
16;3;10; densening;9; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
16;3;11; densening;15; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
16;3;12; densening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
16;3;13; densening;15; TERMINATED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;0;1;1;0;0
16;3;14; densening;6; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
16;3;15; densening;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
16;3;16; densening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
16;3;17; densening;12; TERMINATED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;0;1;0;1;0
16;3;18; densening;15; FAILED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
17;1;1; widening;21; FAILED; TERMINATED; COMPLETED; COMPLETED; FAILED;0;0;1;1;0
17;1;2; widening;6; FAILED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;1;1;0
17;1;3; widening;9; FAILED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
17;1;4; widening;15; TERMINATED; TERMINATED; FAILED; TERMINATED; TERMINATED;0;0;0;0;0
17;1;5; widening;9; TERMINATED; COMPLETED; FAILED; COMPLETED; COMPLETED;0;1;0;1;1
17;1;6; widening;6; TERMINATED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;0;1;1;0;0
17;1;7; widening;21; COMPLETED; COMPLETED; COMPLETED; FAILED; FAILED;1;1;1;0;0
17;1;8; widening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; FAILED;1;1;1;1;0
17;1;9; widening;18; TERMINATED; COMPLETED; FAILED; TERMINATED; COMPLETED;0;1;0;0;1
17;1;10; widening;18; TERMINATED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;0;0;0;1;1
17;1;11; widening;15; COMPLETED; COMPLETED; FAILED; TERMINATED; TERMINATED;1;1;0;0;0
17;1;12; widening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
17;1;13; widening;15; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
17;1;14; widening;12; COMPLETED; FAILED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
17;1;15; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
17;1;16; widening;12; FAILED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;0;0;1;1;0
17;1;17; widening;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; FAILED;0;1;1;1;0
17;1;18; widening;21; FAILED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
17;2;1; densening;12; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
17;2;2; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
17;2;3; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
17;2;4; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
17;2;5; densening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
17;2;6; densening;15; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
17;2;7; densening;21; COMPLETED; COMPLETED; TERMINATED; FAILED; COMPLETED;1;1;0;0;1
17;2;8; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
17;2;9; densening;18; COMPLETED; FAILED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
17;2;10; densening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
17;2;11; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
17;2;12; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
17;2;13; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
17;2;14; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
17;2;15; densening;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;1;1;0
17;2;16; densening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
17;2;17; densening;21; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;1;1;0
17;2;18; densening;15; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
17;3;1; direct;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
17;3;2; direct;12; COMPLETED; COMPLETED; COMPLETED; TERMINATED; FAILED;1;1;1;0;0
17;3;3; direct;15; COMPLETED; COMPLETED; FAILED; COMPLETED; COMPLETED;1;1;0;1;1
17;3;4; direct;9; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
17;3;5; direct;12; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
17;3;6; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
17;3;7; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
17;3;8; direct;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
17;3;9; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
17;3;10; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
17;3;11; direct;18; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;1;1;0
17;3;12; direct;18; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
17;3;13; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
17;3;14; direct;21; TERMINATED; COMPLETED; COMPLETED; FAILED; COMPLETED;0;1;1;0;1
17;3;15; direct;21; COMPLETED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
17;3;16; direct;15; COMPLETED; FAILED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
17;3;17; direct;21; COMPLETED; COMPLETED; COMPLETED; FAILED; COMPLETED;1;1;1;0;1
17;3;18; direct;6; COMPLETED; TERMINATED; COMPLETED; TERMINATED; COMPLETED;1;0;1;0;1
18;1;1; direct;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
18;1;2; direct;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;1;3; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;1;4; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;1;5; direct;12; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
18;1;6; direct;18; TERMINATED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;0;0;1;1;1
18;1;7; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;1;8; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;1;9; direct;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;1;10; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;1;11; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;1;12; direct;18; COMPLETED; COMPLETED; FAILED; COMPLETED; TERMINATED;1;1;0;1;0
18;1;13; direct;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;1;14; direct;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;1;15; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;1;16; direct;21; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
18;1;17; direct;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;1;18; direct;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;2;1; widening;21; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
18;2;2; widening;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;1;1;0
18;2;3; widening;21; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
18;2;4; widening;18; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
18;2;5; widening;6; TERMINATED; TERMINATED; TERMINATED; TERMINATED; TERMINATED;0;0;0;0;0
18;2;6; widening;12; TERMINATED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;0;1;1;1;0
18;2;7; widening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;2;8; widening;18; COMPLETED; FAILED; TERMINATED; COMPLETED; COMPLETED;1;0;0;1;1
18;2;9; widening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
18;2;10; widening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
18;2;11; widening;6; COMPLETED; COMPLETED; COMPLETED; TERMINATED; TERMINATED;1;1;1;0;0
18;2;12; widening;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
18;2;13; widening;9; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
18;2;14; widening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
18;2;15; widening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
18;2;16; widening;15; TERMINATED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;0;1;1;1;1
18;2;17; widening;12; COMPLETED; TERMINATED; TERMINATED; COMPLETED; TERMINATED;1;0;0;1;0
18;2;18; widening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;3;1; densening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
18;3;2; densening;6; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
18;3;3; densening;21; TERMINATED; TERMINATED; TERMINATED; COMPLETED; COMPLETED;0;0;0;1;1
18;3;4; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
18;3;5; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;3;6; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;3;7; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; TERMINATED;1;1;1;1;0
18;3;8; densening;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
18;3;9; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;3;10; densening;21; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;3;11; densening;6; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
18;3;12; densening;21; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
18;3;13; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;3;14; densening;6; COMPLETED; TERMINATED; COMPLETED; COMPLETED; TERMINATED;1;0;1;1;0
18;3;15; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
18;3;16; densening;18; COMPLETED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;1;1;1;0;1
18;3;17; densening;15; COMPLETED; TERMINATED; COMPLETED; COMPLETED; COMPLETED;1;0;1;1;1
18;3;18; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
19;1;1; densening;6; TERMINATED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;0;1;0;1;1
19;1;2; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
19;1;3; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
19;1;4; densening;12; COMPLETED; COMPLETED; TERMINATED; COMPLETED; TERMINATED;1;1;0;1;0
19;1;5; densening;15; TERMINATED; COMPLETED; COMPLETED; TERMINATED; COMPLETED;0;1;1;0;1
19;1;6; densening;6; COMPLETED; COMPLETED; TERMINATED; TERMINATED; TERMINATED;1;1;0;0;0
19;1;7; densening;21; COMPLETED; COMPLETED; TERMINATED; COMPLETED; COMPLETED;1;1;0;1;1
19;1;8; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
19;1;9; densening;15; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
19;1;10; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
19;1;11; densening;6; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
19;1;12; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
19;1;13; densening;18; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
19;1;14; densening;9; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
19;1;15; densening;12; COMPLETED; COMPLETED; COMPLETED; COMPLETED; COMPLETED;1;1;1;1;1
