;Proband;MappingMethod;NumLayers;Completed_Abs;Completed_Rel;Failed_Abs;Failed_Rel;Terminated_Abs;Terminated_Rel;Sum;Sum_Rel
310;4; densening;6;12;0.8;0;0.0;3;0.2;15;1.0
311;4; densening;9;13;0.8666666666666667;0;0.0;2;0.13333333333333333;15;1.0
312;4; direct;12;13;0.8666666666666667;0;0.0;2;0.13333333333333333;15;1.0
313;4; direct;15;10;0.6666666666666666;0;0.0;5;0.3333333333333333;15;1.0
314;4; direct;18;10;0.6666666666666666;0;0.0;5;0.3333333333333333;15;1.0
315;4; direct;21;9;0.6;0;0.0;6;0.4;15;1.0
316;4; direct;6;12;0.8;0;0.0;3;0.2;15;1.0
317;4; direct;9;12;0.8;0;0.0;3;0.2;15;1.0
318;4; widening;12;11;0.7333333333333333;0;0.0;4;0.26666666666666666;15;1.0
319;4; widening;15;10;0.6666666666666666;1;0.06666666666666667;4;0.26666666666666666;15;1.0
320;4; widening;18;10;0.6666666666666666;0;0.0;5;0.3333333333333333;15;1.0
321;4; widening;21;9;0.6;0;0.0;6;0.4;15;1.0
322;4; widening;6;13;0.8666666666666667;0;0.0;2;0.13333333333333333;15;1.0
323;4; widening;9;9;0.6;0;0.0;6;0.4;15;1.0
324;5; densening;12;13;0.8666666666666667;0;0.0;2;0.13333333333333333;15;1.0
325;5; densening;15;15;1.0;0;0.0;0;0.0;15;1.0
326;5; densening;18;8;0.5333333333333333;0;0.0;7;0.4666666666666667;15;1.0
327;5; densening;21;9;0.6;0;0.0;6;0.4;15;1.0
328;5; densening;6;13;0.8666666666666667;0;0.0;2;0.13333333333333333;15;1.0
329;5; densening;9;14;0.9333333333333333;0;0.0;1;0.06666666666666667;15;1.0
330;5; direct;12;12;0.8;0;0.0;3;0.2;15;1.0
331;5; direct;15;10;0.6666666666666666;0;0.0;5;0.3333333333333333;15;1.0
332;5; direct;18;7;0.4666666666666667;0;0.0;8;0.5333333333333333;15;1.0
333;5; direct;21;12;0.8;0;0.0;3;0.2;15;1.0
334;5; direct;6;13;0.8666666666666667;0;0.0;2;0.13333333333333333;15;1.0
